Gene	sgRNA	c12|beta	c12|z	c12|p-value	c12|fdr	c12|wald-p-value	c12|wald-fdr
ZNF681	5	0.17159	1.8863	0.08959	0.48109	0.059249	0.39756
ZNF682	6	0.12515	1.8259	0.1533	0.58307	0.067859	0.401
ZNF683	6	-0.29163	-2.182	0.04124	0.35437	0.029112	0.39756
ZNF684	6	-0.11431	-1.4159	0.44141	0.80665	0.1568	0.44057
ZNF687	7	-0.17354	-1.9398	0.1917	0.62873	0.052403	0.39756
ZNF688	6	-0.14878	-1.6604	0.29863	0.72348	0.096843	0.41099
ZNF689	6	-0.023622	-0.34469	0.99573	0.99914	0.73033	0.86169
ZNF691	6	-0.17913	-0.74399	0.20677	0.6394	0.45689	0.70531
ZNF692	4	-0.37557	-1.9224	0.035267	0.32804	0.054553	0.39756
ZNF695	5	0.048614	0.43061	0.55688	0.86318	0.66675	0.82458
ZNF696	6	-0.25114	-1.5591	0.079067	0.47049	0.11896	0.42458
ZNF697	6	0.11213	1.2836	0.19909	0.63267	0.19929	0.48251
ZNF699	6	0.020939	0.12269	0.68515	0.91322	0.90235	0.96005
ZNF7	6	-0.072354	-0.65426	0.65956	0.89818	0.51294	0.73451
ZNF70	6	0.10846	0.68491	0.21189	0.64726	0.4934	0.7292
ZNF700	6	0.1069	1.0153	0.21815	0.65641	0.30998	0.58128
ZNF701	4	0.065472	0.69357	0.49915	0.83811	0.48795	0.72727
ZNF703	6	0.048766	0.90544	0.50739	0.84437	0.36523	0.62795
ZNF705A	6	-0.060363	-1.0895	0.73948	0.93031	0.27593	0.55009
ZNF705D	6	0.074902	1.3971	0.3632	0.76605	0.16238	0.44873
ZNF705G	6	0.19042	1.9683	0.036974	0.33763	0.049033	0.39756
ZNF706	4	-0.16085	-1.4906	0.33561	0.747	0.13607	0.43374
ZNF707	6	-0.1185	-1.1817	0.4198	0.79698	0.23732	0.51734
ZNF708	6	0.056027	1.1119	0.46331	0.82065	0.2662	0.54101
ZNF709	6	0.05746	1.0112	0.45336	0.81323	0.31193	0.58265
ZNF71	6	0.15178	1.9553	0.091581	0.48348	0.050543	0.39756
ZNF710	6	0.28721	1.6613	0.0025597	0.091837	0.09666	0.41095
ZNF711	6	0.12303	1.6482	0.15984	0.59158	0.099318	0.41167
ZNF713	6	0.046765	0.75902	0.52162	0.85065	0.44784	0.70107
ZNF714	5	0.06239	0.84973	0.47782	0.82515	0.39547	0.65435
ZNF716	5	0.14916	1.7568	0.1351	0.56818	0.078957	0.40167
ZNF717	6	-0.0052876	-0.18897	0.86803	0.96068	0.85011	0.93406
ZNF726	6	0.10643	1.6732	0.22014	0.66041	0.094295	0.40772
ZNF732	6	-0.043024	-0.5645	0.85466	0.95855	0.57241	0.76255
ZNF736	5	0.043379	1.1179	0.59329	0.87579	0.2636	0.53917
ZNF737	5	0.04457	1.0984	0.58504	0.87304	0.27202	0.54684
ZNF74	6	-0.1564	-1.5788	0.27275	0.7033	0.11438	0.4229
ZNF740	7	-0.12866	-1.477	0.33902	0.74969	0.13966	0.43418
ZNF746	6	-0.098016	-2.0625	0.52247	0.85086	0.039162	0.39756
ZNF749	6	0.10191	1.2768	0.23777	0.6739	0.20166	0.48538
ZNF75A	6	0.068428	1.9644	0.39704	0.78419	0.049485	0.39756
ZNF75D	6	0.17278	1.9358	0.058874	0.41903	0.052897	0.39756
ZNF76	7	-0.13455	-1.4333	0.31598	0.72745	0.15178	0.43876
ZNF763	6	0.053313	1.4522	0.47867	0.8256	0.14646	0.43766
ZNF764	6	0.034311	0.33244	0.59812	0.87771	0.73956	0.86518
ZNF765	4	0.27593	1.5103	0.017634	0.23755	0.13096	0.43051
ZNF766	6	0.029403	0.46633	0.62912	0.88773	0.64098	0.80702
ZNF768	6	-0.083935	-0.92368	0.59556	0.87725	0.35565	0.61927
ZNF77	6	0.016521	0.43195	0.71644	0.92508	0.66578	0.82425
ZNF770	6	-0.090068	-1.6323	0.562	0.86608	0.10262	0.41522
ZNF771	6	0.073619	1.0499	0.37201	0.7741	0.29377	0.56247
ZNF772	8	0.040193	0.53265	0.49886	0.83803	0.59428	0.77791
ZNF773	6	0.17793	1.8449	0.051195	0.39387	0.06505	0.39906
ZNF774	6	-0.12468	-2.0544	0.39334	0.7833	0.03994	0.39756
ZNF775	6	0.27013	1.6853	0.0031286	0.094828	0.091939	0.40661
ZNF776	6	0.091633	1.7216	0.28271	0.71254	0.085143	0.40585
ZNF777	6	-0.12545	-0.89974	0.38936	0.78318	0.36826	0.63161
ZNF778	6	0.00096068	0.013126	0.8248	0.9527	0.98953	0.9993
ZNF780A	6	0.12895	1.5329	0.14391	0.57399	0.12529	0.42592
ZNF780B	6	-0.063128	-1.0562	0.72042	0.92687	0.29088	0.56211
ZNF781	6	0.12473	1.8033	0.15472	0.58307	0.071335	0.40167
ZNF782	6	-0.061737	-0.56332	0.73066	0.92937	0.57322	0.76255
ZNF783	6	-0.013021	-0.093903	0.93089	0.98141	0.92519	0.96983
ZNF784	6	-0.028473	-0.59908	0.95791	0.98826	0.54912	0.74718
ZNF785	6	-0.10524	-1.938	0.48294	0.82668	0.052626	0.39756
ZNF786	6	-0.17228	-1.5306	0.22639	0.66389	0.12586	0.42592
ZNF787	6	-0.13736	-1.578	0.34101	0.75016	0.11457	0.4229
ZNF789	1	0.10306	0.67469	0.64932	0.89219	0.49987	0.73018
ZNF79	6	-0.35027	-2.4826	0.019625	0.24731	0.013042	0.37236
ZNF790	6	0.13939	2.018	0.11775	0.53696	0.043594	0.39756
ZNF791	6	0.034334	0.39698	0.59784	0.87771	0.69138	0.84067
ZNF792	6	-0.045314	-0.74184	0.8413	0.95604	0.45818	0.70595
ZNF793	6	0.088849	0.27248	0.29437	0.71975	0.78525	0.89235
ZNF799	6	0.11181	0.94088	0.20023	0.63307	0.34677	0.61176
ZNF8	6	-0.10681	-1.4647	0.47497	0.82307	0.14301	0.43534
ZNF80	6	0.051029	0.86698	0.49289	0.83558	0.38595	0.64681
ZNF800	5	0.00038539	0.017236	0.85808	0.95931	0.98625	0.9976
ZNF805	6	-0.010746	-0.31158	0.91325	0.97747	0.75536	0.87507
ZNF808	6	0.03282	0.30995	0.60666	0.87819	0.7566	0.8758
ZNF81	6	0.15407	1.7624	0.088453	0.48068	0.078004	0.40167
ZNF813	6	-5.3104e-06	-6.1392e-05	0.83077	0.9527	0.99995	1
ZNF814	6	-0.01352	-0.19184	0.93402	0.98176	0.84787	0.93226
ZNF816	4	0.014842	0.18181	0.80546	0.95135	0.85573	0.93708
ZNF821	6	0.098439	1.1451	0.25313	0.6862	0.25216	0.52994
ZNF823	6	0.12822	1.2794	0.14562	0.57399	0.20075	0.48407
ZNF827	6	-0.02285	-0.43205	0.99801	0.99943	0.66571	0.82425
ZNF83	6	0.092659	0.96124	0.27986	0.70944	0.33643	0.60383
ZNF831	6	0.24751	1.4903	0.0071104	0.16026	0.13615	0.43374
ZNF836	6	0.15873	2.0914	0.080774	0.47255	0.036491	0.39756
ZNF837	6	-0.16677	-1.0779	0.24005	0.67466	0.28107	0.55364
ZNF84	6	-0.062978	-1.3424	0.72099	0.92687	0.17947	0.46639
ZNF841	6	0.0265	0.54035	0.6496	0.89219	0.58896	0.77441
ZNF844	6	0.13581	1.4797	0.12486	0.55359	0.13895	0.43418
ZNF845	5	0.054077	0.5057	0.52702	0.85177	0.61306	0.789
ZNF846	6	0.11181	1.6795	0.20023	0.63307	0.093045	0.40772
ZNF85	6	0.091597	1.1115	0.28299	0.71255	0.26635	0.54101
ZNF852	6	0.07592	1.6715	0.3595	0.76265	0.094624	0.40772
ZNF860	4	0.015797	0.23224	0.80034	0.95132	0.81635	0.91246
ZNF865	6	0.020326	0.29262	0.68942	0.9144	0.76981	0.88337
ZNF878	6	0.032405	0.51344	0.60893	0.87926	0.60764	0.78489
ZNF879	6	-0.0075552	-0.11355	0.88367	0.96671	0.90959	0.96271
ZNF880	5	0.10726	1.3519	0.26849	0.70089	0.17641	0.46446
ZNF90	5	0.13671	1.4423	0.16837	0.60264	0.14921	0.43876
ZNF91	5	0.24701	1.6423	0.015643	0.22541	0.10053	0.41208
ZNF92	5	0.15622	1.7794	0.11945	0.54124	0.075181	0.40167
ZNF93	6	0.17915	1.8129	0.049204	0.38274	0.06984	0.40167
ZNF98	6	0.019343	0.20683	0.69539	0.9147	0.83614	0.92769
ZNF99	6	0.14859	1.9044	0.094994	0.48902	0.056864	0.39756
ZPR1	9	-0.23433	-1.9411	0.052048	0.39869	0.052247	0.39756
ZSCAN1	6	0.03034	0.52991	0.62287	0.88521	0.59617	0.77879
ZSCAN10	6	-0.069149	-0.71394	0.68203	0.91109	0.47526	0.71965
ZSCAN12	6	0.049446	0.58846	0.50228	0.84055	0.55622	0.75189
ZSCAN16	6	-0.10181	-1.3201	0.50085	0.83977	0.18679	0.47247
ZSCAN2	6	0.10222	0.39747	0.23578	0.67261	0.69102	0.84067
ZSCAN20	19	-0.022075	-0.55912	0.9616	0.98975	0.57608	0.76449
ZSCAN21	6	-0.11886	-0.86871	0.41837	0.79643	0.38501	0.64615
ZSCAN22	6	-0.028035	-0.41652	0.96047	0.98946	0.67703	0.83203
ZSCAN23	6	-0.081724	-1.0517	0.60694	0.87819	0.29295	0.56243
ZSCAN25	6	-0.10081	-1.9842	0.50768	0.84437	0.047233	0.39756
ZSCAN26	6	0.076207	1.2944	0.35751	0.76182	0.19551	0.47871
ZSCAN29	7	0.028325	0.31773	0.61945	0.88429	0.75069	0.87196
ZSCAN30	6	0.054692	1.3483	0.46928	0.82201	0.17755	0.46552
ZSCAN31	6	0.0075395	0.068605	0.78271	0.94408	0.9453	0.97583
ZSCAN32	6	0.042648	0.4426	0.54664	0.85861	0.65805	0.8193
ZSCAN4	6	-0.13944	-1.2609	0.3322	0.74442	0.20736	0.48978
ZSCAN5A	6	0.065388	0.76007	0.41069	0.79167	0.44721	0.70071
ZSCAN5B	6	-0.042275	-0.88148	0.85922	0.95935	0.37806	0.6388
ZSCAN9	7	0.031713	0.71093	0.59869	0.8778	0.47713	0.72061
ZXDA	6	0.041569	0.39651	0.55176	0.86107	0.69173	0.84069
ZXDB	6	-0.027974	-0.64272	0.96104	0.98946	0.5204	0.7364
ZXDC	6	-0.15559	-1.1262	0.27503	0.70584	0.2601	0.53637
ZZZ3	12	-0.14214	-1.5843	0.18743	0.62335	0.11313	0.42227
ACAT1	5	0.25725	1.7127	0.013652	0.21304	0.086775	0.40585
ACTR	5	-0.15985	-1.1064	0.30717	0.72745	0.26857	0.543
ASH1L	24	-0.01033	-0.34722	0.77873	0.94288	0.72842	0.86088
ATAD2	6	-0.032513	-0.62462	0.92776	0.98141	0.53222	0.74085
ATAD2B	6	-0.059579	-1.1687	0.74545	0.93207	0.24252	0.52305
ATAT1	7	-0.060901	-0.61523	0.72526	0.92937	0.53841	0.74266
ATRX	13	0.015341	0.39229	0.59357	0.87579	0.69485	0.84149
BAZ1A	14	0.03434	0.52758	0.40444	0.78631	0.59779	0.77961
BAZ1B	12	-0.28919	-3.2255	0.0076792	0.16875	0.0012576	0.1424
BAZ2A	18	-0.022599	-0.43293	0.94653	0.9852	0.66507	0.82395
BAZ2B	18	0.065712	1.6878	0.14107	0.57399	0.091456	0.40661
BPTF	17	-0.30531	-3.0028	0.00056883	0.037037	0.0026755	0.2045
BRD1	24	-0.006625	-0.16177	0.72355	0.92881	0.87149	0.94572
BRD2	13	-0.26989	-3.0096	0.0079636	0.1697	0.0026158	0.20438
BRD3	13	-0.018585	-0.40787	0.92776	0.98141	0.68337	0.83589
BRD4	13	-0.16349	-2.1692	0.097554	0.49638	0.030069	0.39756
BRD8	6	-0.18763	-2.2754	0.18771	0.62335	0.02288	0.39756
BRD9	6	0.13071	1.2139	0.13908	0.5736	0.22478	0.50285
BRDT	13	-0.022759	-0.60347	0.96786	0.99242	0.54619	0.74566
BRPF1	24	0.025645	0.57865	0.34727	0.75557	0.56282	0.75674
BRPF3	23	0.0023268	0.077849	0.61206	0.88209	0.93795	0.97442
BRWD1	28	0.012949	0.48295	0.45592	0.81453	0.62913	0.79827
BRWD3	17	0.067097	1.4402	0.1533	0.58307	0.14981	0.43876
CARM1	6	-0.2019	-1.5029	0.15358	0.58307	0.13287	0.43258
CECR2	9	-0.1547	-2.25	0.19625	0.63139	0.024449	0.39756
CHD1	12	-0.051618	-0.70093	0.74516	0.93207	0.48335	0.72471
CHD1L	13	-0.010107	-0.16963	0.83419	0.9527	0.8653	0.94221
CHD2	12	-0.038689	-0.80863	0.8558	0.95889	0.41873	0.67596
CHD3	20	0.083539	1.4616	0.067975	0.44925	0.14385	0.43583
CHD4	18	-0.37235	-3.9577	0.00028441	0.021277	7.5669e-05	0.028197
CHD5	19	0.018029	0.37362	0.47952	0.8256	0.70869	0.84902
CHD6	17	0.039583	1.0886	0.3083	0.72745	0.27634	0.55009
CHD7	16	-0.082319	-1.5152	0.44539	0.81002	0.12972	0.42946
CHD8	11	0.050402	0.94369	0.36007	0.76265	0.34533	0.61075
CHD9	11	-0.035845	-0.82162	0.91581	0.97843	0.41129	0.66772
CREBBP	21	0.48295	3.3178	0	0	0.00090726	0.11393
DOT1L	12	-0.18626	-2.491	0.077645	0.46907	0.012738	0.37236
EHMT1	8	-0.082598	-1.1891	0.5583	0.86324	0.2344	0.51512
EHMT2	7	-0.023945	-0.25351	0.99346	0.99914	0.79987	0.90065
ELP3	7	0.019014	0.36741	0.69027	0.91447	0.71331	0.85248
EP300	21	-0.24253	-4.1188	0.0022753	0.086022	3.809e-05	0.016741
EP400	5	-0.30754	-1.6909	0.056314	0.41545	0.090851	0.4064
ERCC6	7	-0.044225	-1.2273	0.84841	0.95745	0.21971	0.50146
EZH1	16	-0.0010834	-0.017688	0.72099	0.92687	0.98589	0.99752
EZH2	19	-0.012594	-0.26343	0.83305	0.9527	0.79222	0.89763
GCN5	6	-0.12614	-1.5939	0.3868	0.78206	0.11096	0.42227
GTF3C4	6	-0.24205	-1.4145	0.086462	0.47981	0.15721	0.44057
HAT1	11	0.1111	2.0121	0.087315	0.47981	0.04421	0.39756
HBO1	5	0.12438	1.4987	0.20819	0.64186	0.13394	0.43311
HDAC1	8	-0.14266	-1.6613	0.25825	0.68968	0.096656	0.41095
HDAC10	7	-0.093967	-1.4407	0.51337	0.84791	0.14966	0.43876
HDAC11	7	-0.11572	-1.7032	0.39761	0.78419	0.088537	0.40585
HDAC2	5	-0.083581	-0.861	0.63623	0.88964	0.38924	0.64928
HDAC3	6	-0.21356	-1.6316	0.13396	0.56663	0.10277	0.41522
HDAC4	5	0.21885	1.4873	0.032708	0.31768	0.13693	0.43418
HDAC5	6	-0.046225	-0.65023	0.83333	0.9527	0.51555	0.73548
HDAC6	12	0.055845	1.0681	0.28697	0.71307	0.28546	0.55636
HDAC7	9	-0.062978	-0.71242	0.69226	0.9147	0.47621	0.72047
HDAC8	6	0.19856	1.8185	0.030148	0.3046	0.068994	0.40167
HDAC9	6	0.10266	1.2668	0.23436	0.67261	0.20524	0.48791
HELLS	6	0.042472	0.67596	0.54721	0.85861	0.49906	0.73018
HIF1AN	7	-0.0096793	-0.10347	0.89903	0.97321	0.91759	0.96623
HLTF	18	0.10062	2.2557	0.035267	0.32804	0.024087	0.39756
HR	6	-0.00056029	-0.010113	0.83305	0.9527	0.99193	1
HSPBAP1	9	-0.03229	-0.51522	0.92662	0.98141	0.6064	0.78386
INO80	8	-0.068972	-0.7058	0.64932	0.89219	0.48031	0.72294
JMJD1C	6	0.11324	1.6525	0.19511	0.63139	0.098423	0.41099
JMJD4	7	-0.067955	-0.86174	0.67463	0.90916	0.38883	0.64928
JMJD6	4	-0.13262	-1.7178	0.42861	0.79799	0.085839	0.40585
JMJD7	5	0.12055	1.3086	0.22042	0.6607	0.19066	0.47647
JMJD8	6	-0.42639	-2.1266	0.0088168	0.17714	0.033456	0.39756
KAT2A	6	-0.088004	-0.69876	0.57395	0.86758	0.4847	0.72559
KAT2B	6	0.079618	1.591	0.34073	0.75016	0.11161	0.42227
KDM1A	10	-0.37695	-2.5963	0.0025597	0.091837	0.0094238	0.34159
KDM1B	13	-0.071252	-0.97613	0.562	0.86608	0.329	0.5974
KDM2A	42	0	0	0.54636	0.85861	1	1
KDM2B	42	0	0	0.54636	0.85861	1	1
KDM3A	6	-0.12854	-1.3239	0.37628	0.77493	0.18553	0.4703
KDM3B	4	-0.0071098	-0.28429	0.938	0.9833	0.77619	0.88664
KDM4A	31	0.019709	0.54776	0.34158	0.75016	0.58386	0.77175
KDM4B	34	-0.24394	-3.8986	0.00028441	0.021277	9.6752e-05	0.030926
KDM4C	34	-0.040875	-1.2059	0.77304	0.94048	0.22785	0.50703
KDM4D	6	0.10072	1.4289	0.24317	0.67638	0.15302	0.43876
KDM6A	4	0.25256	1.6045	0.025882	0.28173	0.10861	0.42009
KDM6B	6	-0.20927	-2.1304	0.14164	0.57399	0.033142	0.39756
KDM7A	11	-0.10668	-1.8531	0.35865	0.76239	0.06387	0.39847
KDM8	11	-0.067156	-1.1695	0.63254	0.88809	0.24219	0.52273
KMT2A	49	0	0	0.54636	0.85861	1	1
KMT2B	46	0	0	0.54636	0.85861	1	1
KMT2C	67	0	0	0.54636	0.85861	1	1
KMT2D	56	0	0	0.54636	0.85861	1	1
MINA	6	0.0061695	0.090557	0.79209	0.94857	0.92784	0.96994
MLL1	6	0.18035	1.7231	0.046359	0.3713	0.084864	0.40585
MLL5	9	-0.24065	-2.383	0.047213	0.37557	0.017173	0.37236
MOF	6	-0.11974	-1.5569	0.41354	0.79367	0.11949	0.42522
MORF	6	0.18309	1.8924	0.044653	0.36854	0.058442	0.39756
MOZ	7	0.25146	2.1624	0.0031286	0.094828	0.030584	0.39756
NAT10	5	0.13792	1.3167	0.16297	0.59563	0.18794	0.47404
NCOA1	6	0.0099956	0.088716	0.76223	0.93347	0.92931	0.96994
NCOA2	6	0.055798	1.1728	0.46331	0.82065	0.24087	0.52145
NO66	5	0.013586	0.13063	0.76877	0.93724	0.89607	0.95981
NSD1	48	0	0	0.54636	0.85861	1	1
NSD2	6	-0.27668	-1.9945	0.053185	0.40517	0.046093	0.39756
NSD3	5	0.004088	0.032531	0.83248	0.9527	0.97405	0.99211
PADI4	8	-0.11841	-1.3868	0.35381	0.75868	0.16551	0.45317
PCAF	5	-0.0062179	-0.17146	0.89761	0.97317	0.86386	0.9421
PHF2	12	-0.22871	-2.9927	0.031854	0.31198	0.0027656	0.20689
PHF8	11	-0.11352	-2.24	0.31655	0.72745	0.025093	0.39756
PhIP	15	-0.018997	-0.4133	0.91069	0.97747	0.67939	0.83405
PRMT1	5	-0.42599	-2.0526	0.013936	0.21304	0.040107	0.39756
PRMT2	6	-0.4519	-2.1265	0.0056883	0.13793	0.03346	0.39756
PRMT3	6	0.038146	0.46059	0.57594	0.86873	0.64509	0.80913
PRMT5	6	-0.13588	-1.2522	0.34841	0.75664	0.21049	0.49077
PRMT6	3	-0.11327	-0.88863	0.55774	0.86318	0.3742	0.63683
PRMT7	5	-0.14753	-1.4311	0.34755	0.75572	0.1524	0.43876
PRMT8	8	0.010667	0.23379	0.71786	0.92593	0.81514	0.91159
PRMT9	5	-0.0079558	-0.16604	0.90899	0.97707	0.86813	0.94391
RAD54L	6	-0.20069	-1.872	0.15557	0.58503	0.061209	0.39756
RAD54L2	8	0.14912	1.781	0.056314	0.41545	0.074915	0.40167
SETD1A	7	-0.51499	-2.4197	0.00028441	0.021277	0.015532	0.37236
SETD1B	7	-0.17913	-1.9197	0.18003	0.61696	0.054898	0.39756
SETD2	7	-0.04219	-0.61915	0.86234	0.96068	0.53582	0.74189
SETD4	5	-0.04711	-0.7214	0.84187	0.95609	0.47066	0.71708
SETD5	7	-0.0084051	-0.12814	0.88936	0.96841	0.89803	0.95981
SETD6	7	-0.099693	-1.007	0.48066	0.8256	0.31393	0.58339
SETD7	9	0.050481	1.1628	0.41155	0.79244	0.24493	0.52386
SETD8	5	-0.5685	-2.7231	0.0019909	0.081395	0.0064674	0.32485
SETMAR	5	0.13499	1.8218	0.17378	0.60615	0.068485	0.4015
SHPRH	21	-0.010028	-0.31871	0.77588	0.94201	0.74995	0.87139
SIRT1	7	0.066359	0.65405	0.36604	0.76882	0.51308	0.73451
SIRT2	9	0.022909	0.49616	0.60808	0.87926	0.61978	0.79271
SIRT3	5	0.098768	0.64005	0.30688	0.72745	0.52214	0.7364
SIRT4	6	-0.11127	-1.254	0.4562	0.81463	0.20984	0.49077
SIRT5	6	0.15122	1.6947	0.093003	0.48902	0.09014	0.40585
SIRT6	10	0.028245	0.62799	0.52986	0.85302	0.53001	0.74037
SIRT7	10	-0.22759	-2.4342	0.051479	0.3952	0.014924	0.37236
SMARCA2	13	0.031071	0.50763	0.45193	0.81237	0.61172	0.78812
SMARCA4	17	0.0018745	0.03453	0.67378	0.90871	0.97245	0.99178
SMARCAD1	5	0.05587	1.3716	0.51394	0.84791	0.17017	0.45829
SMARCAL1	6	0.04754	0.8307	0.51536	0.84791	0.40614	0.66278
SMYD1	4	-0.070602	-0.83685	0.69425	0.9147	0.40268	0.66063
SMYD2	3	0.043237	0.60895	0.69852	0.91608	0.54256	0.74419
SMYD3	8	-0.0042334	-0.13117	0.84044	0.95569	0.89564	0.95981
SMYD4	6	-0.028845	-0.25641	0.95563	0.98794	0.79763	0.90032
SMYD5	9	-0.17448	-1.865	0.13965	0.5736	0.062186	0.39756
SRCAP	6	-0.35573	-1.9913	0.018771	0.24535	0.04645	0.39756
SUV39H1	15	0.14465	1.6791	0.01223	0.20455	0.093124	0.40772
SUV39H2	15	0.096762	2.4241	0.073094	0.46223	0.015346	0.37236
SUV420H1	7	-0.24784	-1.6627	0.060011	0.42455	0.096377	0.41079
SUV420H2	6	0.086309	1.4862	0.30916	0.72745	0.13723	0.43418
TAF1	9	-0.057344	-0.77024	0.72981	0.92937	0.44116	0.69494
TET1	16	0.088441	1.8072	0.077645	0.46907	0.070726	0.40167
TET2	12	0.067406	1.5942	0.22213	0.66215	0.11088	0.42227
TET3	18	-0.00016823	-0.0038189	0.69482	0.9147	0.99695	1
TRIM24	24	-0.051477	-0.89313	0.68316	0.91192	0.37179	0.63428
TRIM28	28	-0.57678	-4.9302	0	0	8.2132e-07	0.0026273
TRIM33	27	-0.0048611	-0.12278	0.66752	0.90447	0.90228	0.96005
TRIM66	15	-0.022212	-0.68704	0.94653	0.9852	0.49206	0.7292
UTY	5	0.1302	1.8412	0.188	0.62335	0.065597	0.39906
ZMYND11	19	0.053707	1.1158	0.19511	0.63139	0.26452	0.54072
ZMYND8	20	-0.033395	-0.58601	0.91098	0.97747	0.55787	0.75296
ABTB1	12	-0.13821	-1.6756	0.20279	0.63307	0.09381	0.40772
ABTB2	6	0.085946	0.81811	0.3103	0.72745	0.41329	0.66934
AKAP1	6	-0.20015	-2.0078	0.15671	0.58555	0.044669	0.39756
ALG13	11	0.077973	2.1475	0.19852	0.63267	0.031757	0.39756
ANKFY1	6	-0.059308	-1.0721	0.7463	0.93207	0.28366	0.55455
ARID4B	12	-0.02258	-0.33106	0.98123	0.99682	0.7406	0.86518
BAHCC1	6	0.031643	0.36428	0.61348	0.88209	0.71565	0.85353
BAHD1	6	0.15193	1.2535	0.091297	0.48343	0.21004	0.49077
BDP1	6	-0.029125	-0.34863	0.95392	0.98792	0.72736	0.86021
BTBD1	6	-0.028382	-0.86387	0.95904	0.98915	0.38766	0.64837
BTBD11	6	-0.017905	-0.42106	0.96559	0.99096	0.67371	0.82999
BTBD17	6	0.008574	0.12597	0.77617	0.94201	0.89976	0.95981
BTBD18	6	0.065655	0.53601	0.41013	0.79155	0.59195	0.77574
BTBD19	6	0.05267	0.7868	0.4818	0.82602	0.4314	0.68646
BTBD2	6	-0.11865	-1.7197	0.41923	0.79676	0.085487	0.40585
BTBD3	6	0.21234	1.5031	0.021615	0.25763	0.13282	0.43258
BTBD6	6	-0.064767	-0.49792	0.7099	0.92112	0.61854	0.79258
BTBD7	12	-0.011216	-0.302	0.8686	0.96068	0.76265	0.87926
BTBD8	12	0.075072	1.7676	0.18402	0.61973	0.077122	0.40167
BTBD9	6	-0.044309	-0.57651	0.84642	0.95745	0.56427	0.75734
C17orf49	6	-0.19312	-2.1529	0.17491	0.60831	0.031323	0.39756
CBX1	6	-0.047462	-0.43588	0.82452	0.9527	0.66292	0.82304
CBX2	6	-0.221	-1.2969	0.11917	0.54065	0.19467	0.47835
CBX3	6	0.10658	1.268	0.21957	0.65927	0.20481	0.48791
CBX4	6	-0.37015	-2.2859	0.016496	0.23108	0.02226	0.39756
CBX5	6	0.18349	1.3335	0.044084	0.36643	0.18238	0.46889
CBX6	6	0.089436	1.391	0.29266	0.71807	0.16421	0.45107
CBX7	6	-0.12834	-1.3278	0.37685	0.77493	0.18423	0.46889
CBX8	6	-0.13492	-1.5316	0.3541	0.75868	0.12562	0.42592
CCIN	6	0.1406	1.5529	0.1149	0.5343	0.12046	0.42583
CDY2A	6	0.19418	1.8831	0.03413	0.32432	0.059687	0.39756
CDYL	6	-0.016124	-0.16362	0.95535	0.98794	0.87003	0.94473
CDYL2	6	0.025629	0.22367	0.65472	0.89642	0.82301	0.91785
CRAMP1	6	-0.29017	-2.2035	0.042662	0.35971	0.027556	0.39756
CXXC1	12	-0.41168	-2.5396	0.00028441	0.021277	0.011097	0.36808
CXXC4	6	0.073152	1.4176	0.374	0.77444	0.15632	0.43969
CXXC5	6	0.00010763	0.001031	0.82935	0.9527	0.99918	1
DIDO1	6	-0.32275	-2.1917	0.028441	0.29762	0.028403	0.39756
DMAP1	6	-0.50986	-2.7332	0.0022753	0.086022	0.0062731	0.32436
DNMT1	15	-0.1909	-2.4773	0.042947	0.36124	0.013239	0.37236
DNMT3A	6	-0.10985	-1.5129	0.46331	0.82065	0.13031	0.4298
DNMT3B	12	-0.079737	-1.0876	0.5128	0.84791	0.27675	0.55009
DPF1	12	-0.039713	-0.66142	0.84699	0.95745	0.50834	0.73327
DPF2	12	-0.1128	-1.7098	0.30319	0.72745	0.087298	0.40585
DPF3	6	0.17522	1.9443	0.056314	0.41545	0.051863	0.39756
ELMSAN1	6	-0.30143	-2.2738	0.036689	0.33763	0.02298	0.39756
ENC1	6	0.031103	0.19492	0.61689	0.88314	0.84546	0.93189
FBXL19	31	-0.33916	-4.4437	0	0	8.8436e-06	0.0062188
FMR1	6	0.036564	0.59055	0.5839	0.8725	0.55482	0.75116
FXR1	6	0.22856	1.3452	0.012799	0.20455	0.17855	0.46553
FXR2	6	-0.0465	-0.53734	0.83077	0.9527	0.59103	0.7757
G2E3	22	-0.079468	-1.2975	0.39135	0.7833	0.19447	0.47835
GAN	6	0.0084369	0.07926	0.77702	0.94239	0.93683	0.97442
GDAP2	6	-0.03408	-0.47843	0.91866	0.97968	0.63235	0.79996
GLYR1	6	-0.14778	-1.2403	0.30461	0.72745	0.21487	0.4957
GMCL1	6	-0.016542	-0.089139	0.95791	0.98826	0.92897	0.96994
GON4L	6	-0.20793	-1.2825	0.14278	0.57399	0.19967	0.48251
H2AFY	6	0.11034	1.6934	0.20421	0.63316	0.090382	0.40585
H2AFY2	6	0.12769	1.0338	0.14704	0.57637	0.30121	0.57018
HDGF	6	0.030698	0.28959	0.62059	0.88519	0.77213	0.88488
HDGFL1	6	0.041604	0.49849	0.55148	0.86101	0.61814	0.79258
IBTK	12	0.087068	2.2277	0.13282	0.56659	0.025903	0.39756
ING1	6	0.063673	0.61636	0.42008	0.79709	0.53766	0.74192
ING2	6	0.17504	1.527	0.056598	0.41545	0.12675	0.42728
ING3	6	-0.40384	-1.702	0.010808	0.19388	0.088762	0.40585
ING4	6	0.0022852	0.028505	0.81598	0.95189	0.97726	0.99321
ING5	6	-0.09913	-0.6658	0.51564	0.84791	0.50554	0.73327
