Gene	sgRNA	Ts18|beta	Ts18|z	Ts18|p-value	Ts18|fdr	Ts18|wald-p-value	Ts18|wald-fdr
DAPK3	6	-0.1879	-1.4683	0.6971	0.91985	0.14202	0.54694
DCLK1	6	0.067905	0.20933	0.69027	0.91935	0.83419	0.92583
DCLK2	6	0.21441	1.1054	0.38766	0.80842	0.26898	0.58502
DCLK3	6	0.038838	0.15207	0.76394	0.94114	0.87913	0.94858
DDR1	6	0.52761	1.4083	0.051195	0.40268	0.15904	0.54748
DDR2	6	-0.2074	-0.73191	0.65444	0.90839	0.46423	0.73523
DMPK	6	-0.49635	-1.5132	0.23578	0.73647	0.13024	0.54038
DSTYK	6	-0.86591	-2.9549	0.037827	0.33842	0.0031278	0.060094
DYRK1A	6	0.025381	0.1475	0.79209	0.9448	0.88274	0.94866
DYRK1B	6	0.22923	1.2087	0.35808	0.79495	0.22676	0.56345
DYRK2	6	-0.53961	-1.6987	0.19255	0.69681	0.08937	0.51459
DYRK3	6	0.30183	0.88254	0.2537	0.75295	0.37748	0.66561
DYRK4	6	-0.18491	-0.60834	0.70449	0.92291	0.54296	0.78117
EEF2K	6	-0.3691	-1.5578	0.37656	0.79867	0.11928	0.53849
EGFR	6	-0.064088	-0.25293	0.98009	0.99452	0.80032	0.90711
EIF2AK1	6	-1.1283	-2.5495	0.011092	0.15854	0.010787	0.152
EIF2AK2	6	0.059619	0.573	0.71104	0.92353	0.56664	0.79238
EIF2AK3	6	0.64651	1.2802	0.018203	0.21695	0.20048	0.55373
EIF2AK4	12	0.28129	0.96105	0.11604	0.58621	0.33653	0.62804
EPHA1	6	1.0552	1.1335	0	0	0.25699	0.58366
EPHA10	6	0.44301	0.93598	0.10296	0.55778	0.34928	0.64006
EPHA2	6	-0.081142	-0.34749	0.94141	0.98718	0.72823	0.87182
EPHA3	6	-0.069246	-0.46292	0.96843	0.99185	0.64342	0.82853
EPHA4	6	0.20816	0.79924	0.39676	0.81722	0.42415	0.70813
EPHA5	6	0.435	1.2707	0.10865	0.56259	0.20383	0.55417
EPHA6	6	-0.32618	-1.4061	0.43828	0.84577	0.1597	0.54748
EPHA7	6	0.24042	0.97012	0.33987	0.79104	0.33199	0.6238
EPHA8	6	-0.26033	-1.0674	0.55006	0.88447	0.28578	0.59106
EPHB1	6	0.47693	1.391	0.07992	0.50089	0.16423	0.54748
EPHB2	6	-0.11791	-0.69505	0.85154	0.96332	0.48702	0.75369
EPHB3	6	-0.3253	-1.5214	0.43999	0.8459	0.12815	0.53977
EPHB4	6	0.046447	0.18866	0.74431	0.93781	0.85036	0.93474
EPHB6	6	0.37588	1.1397	0.16382	0.65795	0.25439	0.5818
ERBB2	6	-0.44081	-1.6983	0.29067	0.77208	0.089446	0.51459
ERBB3	6	-0.26829	-1.261	0.53555	0.88447	0.20731	0.55417
ERBB4	6	0.053398	0.35881	0.72838	0.93108	0.71974	0.86754
ERN1	6	0.26022	0.76153	0.30944	0.77347	0.44634	0.72054
FASTK	6	0.22762	0.93588	0.36092	0.79591	0.34934	0.64006
FER	6	0.1303	0.43839	0.54494	0.88447	0.6611	0.83703
FES	6	0.0019876	0.0071704	0.84841	0.96288	0.99428	0.9994
FGFR1	6	0.20691	1.0675	0.39903	0.81776	0.28577	0.59106
FGFR2	6	-0.049122	-0.18239	0.98464	0.99655	0.85528	0.93639
FGFR3	6	-0.88013	-2.1299	0.034983	0.32454	0.033181	0.31743
FGFR4	6	-0.075186	-0.2087	0.95563	0.99086	0.83468	0.92608
FGR	6	-0.24588	-1.1057	0.57537	0.89152	0.26884	0.58502
FLT1	6	0.42717	1.3745	0.11718	0.59026	0.16928	0.54748
FLT3	6	-0.24496	-1.3581	0.57679	0.89152	0.17444	0.54748
FLT4	6	0.038803	0.13522	0.76394	0.94114	0.89244	0.9523
FRK	6	0.096681	0.43229	0.62088	0.90482	0.66553	0.83971
FYN	6	0.24822	1.5176	0.32736	0.78761	0.12911	0.53977
GAK	6	-0.12009	-0.27667	0.84642	0.96155	0.78204	0.89971
GCK	6	0.012517	0.063334	0.82025	0.9537	0.9495	0.9793
GRK4	6	-1.0935	-2.6032	0.013083	0.17557	0.0092346	0.13378
GRK5	6	0.40625	1.4619	0.13766	0.63508	0.14376	0.54748
GRK6	6	-0.037479	-0.1978	0.95648	0.99087	0.8432	0.93083
GSG2	6	-0.69927	-2.4164	0.090444	0.53266	0.015673	0.19751
GSK3A	6	0.1312	0.42852	0.54209	0.88447	0.66828	0.84081
GSK3B	6	0.023466	0.076918	0.79693	0.94566	0.93869	0.97285
GUCY2D	6	0.10918	0.79294	0.59158	0.89428	0.42781	0.71
GUCY2F	6	-0.52738	-1.2965	0.20677	0.72217	0.19481	0.55017
HCK	6	-0.32739	-1.2222	0.43487	0.84335	0.22164	0.56158
HIPK1	6	-0.31753	-1.1924	0.4508	0.85177	0.23309	0.56872
HIPK2	6	-0.13158	-0.45877	0.81797	0.95295	0.6464	0.82916
HIPK3	6	0.070343	0.23516	0.68174	0.91705	0.81408	0.9156
HIPK4	6	-0.064967	-0.19326	0.97838	0.99452	0.84675	0.93182
HUNK	6	1.0486	1.2046	0.00028441	0.0090909	0.22837	0.56513
ICK	6	-0.44867	-1.2097	0.28356	0.77125	0.22639	0.56345
IGF1R	6	-0.74469	-2.1241	0.068828	0.46809	0.033661	0.31901
IKBKB	6	0.39703	1.5564	0.14477	0.64115	0.11962	0.53849
IKBKE	6	-0.15729	-0.50109	0.76223	0.94114	0.61631	0.81988
ILK	6	-0.50849	-1.7036	0.2244	0.73492	0.088458	0.51459
INSR	6	0.023796	0.058579	0.79664	0.94566	0.95329	0.98177
INSRR	6	-0.37063	-1.4888	0.37429	0.7983	0.13654	0.54285
IRAK1	6	-0.14609	-0.49735	0.78641	0.94401	0.61894	0.82183
IRAK2	6	0.046857	0.19874	0.74346	0.93781	0.84246	0.93031
IRAK3	6	0.26386	1.0114	0.30575	0.77347	0.31185	0.60859
IRAK4	6	0.17213	0.66097	0.46416	0.85774	0.50863	0.7672
ITK	6	0.6925	1.3253	0.011945	0.16471	0.18509	0.54748
JAK1	12	-0.062462	-0.44426	0.98578	0.99712	0.65686	0.83381
JAK2	12	0.18641	0.88205	0.27332	0.7633	0.37775	0.66574
JAK3	12	-0.26425	-1.0138	0.39704	0.81733	0.31067	0.60852
KALRN	5	-0.093851	-0.57558	0.92691	0.98251	0.5649	0.79236
KDR	6	0.65877	1.3556	0.016496	0.20209	0.17523	0.54748
KIAA1804	6	-0.089183	-0.29979	0.9198	0.98149	0.76434	0.89342
KIT	6	0.15831	0.85469	0.48891	0.86339	0.39272	0.67909
KSR1	6	-0.29849	-1.0762	0.48208	0.86249	0.28185	0.59041
KSR2	6	0.0046906	0.023411	0.84016	0.95816	0.98132	0.99429
LATS1	6	-0.20571	-0.65769	0.65842	0.90839	0.51074	0.76795
LATS2	6	-0.11596	-0.41118	0.85666	0.964	0.68094	0.8478
LCK	6	0.30668	1.5698	0.2463	0.74271	0.11645	0.53849
LIMK1	6	-0.29114	-1.1719	0.49744	0.86824	0.24126	0.57587
LIMK2	6	0.24433	0.64391	0.33362	0.7905	0.51963	0.77219
LMTK2	6	-0.028784	-0.13535	0.93032	0.98317	0.89234	0.9523
LMTK3	6	-0.21909	-0.71914	0.62429	0.90482	0.47205	0.74029
LRRK1	6	0.50935	1.1042	0.061149	0.44885	0.2695	0.58502
LRRK2	6	0.070868	0.22539	0.6806	0.91651	0.82168	0.91954
LTK	6	-0.14484	-0.75266	0.79067	0.9448	0.45165	0.72422
LYN	6	-0.3456	-1.2742	0.40927	0.82182	0.20259	0.55417
MAK	6	0.28832	1.2762	0.27105	0.76259	0.20188	0.55417
MAP2K1	6	-0.54137	-1.7745	0.18999	0.69295	0.075982	0.49196
MAP2K2	6	-0.96791	-2.4715	0.022753	0.2439	0.013453	0.17787
MAP2K3	6	-0.30285	-1.5206	0.47526	0.86045	0.12835	0.53977
MAP2K4	6	0.00087557	0.0079631	0.85154	0.96332	0.99365	0.99905
MAP2K5	6	-0.0040498	-0.021429	0.86177	0.964	0.9829	0.99429
MAP2K6	6	0.11057	0.6516	0.5876	0.892	0.51466	0.76969
MAP2K7	6	-0.49933	-1.2983	0.2318	0.73647	0.19417	0.55017
MAP3K1	17	0.092388	1.0792	0.42577	0.83819	0.2805	0.58985
MAP3K10	6	-0.045417	-0.15635	0.97639	0.99452	0.87576	0.94773
MAP3K11	6	-0.11468	-0.29467	0.86035	0.964	0.76825	0.895
MAP3K12	6	0.12854	0.38854	0.54807	0.88447	0.69762	0.85345
MAP3K13	6	-0.66522	-1.9599	0.10666	0.56138	0.050005	0.38897
MAP3K14	6	0.14999	0.49585	0.50768	0.87158	0.62	0.8226
MAP3K2	6	0.17671	0.63054	0.45592	0.85343	0.52834	0.77427
MAP3K3	6	-0.46867	-1.24	0.25967	0.7533	0.21498	0.55702
MAP3K4	6	0.32045	1.2676	0.22526	0.73492	0.20495	0.55417
MAP3K5	6	0.18608	0.86579	0.43743	0.84459	0.38661	0.67347
MAP3K6	6	0.054198	0.15246	0.72582	0.93108	0.87882	0.94858
MAP3K7	6	-0.39037	-1.4144	0.34841	0.79288	0.15725	0.54748
MAP3K8	6	-0.11379	-0.77361	0.86291	0.964	0.43916	0.71486
MAP3K9	6	-0.21633	-1.1074	0.6314	0.90482	0.26813	0.58502
MAP4K1	6	-0.23744	-0.73753	0.58931	0.892	0.4608	0.7331
MAP4K3	6	0.01919	0.19365	0.80631	0.9483	0.84645	0.93178
MAP4K4	6	-0.44453	-1.8509	0.28612	0.77208	0.064182	0.44692
MAP4K5	6	0.47878	1.176	0.079067	0.49732	0.23958	0.57495
MAPK1	6	0.073686	0.55642	0.67577	0.91349	0.57792	0.79967
MAPK10	6	-0.39559	-1.3607	0.34386	0.79104	0.17362	0.54748
MAPK11	6	0.21228	0.97721	0.3905	0.81291	0.32846	0.62217
MAPK12	6	0.44961	1.25	0.098976	0.55326	0.21131	0.55417
MAPK13	6	-0.55584	-1.3153	0.17548	0.66775	0.1884	0.54774
MAPK14	6	0.12656	1.1391	0.5529	0.88525	0.25466	0.5818
MAPK15	6	-0.14695	-0.59276	0.78356	0.94391	0.55334	0.78735
MAPK3	6	-0.36708	-1.0924	0.37998	0.80252	0.27465	0.58502
MAPK6	6	-0.19379	-1.0016	0.6843	0.91708	0.31655	0.61288
MAPK7	6	-0.54977	-2.1489	0.18345	0.68499	0.031645	0.31233
MAPK8	6	0.15352	0.5472	0.49943	0.86824	0.58424	0.80242
MAPK9	6	0.17437	1.0379	0.45961	0.85548	0.29934	0.6021
MAPKAPK2	6	0.24907	0.88421	0.32622	0.78761	0.37658	0.66441
MAPKAPK3	6	0.44585	1.4665	0.10125	0.55625	0.14251	0.54748
MAPKAPK5	6	0.43784	0.92291	0.10666	0.56138	0.35606	0.64711
MARK1	6	0.99916	1.1693	0.00056883	0.015625	0.24228	0.57638
MARK2	6	0.42134	1.3391	0.12258	0.60619	0.18055	0.54748
MARK3	6	0.26601	1.4364	0.30205	0.77347	0.15089	0.54748
MARK4	6	0.27666	1.4346	0.2884	0.77208	0.15141	0.54748
MAST1	6	-0.17192	-0.61735	0.73094	0.93183	0.53701	0.777
MAST2	6	-0.18262	-0.84945	0.70933	0.92305	0.39563	0.68168
MAST3	6	-0.39418	-1.3095	0.34528	0.79104	0.19037	0.54774
MAST4	6	-0.15307	-0.64676	0.77304	0.94114	0.51779	0.77109
MASTL	12	-1.076	-3.139	0.00028441	0.0090909	0.0016951	0.037019
MATK	6	-0.0057531	-0.015595	0.86661	0.964	0.98756	0.99634
MELK	6	0.32587	1.1266	0.21815	0.73062	0.25993	0.58434
MERTK	6	0.044326	0.27078	0.75057	0.94036	0.78656	0.89996
MET	6	0.82142	1.4822	0.0022753	0.047059	0.13829	0.54328
MINK1	6	0.033914	0.18057	0.77218	0.94114	0.8567	0.93713
MKNK1	6	-0.15856	-0.44398	0.75967	0.94114	0.65706	0.83381
MKNK2	6	0.12665	0.46654	0.5529	0.88525	0.64083	0.82853
MLKL	6	-0.12011	-0.77697	0.84642	0.96155	0.43718	0.7146
MOK	6	0.61859	1.4694	0.022184	0.23926	0.14172	0.5469
MOS	6	0.33433	1.299	0.20904	0.72271	0.19394	0.55017
MST1R	6	0.32607	1.0686	0.21786	0.73062	0.28526	0.59106
MTOR	6	-1.4486	-3.615	0.0025597	0.052023	0.00030036	0.0091833
MUSK	6	0.14676	0.48374	0.51337	0.87458	0.62857	0.82397
MYLK2	6	-0.1574	-0.46374	0.76223	0.94114	0.64283	0.82853
MYLK3	6	-0.35675	-1.851	0.39562	0.81642	0.064165	0.44692
MYLK4	6	-0.027379	-0.11961	0.92605	0.9825	0.90479	0.95797
MYO3A	6	-0.15745	-0.53732	0.76195	0.94114	0.59104	0.80661
MYO3B	6	0.27175	0.88688	0.29579	0.77347	0.37515	0.66416
NEK1	6	-0.21004	-1.0597	0.64704	0.90839	0.28929	0.59555
NEK10	6	0.44279	1.5585	0.10296	0.55778	0.11912	0.53849
NEK11	6	0.13602	0.6484	0.53441	0.88447	0.51673	0.7707
NEK2	6	-0.35973	-1.038	0.39192	0.81394	0.29927	0.6021
NEK3	6	0.26825	1.3939	0.29949	0.77347	0.16334	0.54748
NEK4	6	0.087593	0.31527	0.64448	0.90749	0.75256	0.88828
NEK5	6	0.65548	1.3633	0.016496	0.20209	0.17278	0.54748
NEK6	6	-0.33818	-0.86392	0.41866	0.83117	0.38763	0.67405
NEK7	6	0.11306	0.39856	0.58419	0.892	0.69022	0.84942
NEK8	6	-0.50489	-1.6774	0.22753	0.73492	0.093468	0.51842
NEK9	6	0.15999	0.63428	0.48521	0.86249	0.5259	0.77319
NIM1K	6	-0.064037	-0.25755	0.98038	0.99452	0.79676	0.90523
NLK	6	0.20958	0.71511	0.39534	0.81642	0.47454	0.7432
NPR1	6	-0.2139	-1.4449	0.63595	0.90482	0.14848	0.54748
NPR2	6	-0.50808	-1.8805	0.22469	0.73492	0.060046	0.42911
NRBP1	6	-0.6308	-1.8418	0.1277	0.61475	0.065504	0.45337
NRBP2	6	-0.34273	-2.0677	0.41212	0.82423	0.038667	0.33819
NRK	6	0.20268	0.68491	0.40529	0.8185	0.4934	0.75795
NTRK1	6	-0.39351	-1.6429	0.34585	0.79104	0.10041	0.52848
NTRK2	6	-0.18207	-0.512	0.71075	0.92353	0.60865	0.81525
NTRK3	6	0.60213	1.4731	0.026451	0.27273	0.14071	0.54621
NUAK1	6	0.12974	0.62705	0.54608	0.88447	0.53062	0.77478
NUAK2	6	0.16482	0.84245	0.47668	0.86081	0.39954	0.68425
OBSCN	12	0.16385	0.6905	0.32651	0.78761	0.48988	0.75502
OXSR1	6	0.17418	1.1316	0.4599	0.85556	0.2578	0.58418
PAK1	6	0.2391	1.2915	0.34243	0.79104	0.19653	0.55147
PAK2	6	-0.054001	-0.27592	0.99573	0.99914	0.78261	0.89971
PAK3	6	0.73579	1.3401	0.0091013	0.13913	0.18023	0.54748
PAK4	6	0.11253	0.45597	0.58447	0.892	0.64841	0.83042
PAK6	6	-0.10699	-0.45014	0.87799	0.96802	0.65261	0.83257
PAK7	6	-0.18953	-0.58225	0.69369	0.9194	0.5604	0.79159
PASK	6	0.12764	0.47374	0.54949	0.88447	0.63568	0.82811
PBK	6	-0.069587	-0.24497	0.96843	0.99185	0.80648	0.91177
PDGFRA	6	0.12423	0.38193	0.55802	0.88705	0.70251	0.85696
PDGFRB	6	0.39812	1.0322	0.1442	0.64115	0.30199	0.6033
PDIK1L	6	-0.22647	-0.85086	0.61121	0.90209	0.39485	0.68121
PDK1	5	0.14917	0.42284	0.56314	0.8871	0.67241	0.84189
PDK2	6	-0.3842	-1.2334	0.35666	0.79417	0.21744	0.55851
PDK3	6	-0.31496	-0.78819	0.45677	0.85343	0.43059	0.71072
PDK4	6	0.066224	0.2135	0.69397	0.9194	0.83094	0.92397
PDPK1	5	-2.5497	-4.1095	0.00028441	0.0090909	3.9643e-05	0.0017208
PHKG1	6	-0.10057	-0.59591	0.89505	0.97491	0.55124	0.78584
PHKG2	6	-0.31057	-1.4111	0.46246	0.85767	0.15822	0.54748
PIK3R4	6	-1.8146	-3.5807	0.00056883	0.015625	0.00034273	0.0103
PIM1	6	0.26394	0.59287	0.30575	0.77347	0.55327	0.78735
PIM2	6	-0.35152	-1.2053	0.40131	0.81776	0.22807	0.56512
PIM3	6	-0.29002	-1.2583	0.49829	0.86824	0.20827	0.55417
PINK1	6	0.62248	1.5336	0.021615	0.23602	0.12512	0.53977
PKMYT1	6	-2.3025	-4.1379	0	0	3.5056e-05	0.0015602
PKN1	6	-0.25887	-1.1957	0.55063	0.88447	0.23182	0.56642
PKN2	6	0.45771	1.222	0.093003	0.5405	0.22169	0.56158
PKN3	6	-0.23464	-0.63126	0.59443	0.89584	0.52787	0.77406
PLK1	6	-0.6873	-1.4063	0.095279	0.54472	0.15964	0.54748
PLK2	6	-0.33471	-0.94921	0.42491	0.83697	0.34251	0.63349
PLK3	6	-0.32513	-1.2817	0.44027	0.8459	0.19993	0.55373
PLK4	6	-1.5194	-2.3857	0.0017065	0.037736	0.017047	0.20597
PNCK	6	0.057622	0.20763	0.71559	0.92568	0.83552	0.92613
POMK	4	-0.1117	-0.389	0.8979	0.97508	0.69728	0.85334
PRKAA1	6	-0.11678	-0.53887	0.85466	0.964	0.58998	0.80649
PRKAA2	6	0.58704	1.489	0.030717	0.30337	0.1365	0.54285
PRKACA	6	-0.8642	-2.7404	0.038111	0.33924	0.0061362	0.097184
PRKACB	6	0.038975	0.14689	0.76308	0.94114	0.88322	0.94866
PRKACG	6	-0.31486	-1.2314	0.45677	0.85343	0.21817	0.55851
PRKCA	6	-0.22211	-0.67782	0.61775	0.90425	0.49789	0.7598
PRKCB	6	0.48058	1.5616	0.077645	0.49278	0.11838	0.53849
PRKCD	6	0.092781	0.27134	0.62941	0.90482	0.78613	0.89996
PRKCE	6	0.084582	0.21808	0.65159	0.90839	0.82737	0.92233
PRKCG	6	0.094048	0.32599	0.62628	0.90482	0.74443	0.88099
PRKCH	6	0.1295	0.82649	0.54608	0.88447	0.40853	0.69458
PRKCI	6	-0.50437	-1.3143	0.2281	0.73492	0.18875	0.54774
PRKCQ	6	0.54517	1.1362	0.044937	0.37176	0.25586	0.58243
PRKCZ	6	-0.24201	-0.79436	0.5822	0.892	0.42699	0.71
PRKD1	6	0.11596	0.59879	0.57736	0.89152	0.54931	0.78479
PRKD2	6	0.41964	1.0729	0.12457	0.60749	0.2833	0.59106
PRKD3	6	-0.16442	-0.75362	0.74602	0.93781	0.45108	0.72407
PRKDC	6	-1.0904	-3.2512	0.013367	0.17736	0.0011494	0.027122
PRKG1	6	-0.10365	-0.49233	0.88538	0.97099	0.62248	0.82354
PRKG2	6	0.06177	0.3285	0.70279	0.92201	0.74253	0.88052
PRKX	6	0.32079	1.3137	0.22497	0.73492	0.18896	0.54774
PRKY	5	0.027549	0.10831	0.81001	0.94838	0.91375	0.96161
PRPF4B	6	-1.9491	-3.8159	0.00028441	0.0090909	0.00013568	0.0050217
PSKH1	6	-0.03411	-0.25368	0.94767	0.98784	0.79974	0.90711
PSKH2	6	0.35604	1.0199	0.18458	0.68532	0.30777	0.60548
PTK2	6	-0.5493	-2.1283	0.18373	0.68499	0.033314	0.31743
PTK2B	6	0.16858	0.57412	0.47042	0.85788	0.56589	0.79236
PTK6	6	0.54586	1.0762	0.044937	0.37176	0.28183	0.59041
PTK7	6	-0.015398	-0.039245	0.8959	0.97493	0.96869	0.98781
RAF1	6	0.034098	0.16352	0.7719	0.94114	0.87011	0.94539
