Gene	sgRNA	Ts2|beta	Ts2|z	Ts2|p-value	Ts2|fdr	Ts2|wald-p-value	Ts2|wald-fdr
CDKL3	6	1.3161	1.0659	0.23407	0.85449	0.28648	0.74082
CDKL4	6	-10.214	-13.93	0.015074	0.62736	4.1781e-44	6.387e-42
CDKL5	6	1.1236	1.0674	0.35182	0.9051	0.2858	0.74082
CHEK1	6	-0.97384	-2.0756	0.050626	0.64855	0.037932	0.74082
CHEK2	6	0.43741	0.58125	0.96644	0.9962	0.56107	0.76567
CHUK	6	0.71311	0.97095	0.71615	0.96549	0.33157	0.74082
CIT	6	-0.23622	-0.5423	0.26365	0.87476	0.58761	0.77744
CLK1	6	0.094317	0.25409	0.52759	0.93734	0.79943	0.89307
CLK2	6	0.40713	0.61629	0.92435	0.99238	0.5377	0.76109
CLK3	6	-0.072147	-0.15559	0.38197	0.91039	0.87635	0.93345
CLK4	6	0.30094	0.60819	0.79124	0.97441	0.54306	0.76116
CSF1R	6	0.85436	1.0075	0.57309	0.95231	0.31371	0.74082
CSK	6	0.30956	1.2219	0.80091	0.97441	0.22173	0.74082
CSNK1A1	6	-0.63785	-1.0213	0.10381	0.78119	0.30713	0.74082
CSNK1D	6	0.13515	1.1604	0.57082	0.95209	0.2459	0.74082
CSNK1E	6	-1.3261	-2.2133	0.029579	0.62736	0.026875	0.74082
CSNK1G1	6	0.85002	1.048	0.57793	0.95231	0.29464	0.74082
CSNK1G2	6	0.81601	0.99956	0.61121	0.95898	0.31752	0.74082
CSNK1G3	6	0.21516	0.41474	0.68089	0.96462	0.67833	0.82612
CSNK2A1	5	-1.6922	-2.4577	0.032708	0.62736	0.013982	0.63405
CSNK2A2	6	-1.0297	-1.9677	0.045222	0.63296	0.049098	0.74082
DAPK1	6	1.0186	1.0399	0.43572	0.92349	0.29841	0.74082
DAPK2	6	0.89058	1.0855	0.54664	0.94402	0.27771	0.74082
DAPK3	6	1.0118	1.0983	0.4417	0.92349	0.27209	0.74082
DCLK1	6	0.18082	0.33613	0.6314	0.96083	0.73677	0.86056
DCLK2	6	1.5694	0.67219	0.13055	0.79022	0.50146	0.74773
DCLK3	6	-0.049157	-0.10299	0.39932	0.91056	0.91797	0.95888
DDR1	6	-0.3971	-0.76005	0.18089	0.81266	0.44723	0.74082
DDR2	6	-0.53987	-0.48304	0.13254	0.79022	0.62906	0.79964
DMPK	6	1.4684	0.86592	0.16553	0.8026	0.38654	0.74082
DSTYK	6	-0.35613	-1.1647	0.20108	0.82421	0.24413	0.74082
DYRK1A	6	0.68534	0.87922	0.74687	0.9687	0.37928	0.74082
DYRK1B	6	1.1692	0.87031	0.31797	0.89696	0.38413	0.74082
DYRK2	6	0.76944	1.1759	0.65984	0.96462	0.23964	0.74082
DYRK3	6	0.18419	0.46253	0.63481	0.96083	0.6437	0.80715
DYRK4	6	0.25516	1.0905	0.73521	0.96744	0.27551	0.74082
EEF2K	6	-0.83724	-1.7015	0.065984	0.6793	0.088843	0.74082
EGFR	6	0.68033	1.0362	0.75228	0.96957	0.30011	0.74082
EIF2AK1	6	-0.075744	-0.18774	0.38026	0.91039	0.85108	0.91961
EIF2AK2	6	1.4431	0.79121	0.17378	0.8026	0.42882	0.74082
EIF2AK3	6	-0.038456	-0.11914	0.40757	0.91354	0.90516	0.951
EIF2AK4	12	-12.972	-25.584	0.013652	0.62736	2.3214e-144	3.7099e-142
EPHA1	6	0.54821	1.0497	0.90131	0.98509	0.29387	0.74082
EPHA10	6	1.0505	0.95334	0.40728	0.91354	0.34042	0.74082
EPHA2	6	-0.35569	-0.9741	0.20137	0.82421	0.33001	0.74082
EPHA3	6	1.0244	1.0378	0.43003	0.92349	0.29937	0.74082
EPHA4	6	1.4381	0.87788	0.17548	0.8026	0.38001	0.74082
EPHA5	6	0.93922	0.91889	0.5	0.92797	0.35815	0.74082
EPHA6	6	0.030557	0.083186	0.4653	0.92562	0.9337	0.96784
EPHA7	6	3.1111	0.30225	0.0011377	0.625	0.76246	0.87266
EPHA8	6	1.3552	0.82238	0.2116	0.83498	0.41086	0.74082
EPHB1	6	-34.223	-46.645	0.0079636	0.62736	0	0
EPHB2	6	-1.2131	-2.4117	0.035552	0.62736	0.015879	0.67266
EPHB3	6	-0.39479	-1.0537	0.18174	0.81266	0.292	0.74082
EPHB4	6	-0.9435	-2.3398	0.054608	0.65085	0.019294	0.74082
EPHB6	6	0.16647	1.2666	0.61035	0.95898	0.2053	0.74082
ERBB2	6	-0.3503	-0.673	0.20364	0.82488	0.50095	0.74773
ERBB3	6	0.40989	0.79773	0.92776	0.9927	0.42503	0.74082
ERBB4	6	0.55903	0.84315	0.88538	0.98326	0.39915	0.74082
ERN1	6	0.68179	1.0294	0.75114	0.96957	0.30329	0.74082
FASTK	6	1.7842	0.68191	0.075654	0.69634	0.4953	0.74581
FER	6	0.82356	1.164	0.60324	0.9567	0.24443	0.74082
FES	6	0.52671	0.96678	0.92833	0.9927	0.33365	0.74082
FGFR1	6	-0.35314	-0.73066	0.2025	0.82488	0.46499	0.74227
FGFR2	6	-0.73096	-1.5921	0.083049	0.73	0.11136	0.74082
FGFR3	6	-1.3318	-2.5212	0.029579	0.62736	0.011694	0.57912
FGFR4	6	1.1185	0.65262	0.35523	0.9051	0.514	0.7518
FGR	6	-0.57346	-1.2681	0.1223	0.79022	0.20475	0.74082
FLT1	6	-0.17303	-0.46055	0.30347	0.89253	0.64512	0.80797
FLT3	6	1.1042	0.93854	0.36832	0.91039	0.34796	0.74082
FLT4	6	0.3244	0.60922	0.82053	0.97441	0.54238	0.76116
FRK	6	0.5025	0.87017	0.95819	0.9962	0.38421	0.74082
FYN	6	-1.153	-1.643	0.037827	0.62736	0.10039	0.74082
GAK	6	-2.7508	-4.0064	0.016212	0.62736	6.1662e-05	0.0065698
GCK	6	-0.54145	-1.1772	0.13168	0.79022	0.2391	0.74082
GRK4	6	1.6487	0.75123	0.11064	0.78514	0.45252	0.7414
GRK5	6	2.0867	0.59968	0.028157	0.62736	0.54872	0.76287
GRK6	6	0.090201	0.20287	0.52247	0.93201	0.83923	0.91493
GSG2	6	0.47876	0.88998	0.98066	0.99686	0.37348	0.74082
GSK3A	6	0.41069	0.60952	0.9289	0.99271	0.54218	0.76116
GSK3B	6	0.39517	0.75686	0.91041	0.98674	0.44913	0.74082
GUCY2D	6	0.1624	1.1298	0.60154	0.95615	0.25858	0.74082
GUCY2F	6	0.065486	0.058242	0.49858	0.92797	0.95356	0.97803
HCK	6	0.31536	0.2914	0.80774	0.97441	0.77075	0.87811
HIPK1	6	0.98359	0.99276	0.46445	0.92562	0.32083	0.74082
HIPK2	6	1.4171	0.8556	0.18601	0.81441	0.39222	0.74082
HIPK3	6	0.83537	0.99245	0.59158	0.9529	0.32098	0.74082
HIPK4	6	0.54151	0.78313	0.90785	0.9861	0.43355	0.74082
HUNK	6	0.96334	0.65414	0.48123	0.92797	0.51302	0.7518
ICK	6	0.51151	0.46723	0.94852	0.9962	0.64033	0.80551
IGF1R	6	0.18162	0.40963	0.63197	0.96083	0.68208	0.82724
IKBKB	6	-0.28727	-0.48116	0.23493	0.85449	0.63041	0.80036
IKBKE	6	0.10884	0.10555	0.53811	0.94226	0.91594	0.95733
ILK	6	0.29436	0.48698	0.78185	0.97441	0.62628	0.7984
INSR	6	0.32669	0.52806	0.82281	0.97441	0.59745	0.78361
INSRR	6	-0.2965	-0.78492	0.23066	0.85449	0.4325	0.74082
IRAK1	6	1.1648	0.8413	0.3194	0.89696	0.40018	0.74082
IRAK2	6	0.97828	1.1249	0.46871	0.92562	0.26063	0.74082
IRAK3	6	0.13358	0.38028	0.56854	0.951	0.70374	0.83973
IRAK4	6	0.34813	0.61064	0.84784	0.97674	0.54144	0.76116
ITK	6	0.83735	0.64188	0.58959	0.95273	0.52095	0.75504
JAK1	12	1.5462	1.0612	0.040956	0.63296	0.28859	0.74082
JAK2	12	0.48721	0.80986	0.98407	0.99686	0.41802	0.74082
JAK3	12	-0.39453	-1.0836	0.065415	0.6793	0.27852	0.74082
KALRN	5	0.56924	0.92011	0.88254	0.9829	0.35751	0.74082
KDR	6	-0.16361	-0.37393	0.31001	0.89344	0.70846	0.84239
KIAA1804	6	-0.69581	-1.6308	0.090444	0.75177	0.10294	0.74082
KIT	6	0.78507	0.8927	0.63965	0.96152	0.37202	0.74082
KSR1	6	0.43403	0.75588	0.96217	0.9962	0.44972	0.74082
KSR2	6	-0.3129	-0.62182	0.22127	0.84199	0.53406	0.75991
LATS1	6	0.27889	0.26946	0.76593	0.97441	0.78757	0.88696
LATS2	6	1.3468	0.95739	0.21701	0.83754	0.33837	0.74082
LCK	6	-0.11415	-0.22564	0.35182	0.9051	0.82148	0.90885
LIMK1	6	0.046573	0.084091	0.48322	0.92797	0.93298	0.96738
LIMK2	6	0.86914	0.98504	0.5603	0.94442	0.3246	0.74082
LMTK2	6	-0.2123	-0.62495	0.27929	0.88579	0.532	0.75914
LMTK3	6	0.12461	1.1577	0.55603	0.94402	0.24699	0.74082
LRRK1	6	0.56002	1.0161	0.88396	0.98323	0.30956	0.74082
LRRK2	6	-0.21737	-0.46292	0.27617	0.88579	0.64342	0.80709
LTK	6	0.96093	1.1717	0.48237	0.92797	0.2413	0.74082
LYN	6	0.17095	0.30598	0.61746	0.95898	0.75962	0.87196
MAK	6	0.51759	0.86845	0.94226	0.9962	0.38515	0.74082
MAP2K1	6	0.31765	1.0642	0.81115	0.97441	0.28725	0.74082
MAP2K2	6	0.53053	0.7947	0.92093	0.99083	0.42679	0.74082
MAP2K3	6	0.72728	0.93886	0.70051	0.96462	0.3478	0.74082
MAP2K4	6	-0.15418	-0.38612	0.31826	0.89696	0.69941	0.83772
MAP2K5	6	1.0505	0.99408	0.40728	0.91354	0.32018	0.74082
MAP2K6	6	0.038653	0.10598	0.47412	0.92562	0.9156	0.95732
MAP2K7	6	0.35096	0.62981	0.85182	0.97684	0.52882	0.75705
MAP3K1	17	1.1095	1.7223	0.16268	0.8026	0.085011	0.74082
MAP3K10	6	1.7844	0.7047	0.075654	0.69634	0.48099	0.74276
MAP3K11	6	0.33978	0.59493	0.83732	0.97567	0.55189	0.7635
MAP3K12	6	0.26081	0.47985	0.74033	0.9687	0.63133	0.80036
MAP3K13	6	1.1341	0.81304	0.34443	0.9051	0.4162	0.74082
MAP3K14	6	-0.42693	-0.89248	0.1698	0.8026	0.37213	0.74082
MAP3K2	6	0.20769	1.0958	0.67008	0.96462	0.27318	0.74082
MAP3K3	6	1.2997	0.95864	0.24147	0.85449	0.33774	0.74082
MAP3K4	6	0.47816	0.75524	0.98208	0.99686	0.45011	0.74082
MAP3K5	6	0.41514	0.55275	0.93203	0.99303	0.58043	0.773
MAP3K6	6	0.12527	1.1786	0.55745	0.94428	0.23857	0.74082
MAP3K7	6	0.37454	0.64489	0.87827	0.9819	0.519	0.75468
MAP3K8	6	-0.19745	-0.66677	0.28641	0.88958	0.50492	0.74967
MAP3K9	6	-0.72473	-1.2621	0.084471	0.73515	0.20691	0.74082
MAP4K1	6	0.50024	0.69449	0.9599	0.9962	0.48738	0.74376
MAP4K3	6	0.6263	0.87751	0.81001	0.97441	0.38021	0.74082
MAP4K4	6	1.165	0.8775	0.31911	0.89696	0.38021	0.74082
MAP4K5	6	0.79243	0.64294	0.63168	0.96083	0.52027	0.75504
MAPK1	6	1.7064	0.72037	0.096132	0.76644	0.4713	0.74227
MAPK10	6	0.4577	0.86497	0.99232	0.99686	0.38705	0.74082
MAPK11	6	-0.10242	-0.18361	0.36092	0.90903	0.85432	0.92056
MAPK12	6	2.2627	0.52419	0.015927	0.62736	0.60015	0.78435
MAPK13	6	0.39768	1.1638	0.91382	0.98892	0.24449	0.74082
MAPK14	6	1.8213	0.69376	0.066268	0.6793	0.48783	0.74376
MAPK15	6	0.6553	0.85675	0.77873	0.97441	0.39159	0.74082
MAPK3	6	0.21041	0.4774	0.67406	0.96462	0.63307	0.80154
MAPK6	6	0.18832	0.12676	0.64192	0.96206	0.89913	0.94764
MAPK7	6	-0.045651	-0.090356	0.40245	0.91243	0.928	0.96522
MAPK8	6	0.10675	0.21322	0.53555	0.94009	0.83116	0.91262
MAPK9	6	0.33417	0.55777	0.83134	0.97567	0.577	0.77197
MAPKAPK2	6	-0.15151	-0.32672	0.32025	0.89774	0.74388	0.86472
MAPKAPK3	6	0.55427	0.81936	0.89164	0.98509	0.41258	0.74082
MAPKAPK5	6	1.6547	0.71177	0.10865	0.78119	0.47661	0.74227
MARK1	6	0.16667	0.34399	0.61149	0.95898	0.73085	0.85705
MARK2	6	1.5073	0.79102	0.15074	0.8026	0.42893	0.74082
MARK3	6	0.43509	0.76344	0.96473	0.9962	0.4452	0.74082
MARK4	6	1.669	0.68007	0.10637	0.78119	0.49646	0.74692
MAST1	6	-0.33335	-0.66614	0.21104	0.83498	0.50532	0.74967
MAST2	6	-1.1777	-2.4244	0.036689	0.62736	0.015333	0.65745
MAST3	6	0.47247	1.0353	0.98948	0.99686	0.30053	0.74082
MAST4	6	0.9361	1.177	0.50171	0.92797	0.23919	0.74082
MASTL	12	1.2111	1.342	0.1533	0.8026	0.1796	0.74082
MATK	6	1.0343	1.143	0.42264	0.92251	0.25303	0.74082
MELK	6	0.23491	1.1236	0.70848	0.96462	0.26118	0.74082
MERTK	6	1.272	0.94247	0.25341	0.8581	0.34595	0.74082
MET	6	0.4358	0.62341	0.9653	0.9962	0.53301	0.75991
MINK1	6	0.75845	0.92573	0.67065	0.96462	0.35458	0.74082
MKNK1	6	-33.617	-45.794	0.0079636	0.62736	0	0
MKNK2	6	0.50429	0.88884	0.95648	0.9962	0.37409	0.74082
MLKL	6	0.28493	0.6099	0.77275	0.97441	0.54193	0.76116
MOK	6	-0.31722	-0.55369	0.21928	0.84079	0.57979	0.773
MOS	6	-0.52082	-0.4844	0.13766	0.79022	0.6281	0.7987
MST1R	6	1.2322	0.94601	0.28015	0.88579	0.34415	0.74082
MTOR	6	-0.4953	-0.80722	0.1442	0.79219	0.41954	0.74082
MUSK	6	1.1738	0.87776	0.31513	0.89696	0.38007	0.74082
MYLK2	6	-1.0342	-1.1891	0.045222	0.63296	0.23439	0.74082
MYLK3	6	0.21625	0.54094	0.68231	0.96462	0.58855	0.77774
MYLK4	6	0.20089	0.43522	0.66041	0.96462	0.6634	0.81786
MYO3A	6	-0.20481	-0.31261	0.28185	0.88681	0.75458	0.87067
MYO3B	6	0.44689	0.7809	0.97895	0.99686	0.43486	0.74082
NEK1	6	1.359	0.69472	0.21018	0.83498	0.48723	0.74376
NEK10	6	0.45731	1.1315	0.99204	0.99686	0.25784	0.74082
NEK11	6	1.0606	0.99917	0.3996	0.91056	0.31771	0.74082
NEK2	6	-0.11511	-0.30356	0.35125	0.9051	0.76147	0.87209
NEK3	6	0.34546	1.3495	0.84471	0.97633	0.17717	0.74082
NEK4	6	-0.36101	-0.78995	0.1971	0.82193	0.42956	0.74082
NEK5	6	0.30598	0.29003	0.79721	0.97441	0.77179	0.87819
NEK6	6	0.19846	0.40986	0.65557	0.96462	0.68191	0.82724
NEK7	6	-0.14833	-0.38203	0.32395	0.89774	0.70244	0.83866
NEK8	6	-0.052167	-0.044545	0.39676	0.91039	0.96447	0.98492
NEK9	6	0.42111	0.72443	0.94283	0.9962	0.4688	0.74227
NIM1K	6	0.46034	0.69756	0.99573	0.998	0.48545	0.74376
NLK	6	0.84252	0.96742	0.58419	0.95231	0.33333	0.74082
NPR1	6	1.1428	0.85889	0.33874	0.90447	0.3904	0.74082
NPR2	6	2.0612	0.6184	0.030432	0.62736	0.53631	0.76066
NRBP1	6	-0.47372	-1.1825	0.15017	0.8026	0.237	0.74082
NRBP2	6	0.76815	0.98985	0.66069	0.96462	0.32225	0.74082
NRK	6	0.60295	0.8976	0.83618	0.97567	0.3694	0.74082
NTRK1	6	0.79108	1.0912	0.63367	0.96083	0.2752	0.74082
NTRK2	6	-0.25891	-1.0026	0.24943	0.85478	0.31604	0.74082
NTRK3	6	-0.026472	-0.068809	0.41894	0.92178	0.94514	0.97252
NUAK1	6	0.4713	0.8113	0.99118	0.99686	0.41719	0.74082
NUAK2	6	1.0581	1.0968	0.40102	0.91214	0.27271	0.74082
OBSCN	12	0.92348	1.0918	0.37201	0.91039	0.2749	0.74082
OXSR1	6	1.5913	0.83045	0.124	0.79022	0.40628	0.74082
PAK1	6	1.4071	0.6672	0.1897	0.81441	0.50464	0.74967
PAK2	6	0.78525	0.98542	0.63936	0.96152	0.32442	0.74082
PAK3	6	0.040817	0.070346	0.47639	0.92562	0.94392	0.97233
PAK4	6	0.30487	0.63066	0.79636	0.97441	0.52826	0.75656
PAK6	6	0.31873	0.46414	0.81257	0.97441	0.64255	0.80698
PAK7	6	0.55045	0.7415	0.89846	0.98509	0.45839	0.74227
PASK	6	0.97313	0.92271	0.4727	0.92562	0.35616	0.74082
PBK	6	0.31649	0.72052	0.80887	0.97441	0.47121	0.74227
PDGFRA	6	1.1256	0.9003	0.35011	0.9051	0.36796	0.74082
PDGFRB	6	0.53555	0.70134	0.91553	0.98924	0.48309	0.74302
PDIK1L	6	1.4187	0.78708	0.18515	0.81441	0.43124	0.74082
PDK1	5	0.34381	0.72728	0.86576	0.97785	0.46705	0.74227
PDK2	6	-0.21576	-0.19038	0.2773	0.88579	0.84901	0.91919
PDK3	6	0.28756	0.28045	0.77474	0.97441	0.77913	0.88283
PDK4	6	1.1903	0.88398	0.30432	0.89253	0.37671	0.74082
PDPK1	5	-0.15556	-0.26914	0.39534	0.91039	0.78782	0.88696
PHKG1	6	0.98919	1.0592	0.45961	0.92562	0.28952	0.74082
PHKG2	6	-0.42535	-0.86579	0.17008	0.8026	0.38661	0.74082
PIK3R4	6	-2.4152	-4.593	0.016496	0.62736	4.3689e-06	0.00056893
PIM1	6	0.20014	0.18902	0.65984	0.96462	0.85007	0.91919
PIM2	6	0.52424	0.6969	0.93003	0.99302	0.48586	0.74376
PIM3	6	0.49524	0.8077	0.96445	0.9962	0.41926	0.74082
PINK1	6	0.50871	0.75511	0.95108	0.9962	0.45018	0.74082
PKMYT1	6	0.55015	0.74038	0.89932	0.98509	0.45907	0.74227
PKN1	6	0.45316	1.1183	0.98578	0.99686	0.26344	0.74082
PKN2	6	1.2942	0.8618	0.24516	0.85449	0.3888	0.74082
PKN3	6	-0.29598	-0.27866	0.23094	0.85449	0.7805	0.88284
PLK1	6	0.0133	0.013372	0.45023	0.9253	0.98933	0.99784
PLK2	6	-0.34092	-0.77021	0.20734	0.83124	0.44118	0.74082
PLK3	6	0.75477	1.0667	0.67349	0.96462	0.28611	0.74082
PLK4	6	0.018371	0.016178	0.45392	0.9253	0.98709	0.99587
PNCK	6	1.0441	0.97068	0.41297	0.91682	0.33171	0.74082
POMK	4	0.39525	0.63911	0.93174	0.99303	0.52275	0.75504
PRKAA1	6	-0.31302	-0.95781	0.22099	0.84199	0.33816	0.74082
PRKAA2	6	0.4082	0.89775	0.92463	0.99238	0.36932	0.74082
PRKACA	6	0.74926	1.1406	0.67833	0.96462	0.25405	0.74082
PRKACB	6	0.0013696	0.0027357	0.44113	0.92349	0.99782	1
PRKACG	6	0.83699	0.76898	0.58987	0.95273	0.4419	0.74082
PRKCA	6	1.0197	0.99003	0.43402	0.92349	0.32216	0.74082
PRKCB	6	0.05958	0.27393	0.49431	0.92797	0.78414	0.88451
PRKCD	6	0.84331	0.89345	0.5839	0.95231	0.37162	0.74082
PRKCE	6	0.93597	1.0659	0.50171	0.92797	0.28649	0.74082
PRKCG	6	0.1569	0.34275	0.59443	0.95347	0.73178	0.85736
PRKCH	6	1.1666	0.64675	0.31826	0.89696	0.51779	0.75357
PRKCI	6	0.15817	0.31956	0.59585	0.95401	0.7493	0.86711
PRKCQ	6	0.081686	0.21324	0.51479	0.92978	0.83114	0.91262
PRKCZ	6	0.76744	0.90956	0.66183	0.96462	0.36306	0.74082
PRKD1	6	-0.38063	-0.7532	0.18686	0.81441	0.45133	0.74084
PRKD2	6	-0.23536	-0.47414	0.26422	0.87476	0.6354	0.80247
PRKD3	6	0.63126	0.75327	0.80375	0.97441	0.45129	0.74084
PRKDC	6	-0.53642	-1.07	0.13339	0.79022	0.28461	0.74082
PRKG1	6	1.4576	0.80966	0.16951	0.8026	0.41813	0.74082
PRKG2	6	-0.062282	-0.17366	0.38879	0.91039	0.86213	0.92586
PRKX	6	0.88041	0.94253	0.55347	0.94402	0.34592	0.74082
PRKY	5	0.16821	0.31936	0.65728	0.96462	0.74945	0.86711
PRPF4B	6	-1.5934	-3.1307	0.025597	0.62736	0.001744	0.1426
PSKH1	6	0.14202	0.2576	0.57907	0.95231	0.79672	0.89113
PSKH2	6	0.32871	0.50733	0.82622	0.97567	0.61192	0.79245
PTK2	6	-0.072149	-0.11845	0.38197	0.91039	0.90571	0.95116
PTK2B	6	0.52289	0.87984	0.93203	0.99303	0.37894	0.74082
PTK6	6	0.18509	0.31291	0.63595	0.96091	0.75435	0.87067
PTK7	6	0.79714	0.94388	0.62799	0.96083	0.34523	0.74082
RAF1	6	0.42464	0.96684	0.94852	0.9962	0.33362	0.74082
RET	6	0.47443	0.89642	0.98578	0.99686	0.37003	0.74082
RIOK1	6	0.49657	0.79657	0.96303	0.9962	0.4257	0.74082
RIOK2	6	-0.22418	-0.50868	0.27133	0.88415	0.61098	0.79181
RIOK3	6	0.14463	0.3166	0.5822	0.95231	0.75155	0.86922
RIPK1	6	0.87484	1.0524	0.55546	0.94402	0.2926	0.74082
