sgRNA,Gene,HCT116-Ts8.initial,HCT116-Ts8.final
RNF103_2058.121,RNF103,675,1948
PAN2_3609.376,PAN2,440,1557
ECT2L_2715.109,ECT2L,583,2721
ZFP69B_E5_666.48,ZFP69B,1085,3740
neg26,neg26,2860,11526
KLF9_E2_131.11,KLF9,463,1730
SPIN3_Spinlin5098_E1_777.2,SPIN3,597,2397
KDM5A_e11_79.1,KDM5A,1076,3998
USP14_1485.55,USP14,576,925
RNF220_1701.125,RNF220,335,863
BRPF3_Phd_E2_162.16,BRPF3,493,1817
PRKCQ_PKc_E11_60.3,PRKCQ,369,1839
RNF17_tudor14841531_E1_4872.18,RNF17,692,3327
SIRT1_e6_80.0,SIRT1,859,2665
FBXO17_864.17,FBXO17,121,227
MLLT6_ePhd_E6_94.4,MLLT6,329,773
NEK7_PKc_E5_111.1,NEK7,263,1050
TEK_PKc_E19_71.2,TEK,205,531
BAHCC1_BAHCC1_E28_180.30,BAHCC1,109,419
CLK4_PKc_E6_117.3,CLK4,1194,4305
TET1_CXXC585624_E1_6411.59,TET1,252,1439
TRIM24_BD_e19_86.2,TRIM24,655,3339
ZNF530_E3_1005.83,ZNF530,357,1311
KLHL17_BTB82189_E1_1929.28,KLHL17,439,1357
CFI_1752.77,CFI,417,1352
GZMA_789.38,GZMA,506,1799
KCTD16_BTB27119_E1_1287.161,KCTD16,250,922
HECW1_4719.427,HECW1,504,1492
MYT1_E7_894.75,MYT1,511,1356
CHD1L_Macro716866_E1_2694.178,CHD1L,285,1004
FOXO6_E2_90.0,FOXO6,575,1669
KDM5A_e13_120.7,KDM5A,755,1974
TNRC18_Bah28162960_E1_8907.952,TNRC18,283,379
CLK1_PKc_E9_130.1,CLK1,778,2525
ZNF212_E5_66.3,ZNF212,838,3015
CAPN9_2073.67,CAPN9,524,1288
SFMBT1_MBT23120_E1_2601.33,SFMBT1,493,1907
KCNS1_BTB52151_E1_1581.37,KCNS1,208,669
MOZ_e14_210.0,MOZ,590,2360
HERC2_14505.1222,HERC2,415,1174
ADCK2_PKc_E1_534.7,ADCK2,153,289
MID2_2208.108,MID2,383,1059
KIT_PKc_E11_118.5,KIT,1026,3134
ZNF334_E5_1401.112,ZNF334,834,2826
RNF125_699.25,RNF125,429,1695
COPS5_1005.66,COPS5,720,1743
ADNP_E6_138.0,ADNP,516,1343
TULP1_E13_99.12,TULP1,785,1712
KCNA6_BTB43134_E1_1590.34,KCNA6,421,1453
TRIM21_1428.5,TRIM21,658,2114
FBXW8_1,FBXW8,243,559
FOXO4_E1_153.17,FOXO4,190,600
BMPR1A_PKc_E13_99.3,BMPR1A,297,598
CAPN5_1923.283,CAPN5,294,1003
COPS5_1005.31,COPS5,713,623
TBX15_E4_172.0,TBX15,1053,3322
RFX2_E7_182.14,RFX2,686,1984
STAT5B_E9_176.6,STAT5B,364,1460
USP15_116.5,USP15,1097,2186
EHMT2_e23_87.1,EHMT2,325,979
SIRT6_e5_96.0,SIRT6,418,1049
RUNX2_E5_105.9,RUNX2,380,1236
ZBTB22_BTB47149_E1_1905.29,ZBTB22,906,2024
ADAMTS20_5733.501,ADAMTS20,842,2874
ASB8_867.61,ASB8,421,846
ROCK1_PKc_E5_176,ROCK1,737,2071
SMYD5_SET1_e2__73.8,SMYD5,641,1574
TRIM44_1035.121,TRIM44,576,1826
C2_2259.206,C2,557,2286
SP100_BD_e27_72.1,SP100,1019,3566
MESP2_E1_174.7,MESP2,499,1362
BCL11A_E4_1326.67,BCL11A,480,1919
ZNF430_E5_1083.38,ZNF430,758,2975
LCORL_E7_876.36,LCORL,733,3202
PBRM1_BD6_e17_246.5,PBRM1,442,1303
REN_1221.176,REN,1080,2884
CISH_828.52,CISH,117,393
BTBD9_BTB33137_E1_1839.18,BTBD9,118,352
ZNF587_E3_567.9,ZNF587,1013,3683
PRSS36_2568.352,PRSS36,382,1132
ZNF626_E4_915.52,ZNF626,638,1979
ZFP69_E6_666.27,ZFP69,577,1551
GATAD2B_E8_203.20,GATAD2B,515,1621
USF1_E10_63.0,USF1,235,693
RNF13_1146.0,RNF13,597,1175
ZNF585A_E5_1755.56,ZNF585A,286,1080
PRSS46_525.63,PRSS46,206,831
ASB4_1281.152,ASB4,434,1603
RIOK3_PKc_E9_160.7,RIOK3,330,1172
UBE2K_603.21,UBE2K,336,938
IBTK_BTB554639_E1_4062.112,IBTK,640,1392
NSD1_e20_142.13,NSD1,1038,2538
ZNF266_E11_1233.0,ZNF266,582,1784
ZNF333_E12_972.28,ZNF333,584,2665
BHLHA9_E1_180.2,BHLHA9,524,1808
RNF4_573.67,RNF4,265,306
ZNF329_E4_1050.52,ZNF329,381,1503
CHD9_Chromo_E8_118.0,CHD9,421,1461
NEDD4L_2565.160,NEDD4L,586,2367
RNF146_1077.15,RNF146,148,658
PADI4_e8_104.8,PADI4,402,905
GMEB2_E6_76.3,GMEB2,743,2314
ZNF331_E7_993.106,ZNF331,882,4337
LRSAM1_2172.164,LRSAM1,798,2505
ZKSCAN2_E7_411.15,ZKSCAN2,211,993
YBX3_E4_90.1,YBX3,227,543
neg75,neg75,1776,8083
MEP1A_2241.287,MEP1A,340,1033
ZNF701_E5_795.42,ZNF701,1545,5139
BIRC3_1815.66,BIRC3,746,1997
GZMH_741.75,GZMH,526,1329
ZNF362_E6_224.28,ZNF362,380,906
FBXL15_903.68,FBXL15,184,280
SHPRH_Phd_E9_141.1,SHPRH,669,3217
CEBPA_E1_147.8,CEBPA,508,1524
TET1_e7_86.2,TET1,660,1979
ZBTB32_BTB23109_E1_1464.304,ZBTB32,272,628
FBXO43_2127.95,FBXO43,774,2382
FBXL15_903.87,FBXL15,227,1152
ZNF347_E5_1647.123,ZNF347,965,3607
SH3RF1_2667.3,SH3RF1,163,501
KCTD19_BTB398488_E1_2781.79,KCTD19,581,1507
NO66_e1_980.7,NO66,678,2898
HACE1_2730.151,HACE1,411,2223
KLF4_E5_78.2,KLF4,642,2651
EHMT1_e26_176.1,EHMT1,777,2075
SALL4_E2_1276.151,SALL4,723,2543
UHRF2_2409.218,UHRF2,836,3202
ZFAT_E7_233.2,ZFAT,790,1875
USP49_1923.8,USP49,555,1609
CDK1_PKc_E4_124.1,CDK1,394,194
DYRK1A_PKc_E7_147.1,DYRK1A,371,1725
ZNF28_E4_1494.59,ZNF28,374,1286
CDYL_Chromo_E2_150.9,CDYL,843,2644
SCRT2_E2_156.0,SCRT2,147,297
RPS6KA5_PKc2_E12_94.4,RPS6KA5,441,1521
ZNF557_E8_666.26,ZNF557,1055,4028
HTRA3_1362.52,HTRA3,646,1988
USP12_1113.1,USP12,451,1621
KCTD15_BTB58145_E1_852.121,KCTD15,338,1538
DPP9_2679.254,DPP9,509,1224
HOXA13_E2_171.0,HOXA13,741,2257
DEAF1_E4_88.0,DEAF1,1057,3439
TRAF6_4,TRAF6,281,1307
neg73,neg73,781,3474
PARP15_Macro89230_E1_2037.46,PARP15,599,2358
UBP1_E2_152.2,UBP1,449,1446
KDM2B_Phd_E14_123.12,KDM2B,1273,4340
RELB_E5_158.13,RELB,449,1131
SP100_E22_143.7,SP100,1182,3969
UBE3C_3252.110,UBE3C,758,2933
ZNF705D_E7_396.2,ZNF705D,1320,4979
HAT1_e6_73.0,HAT1,692,2206
PBX2_E6_45.0,PBX2,890,4362
MORC1_CW481530_E1_2955.72,MORC1,283,2035
CTSL2_1005.62,CTSL2,468,1292
PRSS2_137.19,PRSS2,456,1363
SNAI1_E3_133.1,SNAI1,273,612
LTK_PKc_E12_91.7,LTK,670,1953
ADAM23_2499.64,ADAM23,856,2293
ZNF570_E6_834.42,ZNF570,900,2559
BTBD18_BTB24120_E1_2139.24,BTBD18,241,1028
KBTBD3_BTB42149_E1_1839.107,KBTBD3,521,2034
FOXB1_E2_234.6,FOXB1,536,1561
ZNF263_E6_231.19,ZNF263,526,1761
UBR7_Phd_E5_54.4,UBR7,441,1698
HIPK2_PKc_E4_120.8,HIPK2,230,749
UBE4B_3909.160,UBE4B,345,492
NEURL1_1725.142,NEURL1,583,1330
LONRF3_2280.260,LONRF3,618,2529
PRDM15_E25_120.7,PRDM15,1039,1828
ZNF564_E4_1317.102,ZNF564,432,1853
OVCH2_1698.56,OVCH2,1073,4727
BBX_E5_171.1,BBX,670,2277
SYVN1_1854.56,SYVN1,312,760
KDM5C_Phd_E6_138.2,KDM5C,488,1285
ELANE_804.143,ELANE,836,2870
AK2_PKc_E6_159.19,AK2,250,1447
ZNF599_E4_993.70,ZNF599,498,1868
HECTD1_7833.662,HECTD1,917,2431
HIPK2_PKc_E5_87.4,HIPK2,565,1697
UBE2H_552.42,UBE2H,531,1455
SEBOX_E2_135.0,SEBOX,1506,2767
CTRL_795.64,CTRL,452,1246
ALX1_E2_135.0,ALX1,719,2959
PRDM9_E11_915.92,PRDM9,949,2376
BAZ2B_MBD_E12_109.7,BAZ2B,529,1170
ZNF432_E5_1392.85,ZNF432,612,2420
C1S_2067.104,C1S,270,1214
TPSB2_828.16,TPSB2,619,1599
SPIN3_Spinlin129177_E1_777.68,SPIN3,169,610
SNAI3_E3_44.3,SNAI3,542,1122
DCAF15_1803.326,DCAF15,854,3726
ZNF844_E4_318.21,ZNF844,484,2671
ETV6_E6_141.8,ETV6,159,478
RBCK1_1533.195,RBCK1,460,1121
ZNF587_E3_567.40,ZNF587,1594,6872
MYCN_E3_180.5,MYCN,367,949
BRD3_BD1_e4_66.4,BRD3,1237,5107
HMGB3_E3_140.2,HMGB3,579,2503
ZNF256_E3_1128.67,ZNF256,654,2267
WHSC1_PWWP218337_E1_4098.534,WHSC1,297,1097
MYRF_E8_135.14,MYRF,591,1123
YBX2_E4_90.0,YBX2,703,1865
KMT2C_e59_74.3,KMT2C,708,2776
THAP6_E3_202.5,THAP6,955,3247
ZBTB6_BTB23127_E1_1275.12,ZBTB6,337,1336
UBE2Z_1065.58,UBE2Z,255,219
EMX2_E2_129.1,EMX2,257,895
OLIG3_E1_174.5,OLIG3,581,2080
ZNF677_E5_903.12,ZNF677,761,2221
STK10_PKc_E3_49.5,STK10,498,1385
POU2F3_E10_108.7,POU2F3,526,1778
ZNF781_E4_303.1,ZNF781,1027,3799
PRKAA1_PKc_E5_145.2,PRKAA1,439,1479
SIRT6_e6_81.7,SIRT6,236,1278
CASP5_879.21,CASP5,497,1376
BSX_E2_129.9,BSX,169,572
MDM2_1335.60,MDM2,390,415
MBTPS2_1560.36,MBTPS2,262,720
TLK2_PKc_E23_144.8,TLK2,636,929
ZFHX3_E9_2580.249,ZFHX3,206,954
ZNF347_E5_1647.85,ZNF347,899,2861
F9_1386.81,F9,687,2516
CAMTA1_E5_136.0,CAMTA1,788,2687
ZNF335_E16_94.9,ZNF335,371,1086
ZNF613_E6_981.33,ZNF613,841,3215
CSNK1G1_PKc_E6_235.8,CSNK1G1,583,1947
ZNF600_E3_1785.81,ZNF600,480,1771
KCNC3_BTB90184_E1_2274.5,KCNC3,268,560
L3MBTL4_E14_65.3,L3MBTL4,1054,3217
MSL2_1734.74,MSL2,469,876
CSNK2A1_PKc_E10_102.3,CSNK2A1,181,531
MTF2_Phd1_E5_86.1,MTF2,822,1868
HOPX_E3_117.3,HOPX,1212,4600
ZNF224_E6_1320.28,ZNF224,733,2287
MMP14_1749.28,MMP14,165,263
DRGX_E4_102.3,DRGX,654,3104
NEUROD6_E2_171.3,NEUROD6,157,694
DPP8_2697.108,DPP8,759,2650
ZBTB34_E2_156.17,ZBTB34,810,1906
ZNF398_E6_246.22,ZNF398,236,546
MMP14_1749.282,MMP14,688,1979
SIX3_E1_147.16,SIX3,253,1024
DPF1_Phd1_E10_33.1,DPF1,200,720
ANAPC5_2268.43,ANAPC5,300,475
UBE2F_558.52,UBE2F,265,1037
CARM1_e6_178.13,CARM1,172,381
EBF3_E5_74.5,EBF3,677,2048
PLAGL2_E3_457.21,PLAGL2,349,751
FBXO2_891.83,FBXO2,62,130
ZNF645_1278.114,ZNF645,424,1068
ZSCAN5B_E4_327.26,ZSCAN5B,135,437
ASH1L_BD_e20_79.1,ASH1L,731,2135
TLX3_E2_167.15,TLX3,457,1628
FOXB1_E2_234.5,FOXB1,1663,4611
SHH_1389.118,SHH,613,1466
ZBTB37_E5_156.3,ZBTB37,1108,3141
IMMP2L_528.54,IMMP2L,536,2394
STK26_PKc_E3_219.1,STK26,284,833
ZBTB37_E5_156.16,ZBTB37,338,1004
PSEN2_1347.123,PSEN2,708,1977
ATF6B_E10_162.11,ATF6B,511,1960
FOXA3_E2_234.34,FOXA3,388,1245
ARGFX_E4_132.9,ARGFX,584,1335
RXRG_E4_180.15,RXRG,700,2633
FBXW5_1701.260,FBXW5,311,945
PCGF6_1,PCGF6,780,3041
RNF208_786.119,RNF208,330,770
ZFAT_E10_131.0,ZFAT,1257,3924
HAND1_E1_162.11,HAND1,302,581
USP3_1563.47,USP3,290,716
KMT2A_Phd3_E14_118.0,KMT2A,1074,2679
SOX5_E13_109.8,SOX5,1184,4143
KCND2_BTB43132_E1_1893.212,KCND2,508,1348
ZNF641_E7_477.30,ZNF641,973,2690
ACE2_2418.236,ACE2,955,3481
ZNF813_E4_1236.9,ZNF813,413,1598
ZFPL1_933.82,ZFPL1,180,540
ZRANB1_199.4,ZRANB1,512,1316
MAF_E1_258.19,MAF,444,1304
SOX13_E13_107.9,SOX13,931,3615
neg5,neg5,1646,6281
MAP2K4_PKc_E4_120.2,MAP2K4,587,2694
SENP2_1770.79,SENP2,1370,3660
KLK9_753.142,KLK9,1462,4913
ADAMDEC1_1413.44,ADAMDEC1,719,3469
RNF24_510.45,RNF24,636,1627
BTRC_1818.138,BTRC,665,2337
TRIM31_1278.147,TRIM31,551,2410
SPPL2A_1563.4,SPPL2A,752,1756
PIK3R4_PKc_E4_93.1,PIK3R4,245,163
ZNF563_E4_579.42,ZNF563,1083,4247
KCTD2_BTB74164_E1_792.6,KCTD2,487,1574
ZNF23_E6_1326.100,ZNF23,803,3386
HOXB13_E2_171.16,HOXB13,280,637
NAT10_e18_75.5,NAT10,1351,1389
ADAMTS2_3636.596,ADAMTS2,370,992
MPHOSPH8_Chromo_E2_114.0,MPHOSPH8,432,647
DTX3L_2223.136,DTX3L,685,2555
ZNF749_E3_1185.86,ZNF749,312,1152
SIX4_E1_165.0,SIX4,626,2032
ZNF479_E5_990.78,ZNF479,799,2044
FBXO16_843.71,FBXO16,309,880
KLHL34_BTB19126_E1_1935.412,KLHL34,523,1605
RNF144A_879.36,RNF144A,735,3232
TCF12_E19_183.4,TCF12,1338,4639
USP16_2472.102,USP16,423,1194
USP17L3_1593.169,USP17L3,559,2282
BHLHA15_E1_165.9,BHLHA15,307,636
CAMTA2_E4_68.2,CAMTA2,494,1178
TESK1_PKc_E5_83,TESK1,414,1636
DCAF5_2829.436,DCAF5,464,703
HIC2_E3_507.28,HIC2,826,3158
XBP1_E2_97.2,XBP1,528,1748
TCF4_Ex_220.28,TCF4,462,1628
MYF5_E1_171.11,MYF5,388,1200
USP11_2892.102,USP11,1193,2940
CUL3_2325.87,CUL3,492,399
ARID1B_E12_210.5,ARID1B,581,2638
AMBRA1_3906.48,AMBRA1,266,678
TRIM69_1503.4,TRIM69,216,604
ADAMTS19_3624.374,ADAMTS19,635,2399
GLI3_E12_165.1,GLI3,1039,4397
ESR1_E3_117.9,ESR1,179,438
CASP4_966.39,CASP4,749,2108
ZBTB14_BTB26132_E1_1350.3,ZBTB14,336,1891
DPYSL5_1695.29,DPYSL5,659,2425
XIAP_2,XIAP,427,1818
FBXL19_2085.231,FBXL19,121,296
MERTK_PKc_E15_119.9,MERTK,615,1882
PITX2_E3_42.0,PITX2,1016,4808
POU4F2_E2_177.1,POU4F2,663,3120
ZNF254_E6_1326.42,ZNF254,530,1607
RNF167_1053.135,RNF167,105,509
CASP12_1026.31,CASP12,1270,4010
NR1H3_E5_35.0,NR1H3,834,3277
UBTF_E10_142.10,UBTF,492,898
RNFT2_1335.107,RNFT2,890,3064
SP9_E2_69.2,SP9,460,1474
RNF112_1896.378,RNF112,445,1451
GZF1_BTB21133_E1_2136.275,GZF1,206,586
MMP14_1749.62,MMP14,815,2038
RAB40C_846.32,RAB40C,600,2850
ANKIB1_3270.61,ANKIB1,713,1822
ZNF484_E4_1164.90,ZNF484,1176,3638
TRIM64C_1353.136,TRIM64C,530,2203
EN2_E2_180.2,EN2,615,2464
TRIM5_1482.17,TRIM5,582,1890
ZNF70_E2_915.67,ZNF70,486,2176
BSX_E2_129.10,BSX,861,2583
LNPEP_3078.64,LNPEP,828,2542
KDM5B_Phd1_E8_138.9,KDM5B,674,1585
ZNF226_E6_1572.120,ZNF226,618,1289
NPAS4_E6_362.40,NPAS4,217,839
ANAPC1_8,ANAPC1,273,1209
HIPK1_PKc_E6_177.4,HIPK1,1036,2762
USP18_1119.135,USP18,696,1803
CTRL_795.36,CTRL,409,1131
EBF3_E3_64.2,EBF3,644,2649
ZNF229_E6_1239.52,ZNF229,643,1866
PHF1_Phd1_E4_73.6,PHF1,275,988
THAP6_E3_202.4,THAP6,906,3017
TAF3_Phd_E7_61.5,TAF3,546,695
FBXL12_981.4,FBXL12,359,760
ZNF598_2715.602,ZNF598,539,1323
SOX6_E14_107.4,SOX6,298,954
ZFY_E8_588.20,ZFY,816,2916
ZNF236_Ex_357.22,ZNF236,485,1266
HINFP_E8_121.5,HINFP,1058,1230
ASB13_837.52,ASB13,709,2143
PCAF_e12_59.0,PCAF,617,2568
MTA1_SANT_E10_87.4,MTA1,483,1399
RNF150_1317.3,RNF150,127,354
ADAM2_2208.143,ADAM2,1032,3788
HUNK_PKc_E2_293.25,HUNK,220,576
KLHL31_BTB63165_E1_1905.211,KLHL31,590,1794
PCSK6_2910.119,PCSK6,534,2266
KLK10_831.8,KLK10,323,1205
PA2G4_1185.53,PA2G4,499,1124
ZBTB18_E2_69.0,ZBTB18,531,2199
CHD2_D_e14_210.7,CHD2,1232,5057
PLK4_PKc_E5_458.19,PLK4,143,428
TDRD1_tudor316364_E1_3570.43,TDRD1,444,1707
CREB3L3_E6_92.1,CREB3L3,593,1618
NR2F1_E1_208.21,NR2F1,513,1012
STK33_PKc_E7_139,STK33,363,1461
SP5_E2_69.0,SP5,941,3306
RPS6KA5_PKc_E6_84.3,RPS6KA5,451,1859
ZNF707_E8_567.19,ZNF707,588,1188
ZNF41_E5_1269.60,ZNF41,312,1371
ID1_E1_135.12,ID1,364,733
OLIG2_E2_174.14,OLIG2,208,305
ALK_PKc_E23_130,ALK,639,2055
RFX3_E8_49.0,RFX3,976,2631
DOT1L_e8_56.3,DOT1L,494,945
LMX1B_E4_84.3,LMX1B,493,1801
TRIM52_894.8,TRIM52,442,1266
KLHL9_BTB40146_E1_1854.1,KLHL9,346,1380
MAP3K1_4539.268,MAP3K1,442,2067
TBL1Y_7,TBL1Y,355,1960
HERC1_14586.1617,HERC1,511,1258
ZBTB33_E3_657.1,ZBTB33,376,1246
STK17B_PKc_E7_180.1,STK17B,789,2294
BAZ1B_BD_e18_67.0,BAZ1B,460,924
RFPL4A_1,RFPL4A,185,716
UBE2J1_957.86,UBE2J1,699,2194
KDM1B_e16_123.4,KDM1B,182,792
FOXN2_E3_204.17,FOXN2,1605,4177
MMP17_1812.338,MMP17,161,662
RNF144B_912.109,RNF144B,852,2864
GGT1_1710.98,GGT1,534,1089
ZNF79_E5_834.82,ZNF79,378,1176
ETV5_E11_108.4,ETV5,331,1531
KSR1_PKc_E20_136.7,KSR1,64,248
PDIK1L_PKc_E2_267.24,PDIK1L,362,1336
MAPKAPK3_PKc_E4_105.8,MAPKAPK3,401,791
FOXN1_E6_120.4,FOXN1,696,2008
RNF128_1287.41,RNF128,539,1636
ZNF382_E5_765.8,ZNF382,716,2881
MSL2_1734.146,MSL2,543,894
FOXI1_E1_208.26,FOXI1,363,999
PPP1R11_381.11,PPP1R11,860,1308
ZHX1_E3_1074.63,ZHX1,254,655
FBXO8_960.71,FBXO8,789,3276
OSR1_E2_69.1,OSR1,973,2085
USP38_3129.226,USP38,799,3463
USF1_E9_95.1,USF1,381,1493
VRK3_PKc_E7_67.3,VRK3,591,1920
TSC22D3_E3_168.17,TSC22D3,346,1158
PYGO1_Phd_E3_171.5,PYGO1,463,1540
KMT2C_Phd2_E9_115.2,KMT2C,582,1383
CUL5_2343.38,CUL5,680,3161
GSK3B_PKc_E2_132.6,GSK3B,148,611
PCAF_e11_118.7,PCAF,547,1993
ABHD12_1215.39,ABHD12,801,3556
ZNF471_E5_1311.18,ZNF471,663,2580
MYF5_E3_65.2,MYF5,853,2020
TDRD15_Tudor_E4_336.8,TDRD15,380,1027
F7_1401.19,F7,728,2910
TEAD4_E5_63.1,TEAD4,272,778
TFAP2E_E5_119.14,TFAP2E,1114,4239
HERC4_2385.73,HERC4,337,1459
TRIM32_1962.295,TRIM32,521,2633
SOLH_3261.219,SOLH,264,572
USP37_2940.62,USP37,572,599
PHF20L1_tudor90135_E1_858.19,PHF20L1,379,907
CLPP_834.39,CLPP,485,869
ZNF92_E4_1059.33,ZNF92,1322,4851
ZBTB47_BTB4113_E1_2244.5,ZBTB47,627,2253
ERF_E3_70.0,ERF,1364,4229
NPAS4_E6_362.4,NPAS4,194,839
ZNF700_E4_1239.34,ZNF700,1000,4406
BCL6B_E7_131.11,BCL6B,578,1306
SMURF1_2187.82,SMURF1,440,764
LONRF1_2322.190,LONRF1,836,2145
PRSS1_744.1,PRSS1,927,3809
HMG20A_E5_144.9,HMG20A,2279,9039
ZNF354B_E5_1239.7,ZNF354B,1255,4104
USP24_83.1,USP24,1096,3128
ATOH7_E1_144.2,ATOH7,575,1840
RPS6KA6_PKc2_E15_123.7,RPS6KA6,297,1009
FOXI1_E1_208.0,FOXI1,448,1781
SOCS4_1323.70,SOCS4,567,2207
ZNF684_E5_660.47,ZNF684,482,1305
USP17L22_885.36,USP17L22,1011,838
BTBD7_BTB268397_E1_3399.57,BTBD7,525,1353
BCL6B_BTB28134_E1_1440.6,BCL6B,403,957
NFATC3_E4_200.4,NFATC3,988,2600
MMP27_1542.149,MMP27,998,2989
FBXO40_10,FBXO40,771,3482
JARID2_e13_106.4,JARID2,369,1066
WDSUB1_1155.80,WDSUB1,745,2365
ZNF211_E4_1116.5,ZNF211,1025,3604
PRSS35_1242.31,PRSS35,909,2949
ZNF763_E4_402.24,ZNF763,1081,3938
SOX30_E2_202.9,SOX30,836,3458
PGC_948.15,PGC,415,1056
QPCT_1086.28,QPCT,856,1929
CTSE_1191.131,CTSE,731,4110
FOXL1_E1_234.11,FOXL1,464,1388
VAX2_E3_48.0,VAX2,550,1921
ZNF337_E4_1665.25,ZNF337,467,1666
ZNF736_E4_579.45,ZNF736,453,1519
RNF213_15624.1692,RNF213,818,2749
BRWD3_BD2_e38_95.0,BRWD3,1019,3130
NSD2_e20_117.3,NSD2,568,1222
MMP11_1467.244,MMP11,341,1211
HDAC7_e16_50.6,HDAC7,334,1021
DTL_2193.67,DTL,393,106
PHF12_Phd_E2_77.0,PHF12,237,172
MORC3_CW408446_E1_2820.17,MORC3,348,862
POU3F1_E1_174.1,POU3F1,384,1496
ADAM17_2475.67,ADAM17,727,2667
RNF31_2766.294,RNF31,284,731
TBX19_E3_135.12,TBX19,427,1860
FOLH1B_1329.117,FOLH1B,466,1843
TRIM60_1416.115,TRIM60,599,1970
STK16_PKc_E3_220.26,STK16,347,1432
PGPEP1_630.47,PGPEP1,518,2167
MNAT1_930.71,MNAT1,1004,1453
UBE2O_3879.442,UBE2O,566,1165
ZNF823_E4_1167.64,ZNF823,1055,3333
UBE2QL1_486.43,UBE2QL1,265,1627
COPS5_1005.13,COPS5,731,651
BACH2_BTB27133_E1_2526.3,BACH2,495,1449
TRIM37_2895.242,TRIM37,1185,2843
NR0B2_E2_220.24,NR0B2,455,1417
ESRRB_E4_106.14,ESRRB,813,2108
TET1_CXXC585624_E1_6411.588,TET1,578,1579
ZBTB6_E2_75.0,ZBTB6,892,4250
DCAF11_1641.119,DCAF11,490,1503
NFYA_E9_66.7,NFYA,543,199
VPS18_2922.203,VPS18,180,507
ZNF302_E6_495.12,ZNF302,1095,3390
RNF217_1629.121,RNF217,675,2867
BRPF3_BD_e5_95.3,BRPF3,769,2999
PCGF2_1035.2,PCGF2,329,734
UNCX_E2_135.6,UNCX,338,876
PKN2_PKc_E17_63,PKN2,951,2985
ARIH1_1674.157,ARIH1,377,431
KIAA1804_PKc_E2_181.17,KIAA1804,135,523
ADAMTS5_2793.106,ADAMTS5,498,1907
KCTD9_BTB91181_E1_1170.3,KCTD9,278,989
ZNF551_E3_1038.64,ZNF551,503,1791
VPS11_2825.257,VPS11,484,2166
HACE1_2730.137,HACE1,801,2961
WHSC1L1_PWWP267383_E1_4314.34,WHSC1L1,703,1928
FBXL22_744.162,FBXL22,286,1268
ITK_PKc_E12_161.14,ITK,298,663
LHX2_E5_39.0,LHX2,316,479
BRWD3_BD2_e37_153.0,BRWD3,1196,4701
KLK3_786.112,KLK3,988,2699
AREL1_2472.299,AREL1,531,1822
SENP2_1770.81,SENP2,523,2643
IKBKE_PKc_E5_130.2,IKBKE,436,1283
RUNX3_E3_157.10,RUNX3,498,1965
FBXL21_1305.29,FBXL21,518,1626
STYK1_PKc_E7_84.1,STYK1,198,598
MALT1_2475.176,MALT1,669,2573
G2E3_1983.63,G2E3,357,1317
ZNF562_E6_726.34,ZNF562,1046,3847
RNF19B_1764.211,RNF19B,123,158
ZNF626_E4_915.70,ZNF626,885,3588
HOXD10_E2_177.10,HOXD10,279,736
LHX8_E8_96.0,LHX8,405,1727
CARM1_e6_178.1,CARM1,457,836
RNF216_2772.219,RNF216,242,1506
PRDM13_E4_69.4,PRDM13,564,1640
USP18_1119.123,USP18,404,1734
LHX9_E4_135.15,LHX9,336,886
KCTD19_BTB1872_E1_2781.5,KCTD19,422,1284
L3MBTL3_MBT236332_E1_2343.65,L3MBTL3,340,1533
CREBBP_BD_e17_107.0,CREBBP,324,611
CREBBP_e25_147.7,CREBBP,584,2003
ZNF280D_E12_101.1,ZNF280D,901,3373
NR2C2_E6_180.16,NR2C2,975,2722
MELK_PKc_E3_86,MELK,624,2429
OTUB1_816.11,OTUB1,1266,2838
RCOR1_E11_54.0,RCOR1,89,312
ZNF597_E4_630.34,ZNF597,602,2058
ZNRF1_684.83,ZNRF1,932,3108
PGC_948.148,PGC,571,1554
neg24,neg24,975,4521
FBXO10_2871.116,FBXO10,189,512
C2_2259.263,C2,457,1404
PAX4_E5_83.1,PAX4,926,3580
KLF10_E4_69.1,KLF10,788,2210
FBXW12_1395.22,FBXW12,473,1391
ZNF205_E7_582.73,ZNF205,239,530
MERTK_PKc_E12_52,MERTK,472,1810
ING2_Phd_E2_605.40,ING2,459,1690
ZNF783_E6_504.72,ZNF783,227,773
ACVR2A_PKc_E10_131.1,ACVR2A,398,1171
FBXL21_5,FBXL21,786,3155
NOTO_E3_48.2,NOTO,844,2364
JAK1_PKc2_E21_125.7,JAK1,341,900
ZFP14_E5_1077.70,ZFP14,797,2035
KDM4A_e6_50.3,KDM4A,184,326
ZBTB25_BTB14114_E1_1308,ZBTB25,249,1012
JARID2_E8_182.19,JARID2,602,2440
ROS1_PKc_E39_98,ROS1,377,1177
RNF144A_879.85,RNF144A,331,884
IRF1_E4_152.16,IRF1,680,1700
ATF2_E12_133.2,ATF2,612,1399
FOXH1_E1_78.11,FOXH1,1158,3897
KDM2A_E8_93.0,KDM2A,697,1731
CREB3L2_E8_69.0,CREB3L2,755,2558
CRMP1_2061.256,CRMP1,780,2570
HNF4A_E2_113.12,HNF4A,220,751
PAPPA_4884.668,PAPPA,795,2971
DCAF7_1029.117,DCAF7,608,1009
ENDOU_1233.116,ENDOU,565,1715
RHOXF2B_E2_71.1,RHOXF2B,314,1351
