sgRNA,Gene,HCT116-Ts8.initial,HCT116-Ts8.final
CAPN7_2442.27,CAPN7,707,2298
ZIM3_E5_492.25,ZIM3,710,3371
ZNF552_E3_243.17,ZNF552,745,2502
FOXR1_E5_151.19,FOXR1,405,841
ZNF585B_E5_1839.62,ZNF585B,791,2587
ACY1_1227.116,ACY1,1058,3145
MYO3B_PKc_E6_77.5,MYO3B,196,520
ALK_PKc_E25_93.7,ALK,549,1096
KLKB1_1917.7,KLKB1,491,1267
UBR7_Phd_E5_54.0,UBR7,335,1485
NFXL1_2736.146,NFXL1,401,1393
ZSCAN16_E4_324.6,ZSCAN16,613,1736
DMRTA1_E1_141.18,DMRTA1,905,2781
RHOXF2B_E4_42.1,RHOXF2B,1950,5392
RHOXF1_E1_89.2,RHOXF1,1067,3919
CBL_2721.248,CBL,1064,3323
ZNF790_E5_1317.41,ZNF790,846,3706
neg95,neg95,821,4066
ZNF823_E4_1167.78,ZNF823,743,3440
ZNF480_E5_1050.50,ZNF480,572,2166
RHBDD2_672.4,RHBDD2,484,1735
AHRR_E3_126.15,AHRR,339,1224
FOXR2_E1_246.29,FOXR2,1103,4051
FBXL5_2076.145,FBXL5,882,1980
FOXB1_E2_234.0,FOXB1,840,1993
MMP2_1983.56,MMP2,644,2327
EBF1_E2_157.14,EBF1,602,2069
TWIST2_Ex_176.8,TWIST2,411,1184
ZNF555_E4_1170.4,ZNF555,1064,3740
CXXC4_CXXC301341_E1_1104.117,CXXC4,727,1618
C1RL_1464.19,C1RL,596,1440
ZNF557_E8_666.25,ZNF557,890,3136
ADAM15_2592.476,ADAM15,637,2338
TRIM23_1725.82,TRIM23,322,1015
TRERF1_SANT_E14_84.2,TRERF1,236,834
KLHL13_BTB85191_E1_1977.29,KLHL13,780,2452
RNF213_15624.544,RNF213,512,1896
FBXO34_2,FBXO34,759,1983
ZNF286A_E6_744.34,ZNF286A,1580,4982
KLHL29_BTB319431_E1_2628.105,KLHL29,135,325
MAP3K2_PKc_E16_214.1,MAP3K2,79,85
ZFP42_E4_330.29,ZFP42,649,2513
SOX1_E1_216.24,SOX1,122,328
TLK1_PKc_E14_72.3,TLK1,458,2062
HERC1_14586.942,HERC1,448,1442
RFX2_E7_182.12,RFX2,251,792
UBE2S_2,UBE2S,254,1027
TRIM59_1212.73,TRIM59,682,3172
HERC1_14586.1034,HERC1,782,2467
CGRRF1_999.44,CGRRF1,335,1312
ZFP36_999.36,ZFP36,1585,5558
CDK9_e3.1,CDK9,2712,3803
PCSK5_5583.95,PCSK5,412,1480
EIF3F_1074.83,EIF3F,741,1418
SETD5_e10_118.2,SETD5,744,1516
TDRD6_tudor821866_E1_6291.214,TDRD6,770,6056
ZNF454_E5_1011.58,ZNF454,1068,4536
ZNF497_E3_1158.36,ZNF497,1004,2993
ADAMTS1_2904.376,ADAMTS1,731,2552
RNF17_4872.172,RNF17,349,1068
ZNF92_E4_1059.39,ZNF92,653,2772
CREB5_E9_138.8,CREB5,658,2542
SND1_tudor733777_E1_2733.17,SND1,732,3159
MEX3A_1563.182,MEX3A,376,1071
MXD1_E4_115.1,MXD1,466,1965
BAZ1A_BD_e27_135.3,BAZ1A,345,1175
JDP2_E3_63.1,JDP2,577,2246
INPP5E_1935.25,INPP5E,636,1724
DPEP3_1542.79,DPEP3,269,743
neg32,neg32,3190,13510
ZNF304_E4_1068.81,ZNF304,629,2562
NR1I3_E2_77.1,NR1I3,670,3213
AURKB_PKc_E6_139.5,AURKB,236,161
PRSS45_687.107,PRSS45,778,2569
TTC3_6078.41,TTC3,353,1297
ADAM11_2310.92,ADAM11,324,889
RAD18_1,RAD18,773,3782
neg46,neg46,3138,11818
UBE4B_3909.285,UBE4B,189,534
UBE2Q2_1128.34,UBE2Q2,441,1319
PARL_98.13,PARL,333,1863
MELK_PKc_E4_117.9,MELK,406,939
CDYL2_Chromo_E2_144.13,CDYL2,771,2779
UHRF1_2,UHRF1,188,427
KCTD1_BTB40132_E1_798.78,KCTD1,394,1088
VPS11_2825.214,VPS11,439,270
ZNF430_E5_1083.43,ZNF430,1747,7365
ZBTB18_E2_69.7,ZBTB18,535,1704
ZNF92_E4_1059.32,ZNF92,688,2229
TRIM49_8,TRIM49,656,663
ZNF814_E3_1911.59,ZNF814,1051,4121
CHD8_Chromo_E8_118.7,CHD8,399,1229
SRY_E1_234.12,SRY,488,2089
SOCS3_678.7,SOCS3,720,2296
MNT_E4_112.5,MNT,524,1544
ZNF304_E4_1068.94,ZNF304,558,2197
CDK5_PKc_E5_57.1,CDK5,385,1779
neg60,neg60,1007,5384
IBTK_BTB761871_E1_4062.264,IBTK,743,2495
CHD1L_Macro716866_E1_2694.206,CHD1L,810,2577
IRAK4_PKc_E8_115.3,IRAK4,560,2672
ZBTB43_E3_216.3,ZBTB43,883,2417
TDRD6_tudor541585_E1_6291.171,TDRD6,721,2654
UBR1_5250.29,UBR1,1047,2874
BHLHE41_E3_99.0,BHLHE41,776,2244
RAB40A_834.56,RAB40A,467,2086
NEUROG1_E1_180.0,NEUROG1,944,4112
PHF6_ePhd_E8_105.2,PHF6,358,1048
ZSCAN22_E3_654.28,ZSCAN22,575,1342
ZNF25_E6_930.35,ZNF25,1574,6088
RPS6KA5_PKc_E4_116.1,RPS6KA5,742,2355
TLX1_E2_167.12,TLX1,626,2149
ZNF117_E4_915.34,ZNF117,843,2798
ZNF587_E3_567.55,ZNF587,441,1855
GLIS2_E6_53.3,GLIS2,1217,3487
USP29_2769.11,USP29,654,2534
GGT1_1710.83,GGT1,869,2540
MAP3K1_PKc_E17_132.1,MAP3K1,411,1074
ZFP14_E5_1077.84,ZFP14,1485,5701
USP43_3372.176,USP43,520,1274
KLHL2_BTB50157_E1_1794.162,KLHL2,493,1443
ZSCAN31_E4_492.40,ZSCAN31,502,1606
CPM_1332.4,CPM,501,1531
CHD3_H_e23_50.0,CHD3,490,1178
XIAP_1494.63,XIAP,792,2804
SPPL2B_1779.327,SPPL2B,286,674
USP7_3309.38,USP7,697,428
ADAMTS7_5061.1074,ADAMTS7,878,2894
ZNF181_E4_828.4,ZNF181,735,2501
BAZ1A_Phd_E22_102.5,BAZ1A,735,2684
NSD3_e20_117.1,NSD3,566,1937
ZBTB46_BTB21126_E1_1770.12,ZBTB46,319,1198
USP38_3129.186,USP38,918,2618
EAF2_E3_137.1,EAF2,1174,3928
DYRK1A_PKc_E6_287.15,DYRK1A,261,562
ZBTB14_E4_387.3,ZBTB14,720,2437
ZNF263_E6_231.21,ZNF263,853,2360
CHD5_H_e23_50.4,CHD5,680,1718
ZBTB40_E17_87.7,ZBTB40,1336,1980
RSPRY1_354.50,RSPRY1,340,477
ZNF136_E4_1110.64,ZNF136,1070,4306
GUCY2D_PKc_E7_63.1,GUCY2D,533,1846
LCORL_E7_876.50,LCORL,1335,4186
TRIM66_BD_e17_75.4,TRIM66,716,1942
ZNF233_E5_648.49,ZNF233,813,2853
FAM105A_117.5,FAM105A,487,1727
NAALADL1_2223.42,NAALADL1,754,3052
TOX4_E5_144.2,TOX4,772,1468
ADRBK2_PKc_E13_108.5,ADRBK2,307,833
SOCS2_597.39,SOCS2,571,1356
USP54_114.7,USP54,914,2703
SPPL2B_1779.95,SPPL2B,556,1356
HOXB8_E2_177.3,HOXB8,926,3533
RNF141_693.32,RNF141,941,2397
KLHL8_BTB57163_E1_1863.162,KLHL8,825,1841
SHPRH_Phd_E9_141.2,SHPRH,329,836
MLLT10_Phd_E4_55.0,MLLT10,278,644
MYB_E4_93.5,MYB,347,875
KLHL4_BTB172279_E1_2163.178,KLHL4,1056,4366
CAMK1G_PKc_E10_82,CAMK1G,452,977
TBR1_E4_159.11,TBR1,918,3317
RFPL2_1137.138,RFPL2,1212,4996
TRIM77_1353.0,TRIM77,624,2564
SIRT7_e8_81.4,SIRT7,225,1071
KDM5A_e12_163.5,KDM5A,1189,2963
ETV1_E13_102.5,ETV1,262,1034
ZNF737_E4_1161.49,ZNF737,390,1223
UBE2G1_513.4,UBE2G1,624,2860
KLF17_E3_170.0,KLF17,809,2787
MLXIP_E14_63.0,MLXIP,2058,9718
PROX1_E3_102.1,PROX1,204,966
ZNF140_E5_891.53,ZNF140,225,668
SOCS4_1323.58,SOCS4,944,4375
ZNF630_E5_909.85,ZNF630,873,3491
ASB14_1764.82,ASB14,971,3989
NKX6_1_E3_42.3,NKX6,563,1130
PRSS33_843.165,PRSS33,326,1188
DMRTA2_E2_141.17,DMRTA2,325,425
KDM5D_e14_163.1,KDM5D,499,1791
MST1_2178.252,MST1,758,1679
ZNF613_E6_981.87,ZNF613,580,2345
HOXC11_E2_171.6,HOXC11,682,1907
HERC1_14586.617,HERC1,1240,5044
SMAD3_E2_190.17,SMAD3,444,843
TDRD6_tudor314360_E1_6291.556,TDRD6,220,1015
MYOG_E1_177.25,MYOG,620,1714
UBP1_E4_106.7,UBP1,1426,5338
CUX2_E21_155.8,CUX2,412,1521
ZNF671_E4_573.42,ZNF671,787,1834
FBXO25_8,FBXO25,559,2540
ZNF778_E7_1323.152,ZNF778,924,2145
EBF1_E6_69.1,EBF1,1153,3966
RARA_E4_142.9,RARA,471,861
ZNF560_E10_1560.40,ZNF560,665,3052
MARCH2_741.26,43526,538,1692
ZNF585B_E5_1839.84,ZNF585B,909,3052
SP2_E7_80.1,SP2,626,1272
ELF5_E6_182.10,ELF5,904,2749
TMPRSS3_984.116,TMPRSS3,584,1761
BCL11A_E4_1326.145,BCL11A,385,892
HTRA3_1362.91,HTRA3,736,2887
TFR2_2406.327,TFR2,167,534
ZNF582_E5_663.43,ZNF582,819,3134
USP46_1101.37,USP46,899,4003
ZBTB3_E2_75.3,ZBTB3,750,2130
PKNOX2_E10_72.3,PKNOX2,373,1192
ZFP69B_E5_666.39,ZFP69B,1122,2628
ZNF37A_E8_1242.102,ZNF37A,567,2533
FOLH1_2253.221,FOLH1,717,2846
SENP1_1935.83,SENP1,409,1137
ZBTB26_E2_300.15,ZBTB26,1130,3254
RFWD2_2124.88,RFWD2,482,1423
BTBD8_BTB48121_E1_1137.75,BTBD8,938,3499
CFI_1752.93,CFI,1219,5456
ZBTB34_BTB22122_E1_1503.195,ZBTB34,654,2011
TWIST2_Ex_176.1,TWIST2,386,1147
TYK2_PKc_E18_135.4,TYK2,140,650
HSFX2_E2_72.2,HSFX2,2011,5365
USP9Y_162.7,USP9Y,561,2252
LONRF1_2322.33,LONRF1,209,884
PRDM14_E7_66.3,PRDM14,965,2227
KDM2A_E8_93.6,KDM2A,1127,3887
RCE1_990.125,RCE1,665,1364
TPSD1_729.27,TPSD1,206,669
PMS1_E9_143.5,PMS1,1268,5141
TRIM63_1062.148,TRIM63,381,1127
KBTBD12_BTB32127_E1_1872.2,KBTBD12,490,1804
ZNF790_E5_1317.86,ZNF790,649,2973
TEK_PKc_E20_41,TEK,310,879
FBXO10_2871.338,FBXO10,118,433
ZNF214_E3_1026.57,ZNF214,77,428
ZNF836_E5_2079.116,ZNF836,721,2468
LONRF3_2280.146,LONRF3,509,2236
EBF2_E6_69.2,EBF2,987,2964
EHF_E8_188.12,EHF,1072,2970
TFDP2_E9_108.0,TFDP2,3047,7869
XPNPEP2_70.0,XPNPEP2,533,1547
MBD1_CXXC331377_E1_1968.266,MBD1,262,729
ZBTB7B_E4_113.9,ZBTB7B,844,2512
MKRN3_1524.182,MKRN3,408,1285
NEDD4_3960.168,NEDD4,938,2702
FOXP2_E13_36.0,FOXP2,1558,4647
FBXO34_2136.107,FBXO34,735,2755
neg79,neg79,1286,4942
ZNF614_E5_666.20,ZNF614,543,2631
TMPRSS3_984.66,TMPRSS3,188,408
VPS11_2825.215,VPS11,438,1357
NEUROD6_E2_360.4,NEUROD6,436,1485
ZBTB42_BTB14121_E1_1269.18,ZBTB42,190,379
BRD3_BD2_e6_145.5,BRD3,638,2000
ZBTB46_E5_96.9,ZBTB46,935,3004
ZNF277_E9_97.0,ZNF277,1448,5054
FBXO47_1,FBXO47,777,2635
MTOR_PKc_E50_83.9,MTOR,441,869
FOXS1_E1_234.33,FOXS1,782,3210
KLF8_E6_78.1,KLF8,1208,4010
RXRB_E4_180.18,RXRB,922,2692
PSMB8_831.6,PSMB8,673,1931
KIAA2018_E5_83.4,KIAA2018,782,1807
ECE1_2313.209,ECE1,205,728
KLHL12_BTB23130_E1_1707.202,KLHL12,583,2109
USP38_3129.237,USP38,648,1534
CPN1_1377.199,CPN1,468,1135
BRPF3_PWWP10741189_E1_3618.325,BRPF3,440,1371
TET3_e10_79.1,TET3,417,1667
RNF39_1263.41,RNF39,116,336
TRIM49D1_3,TRIM49D1,792,2168
RNF148_918.67,RNF148,933,2766
ZFP37_E4_906.48,ZFP37,1155,4076
OTUD5_1716.253,OTUD5,510,1992
FOSB_E3_63.4,FOSB,169,208
ADAMTS19_3624.383,ADAMTS19,1026,3387
TET1_e8_90.2,TET1,1732,7509
neg6,neg6,5432,21988
LONRF2_2265.196,LONRF2,258,824
HDAC1_e5_139.9,HDAC1,724,1671
NRK_PKc_E4_72.4,NRK,573,2634
MLLT3_Yeats29112_E1_1707.152,MLLT3,659,1666
EBF3_E12_51.0,EBF3,419,1574
ZNF556_E4_492.16,ZNF556,477,1293
KDM3B_e19_131.2,KDM3B,326,576
CRX_E3_135.1,CRX,1038,3468
SCML2_MBT142240_E1_2103.216,SCML2,729,2809
SMARCA2_BD_e28_218.19,SMARCA2,754,3401
MTA3_SANT_E11_57.1,MTA3,555,2010
PRDM9_e8_158.10,PRDM9,634,2228
USP12_1113.67,USP12,1088,2486
ZNF776_E3_666.14,ZNF776,1102,3960
ZNF705A_E5_483.34,ZNF705A,967,3695
RNF38_1548.62,RNF38,1001,3109
ZNF764_E3_489.24,ZNF764,686,1793
MBD1_CXXC217262_E1_1968.311,MBD1,329,686
RNF168_1716.170,RNF168,573,1218
TMPRSS3_984.134,TMPRSS3,681,1791
MARCH1_870.71,43525,601,2861
RNF133_1131.13,RNF133,600,2212
ZNF678_E4_1197.73,ZNF678,2300,10032
FRK_PKc_E4_127.1,FRK,252,678
PSMB8_831.63,PSMB8,747,2457
ZNF879_E5_1077.5,ZNF879,683,2397
USP45_2445.101,USP45,450,1076
PCSK9_2079.118,PCSK9,633,2308
MGRN1_1731.258,MGRN1,352,653
SETD6_e5_121.3,SETD6,587,2239
NCOA2_e20_178.20,NCOA2,614,1963
PLAG1_E4_110.6,PLAG1,1289,5780
RSPRY1_1731.92,RSPRY1,634,2310
KEL_2199.227,KEL,725,2474
USP24_99.1,USP24,1590,5432
ZNF689_E3_666.79,ZNF689,215,469
SFMBT2_MBT156256_E1_2685.37,SFMBT2,461,1474
FXR1_Agenet59115_E1_1866.17,FXR1,651,2647
STUB1_696.53,STUB1,558,1077
VEZF1_E2_78.0,VEZF1,697,1328
LMX1A_E5_84.4,LMX1A,921,3722
KLHL32_BTB32137_E1_1863.228,KLHL32,657,1809
TRAF5_1674.8,TRAF5,763,2779
TCF20_ePhd_E3_47.0,TCF20,343,1508
ZNF345_E3_1242.85,ZNF345,1105,4151
TDRD6_tudor69133_E1_6291.39,TDRD6,235,979
HDAC6_a1_e9_105.4,HDAC6,986,3658
TFAP2E_E6_142.18,TFAP2E,444,1212
ZNF852_E4_1077.2,ZNF852,808,3288
ZNF383_E5_969.43,ZNF383,848,3966
CBFB_E4_117.8,CBFB,330,1214
PGC_948.131,PGC,839,2318
ZNF461_E6_666.23,ZNF461,2313,7283
KDM5A_Phd3_E27_45.1,KDM5A,678,2031
KDM3A_e21_131.0,KDM3A,891,1952
UBE2U_681.0,UBE2U,976,3172
ZNF548_E4_834.71,ZNF548,1257,4195
EAF2_E3_137.0,EAF2,816,2526
VPS11_2825.207,VPS11,507,2253
ZBTB33_E3_657.36,ZBTB33,558,2421
DYRK3_PKc_E3_1140.11,DYRK3,565,2184
NKX2_2_E2_171.6,NKX2,311,687
BARX1_E3_82.0,BARX1,929,3271
RNF8_1458.98,RNF8,602,2181
TGIF2LY_E2_171.0,TGIF2LY,1108,3167
MBTPS2_1560.29,MBTPS2,870,548
IRF3_E3_165.8,IRF3,550,1466
WHSC1_PWWP878972_E1_4098.182,WHSC1,440,994
RAD54L2_H_e15_100.9,RAD54L2,1176,2620
MMP17_1812.78,MMP17,656,1768
CAD_6678.668,CAD,1551,6328
ASB7_957.55,ASB7,953,2019
ZFPL1_933.62,ZFPL1,699,1859
BACE1_1506.5,BACE1,674,1513
THRB_E5_69.4,THRB,262,835
BRPF1_Phd_E3_186.4,BRPF1,580,1616
RAX_E3_42.2,RAX,272,786
USP28_3234.88,USP28,626,2515
CISH_828.60,CISH,349,681
CHD7_Chromo_E7_56.0,CHD7,705,1544
PRMT7_e5_73.1,PRMT7,1292,3256
ETS2_E10_111.5,ETS2,304,1497
SOCS2_597.36,SOCS2,832,3640
ZFP69_E6_666.49,ZFP69,266,496
DPYSL2_165.11,DPYSL2,391,1392
neg33,neg33,1916,7111
IPP_BTB28134_E1_1755.1,IPP,538,1763
ZNF99_E4_1773.68,ZNF99,739,2979
ZMPSTE24_185.5,ZMPSTE24,919,3225
CAMK2D_PKc_E4_55.2,CAMK2D,388,1951
BIRC7_897.172,BIRC7,793,2959
KCTD21_BTB593_E1_783.23,KCTD21,442,2446
MARCH10_2541.129,43534,634,3119
TDRD6_tudor821866_E1_6291.211,TDRD6,621,1244
HP_1221.118,HP,1056,2257
MYO3B_PKc_E2_177.13,MYO3B,413,898
USP44_2139.126,USP44,570,1833
ZNF165_E4_327.18,ZNF165,930,2419
FBXW11_5,FBXW11,275,538
ZNF100_E5_1155.84,ZNF100,1259,3434
PSEN2_1347.77,PSEN2,439,845
CPA2_1260.38,CPA2,325,1301
E2F7_E6_159.6,E2F7,861,2116
TMPRSS11F_1317.82,TMPRSS11F,653,3044
RFWD2_2124.56,RFWD2,622,2369
RFPL2_1137.141,RFPL2,822,970
KLHL31_BTB63165_E1_1905.212,KLHL31,951,3447
CXXC4_CXXC301341_E1_1104.118,CXXC4,303,989
ZBTB16_BTB25125_E1_2022.8,ZBTB16,373,1618
SMYD4_e5_95.4,SMYD4,434,1181
SNAI2_E3_152.9,SNAI2,635,2283
KCTD21_BTB593_E1_783.13,KCTD21,514,1923
ZNF266_E11_1233.73,ZNF266,628,1802
DZIP3_3627.150,DZIP3,1162,4372
HSF2_E1_78.1,HSF2,820,2815
ZNF92_E4_1059.54,ZNF92,544,1986
ZNF559_E6_1170.65,ZNF559,623,3137
ZBTB25_E6_69.4,ZBTB25,1265,3652
CELA1_777.5,CELA1,500,1227
TET3_e9_138.1,TET3,596,1547
ASCL1_E1_126.11,ASCL1,372,937
BRD2_BD2_e6_145.6,BRD2,698,697
IBTK_BTB554639_E1_4062.107,IBTK,417,1187
TRIM41_1893.397,TRIM41,74,111
LHX8_E7_39.0,LHX8,643,1845
GRHL1_E5_77.7,GRHL1,629,1817
FOXA1_E2_234.12,FOXA1,511,1428
PLAU_1296.115,PLAU,1033,3499
CREB3_E6_67.1,CREB3,542,1591
ZNF880_E4_1221.60,ZNF880,976,3427
GGH_957.56,GGH,997,3325
RAX2_E2_135.13,RAX2,625,2329
IRF2BP1_1755.214,IRF2BP1,421,1196
TRIM49B_1359.92,TRIM49B,355,1424
PHF10_Phd_E10_88.0,PHF10,657,3317
RNF223_750.149,RNF223,555,1492
BRD2_BD2_e6_145.7,BRD2,375,523
KLK2_786.109,KLK2,407,1684
BMPR2_PKc_E7_115.4,BMPR2,504,1303
KMT2B_Phd3_E16_183.35,KMT2B,177,650
RNF19B_1764.188,RNF19B,557,2506
EVX1_E2_135.14,EVX1,476,1386
ZNF793_E8_600.56,ZNF793,949,2739
UBE4B_3909.308,UBE4B,300,380
ATRX_D_e19_178.6,ATRX,688,1990
CHD3_D_e14_79.5,CHD3,666,2488
F7_1401.21,F7,402,1307
CASP6_882.68,CASP6,217,697
MTA1_Bah3188_E1_2148.39,MTA1,252,722
MALT1_2475.89,MALT1,466,1153
TNFAIP3_2373.24,TNFAIP3,496,1967
SFMBT1_MBT131232_E1_2601.37,SFMBT1,1116,4776
PEPD_1482.189,PEPD,556,1457
Nr1h4_E2_76.8,Nr1h4,943,3646
HMGB1_E3_146.2,HMGB1,553,2893
LAP3_1560.23,LAP3,183,818
UBE2NL_462.21,UBE2NL,575,2346
RNF139_1995.95,RNF139,772,1836
KMT2C_Phd4_E18_105.4,KMT2C,153,140
CDK9_e4.2,CDK9,2056,1145
ZNF354A_E5_1209.34,ZNF354A,755,3546
CDKL3_PKc_E6_140.5,CDKL3,260,639
MMP15_2010.366,MMP15,736,1985
RNF135_1299.6,RNF135,625,1716
KDM4C_tudor935990_E1_3171.165,KDM4C,610,2220
YME1L1_2322.94,YME1L1,851,1188
SP110_Phd_E15_101.7,SP110,531,2123
CERS6_E2_39.0,CERS6,1326,5941
TRIM51_1359.29,TRIM51,664,2390
TRIM24_3153.299,TRIM24,365,879
UBP1_E4_106.4,UBP1,128,315
CDX1_E2_126.17,CDX1,257,1307
NPR1_PKc_E10_78,NPR1,423,1205
KLHL15_BTB32128_E1_1815.12,KLHL15,225,1015
ZNF148_E6_67.0,ZNF148,1241,4030
SETDB1_tudor257317_E1_3876.56,SETDB1,635,1053
SETD1B_e17_118.2,SETD1B,1248,4765
RCBTB1_BTB371467_E1_1596.94,RCBTB1,902,3127
FBXO9_1344.24,FBXO9,483,1443
TRIM9_2133.363,TRIM9,803,3047
BSX_E2_129.11,BSX,230,1007
HAND2_E1_177.20,HAND2,298,710
USP51_2136.132,USP51,873,4128
NEURL2_858.72,NEURL2,277,934
RFX3_E7_182.13,RFX3,768,2659
EPHA4_PKc_E14_210.8,EPHA4,185,694
ZNF710_E2_450.11,ZNF710,914,3667
COMMD3_588.13,COMMD3,414,1022
BTBD7_BTB268397_E1_3399.51,BTBD7,553,1443
MAFA_E1_273.9,MAFA,796,1595
RNF145_2082.147,RNF145,276,603
TRIM21_1428.166,TRIM21,452,1291
ZNF431_E5_1059.60,ZNF431,784,2048
SP110_Phd_E15_101.1,SP110,225,913
TULP4_4632.374,TULP4,399,1152
USP38_3129.204,USP38,420,1442
UBE2NL_462.13,UBE2NL,862,3511
DCAF12L1_1392.227,DCAF12L1,655,2074
CAD_6678.4,CAD,787,1054
neg58,neg58,1560,6254
KLK1_789.57,KLK1,857,1735
HMGB1_E4_175.14,HMGB1,594,1482
SATB2_E11_177.6,SATB2,577,2235
F12_1848.161,F12,978,2885
PRDM13_E4_63.2,PRDM13,1064,2236
PBX1_E5_136.3,PBX1,929,2694
ENC1_BTB36144_E1_1770.8,ENC1,483,1913
HOXD11_E2_171.7,HOXD11,1426,5668
neg90,neg90,974,3645
NUAK2_PKc_E4_66.6,NUAK2,387,758
IRX4_E6_180.15,IRX4,442,1692
SFMBT1_MBT23120_E1_2601.324,SFMBT1,740,2139
RNF7_342.10,RNF7,148,587
ZFP36_E2_195.14,ZFP36,1335,3280
RERE_SANT_E13_81.4,RERE,616,1828
DMRT1_E1_141.5,DMRT1,229,488
MECOM_E7_157.10,MECOM,1067,3018
PCNA_e3.1,PCNA,1486,4871
RNF17_4860.367,RNF17,695,2404
