sgRNA,Gene,DLD1-Ts2.18.initial,DLD1-Ts2.18.final
NEURL2_858.78,NEURL2,1688,3631
HIC2_E3_507.28,HIC2,2590,6992
TRIM27_1373.222,TRIM27,1416,3632
ZNF726_E4_1281.25,ZNF726,2000,5050
PHF23_Phd_E5_132.15,PHF23,2555,6963
ZNF614_E5_666.11,ZNF614,1833,4918
GABPA_E10_70.0,GABPA,2566,4506
KBTBD7_BTB53168_E1_2055.212,KBTBD7,1024,2622
ZBTB33_E3_657.1,ZBTB33,724,1729
LONRF3_2280.204,LONRF3,675,1926
NR1D1_E4_145.6,NR1D1,556,1370
ADAM21_2169.191,ADAM21,580,1470
ZFP82_E5_1152.83,ZFP82,2482,6059
RCBTB2_BTB395487_E1_1656.123,RCBTB2,2542,5781
ZNF142_E6_781.19,ZNF142,2478,7301
MBTPS1_3159.84,MBTPS1,895,1689
UBE2D2_444.24,UBE2D2,1250,2903
RHOBTB2_BTB443492_E1_2250.124,RHOBTB2,1305,2662
RNF215_1134.130,RNF215,1064,2389
AKTIP_7,AKTIP,1407,3624
RNF38_1548.171,RNF38,598,1537
ANAPC10_6,ANAPC10,810,1665
MAPK1_PKc_E4_117.4,MAPK1,981,2583
VRK1_PKc_E4_70,VRK1,767,1419
RNF41_954.35,RNF41,498,1311
TRIM39_1557.223,TRIM39,694,1683
RNF165_1041.62,RNF165,886,2453
GZMB_744.1,GZMB,2484,6367
SIK3_PKc_E1_81,SIK3,3546,8212
ZSCAN20_E9_248.27,ZSCAN20,2070,5070
ZSCAN20_SANT2_E7_248.27,ZSCAN20,2070,5070
KDM2A_4,KDM2A,1354,2271
KCNC1_BTB10104_E1_1758.27,KCNC1,828,2021
ALX3_E2_135.20,ALX3,1738,4795
NEURL3_789.11,NEURL3,723,1636
TRIM28_2508.428,TRIM28,957,2435
LIN28B_E3_105.6,LIN28B,1810,4349
SMARCAL1_H_e16_50.0,SMARCAL1,1707,4784
REST_E4_83.1,REST,2141,5386
neg55,neg55,3114,8065
PCSK7_2358.395,PCSK7,2988,7760
MIB1_3021.218,MIB1,2638,6173
ZSCAN20_E8_478.84,ZSCAN20,3978,10971
ZSCAN20_SANT_E6_478.84,ZSCAN20,3978,10971
ZNF419_E5_666.42,ZNF419,2122,4918
KLHL29_BTB319431_E1_2628.37,KLHL29,510,1388
SOCS5_1611.87,SOCS5,1183,2642
ZNF33A_E5_1407.108,ZNF33A,2630,6391
ATF3_E4_99.1,ATF3,2245,6984
ZNF596_E6_906.4,ZNF596,1737,4360
KDM4A_Phd_E15_56.2,KDM4A,991,2781
DLX6_E2_129.3,DLX6,1379,3350
ZNF133_E7_1230.89,ZNF133,911,2225
KLHL38_BTB24131_E1_1746.272,KLHL38,1052,2103
HUWE1_13125.775,HUWE1,1399,2741
HOXA6_E2_177.0,HOXA6,1539,4051
MYT1L_E15_251.5,MYT1L,2251,6296
POU2F2_E11_108.2,POU2F2,1211,2868
RBCK1_1533.8,RBCK1,524,1454
SOCS7_1746.203,SOCS7,2026,4957
PRSS35_1242.38,PRSS35,807,1421
CUL9_7554.539,CUL9,2747,7212
AHR_E2_126.7,AHR,848,1787
ZNF256_E3_1128.66,ZNF256,2025,6307
EPHA5_PKc_E12_186.6,EPHA5,864,2571
ATF4_E2_156.1,ATF4,1609,2367
TBX15_E4_172.0,TBX15,2244,4959
BTBD17_BTB53162_E1_1437.265,BTBD17,1244,3280
FBXO41_2628.456,FBXO41,902,2418
ZNF780A_E6_1410.76,ZNF780A,1827,4493
ADAM9_2460.47,ADAM9,1404,4342
KDM2A_CXXC576609_E1_3489.398,KDM2A,4190,8506
KDM2A_3489.398,KDM2A,4190,8506
PhIP_BD1_e31_121.5,PhIP,1673,3815
GGT5_1764.156,GGT5,923,2097
NFATC1_E5_173.1,NFATC1,2426,5062
ABHD17B_882.28,ABHD17B,1183,2891
RNF25_1380.37,RNF25,1761,4088
PSMA8_771.53,PSMA8,589,1473
HOXB9_E2_177.4,HOXB9,1199,2971
NR2F2_E1_208.24,NR2F2,1503,3725
ZNF860_E2_1002.40,ZNF860,1816,5553
CASP8_127.5,CASP8,1975,5124
LONP1_2880.207,LONP1,793,1338
RAG1_3132.321,RAG1,1343,3027
ZNF585B_E5_1839.124,ZNF585B,3563,8562
SMAD1_E2_372.20,SMAD1,1349,3112
NCOR2_SANT2_E18_63.0,NCOR2,956,3144
PHIP_5466.70,PHIP,1384,3125
ZNF426_E8_750.72,ZNF426,4515,10607
EPHX1_1368.92,EPHX1,3192,8605
RXRG_E4_180.15,RXRG,2267,5951
LZTR1_BTB665799_E1_2523.198,LZTR1,1730,4050
ZNF550_E4_660.4,ZNF550,1014,2812
RSPRY1_1731.85,RSPRY1,2018,4770
ZNF383_E5_969.43,ZNF383,2412,6640
ASCL1_E1_126.11,ASCL1,1195,2934
HDAC4_e22_98.4,HDAC4,786,2195
HERC4_2385.153,HERC4,1904,4065
neg1,neg1,4551,11971
EBF1_E8_105.6,EBF1,1205,2588
ZNF14_E4_1155.71,ZNF14,604,1635
ZNF432_E5_1392.85,ZNF432,1737,4653
ZNF114_E6_321.21,ZNF114,1076,2122
CYHR1_5,CYHR1,1835,5211
NSD3_e21_142.11,NSD3,1669,4189
FBXO42_2154.17,FBXO42,1099,2789
RNF112_1896.387,RNF112,761,2019
SPDEF_E6_173.18,SPDEF,1814,4421
ZBTB8A_BTB14122_E1_1326.9,ZBTB8A,1140,2963
GRK6_PKc_E11_90.3,GRK6,909,2453
INSM2_E1_852.107,INSM2,1004,1902
GATA5_E3_135.5,GATA5,2104,5066
ATAT1_e4_50.0,ATAT1,3037,7720
TRIM21_1428.206,TRIM21,1011,2650
FES_PKc_E13_27,FES,889,2300
TEF_E4_174.14,TEF,845,1883
CAPN8_2112.88,CAPN8,1554,3386
PLG_146.10,PLG,1975,5463
ZNF28_E4_1494.60,ZNF28,1686,4930
NSD1_PWWP319429_E1_8091.928,NSD1,1063,2805
THOP1_2070.14,THOP1,2861,6962
ABTB1_BTB273376_E1_1437.8,ABTB1,1511,3623
RNF2_1011.9,RNF2,1079,3174
HIVEP1_E4_4854.350,HIVEP1,1113,2436
IRAK4_PKc_E8_115.3,IRAK4,1389,3572
ADAM18_137.6,ADAM18,1011,2761
ZNF10_E5_666.23,ZNF10,2487,6826
TTN_PKc_E358_736.25,TTN,1331,3369
ZKSCAN3_E7_573.55,ZKSCAN3,2018,5054
C1R_2118.118,C1R,968,2624
METAP1_1161.46,METAP1,2061,4423
RNF6_2058.108,RNF6,1141,2259
RCOR1_E11_92.5,RCOR1,3595,8612
RCOR1_SANT2_E11_101.5,RCOR1,3595,8612
APEH_2199.24,APEH,1343,3131
RFX5_E7_120.13,RFX5,2058,5535
DYRK3_PKc_E3_1140.11,DYRK3,1481,3384
KMT2C_14736.1676,KMT2C,2624,5866
TFDP3_E1_249.0,TFDP3,1244,2986
CBX8_Chromo_E3_66.3,CBX8,717,1660
ZMYND11_BD_e8_56.0,ZMYND11,718,1753
ZBTB49_E6_83.4,ZBTB49,852,1972
ZNF678_E4_1197.73,ZNF678,4677,12725
MUSK_PKc_E13_74.1,MUSK,343,659
KCTD9_BTB91181_E1_1170.97,KCTD9,784,1674
IRF7_E1_153.9,IRF7,1390,3236
USP17L2_1593.178,USP17L2,3500,9031
CHFR_1995.303,CHFR,1554,4597
PRSS35_1242.31,PRSS35,2025,5186
KMT2D_Phd1_E8_115.1,KMT2D,2022,4862
KMT2D_16614.94,KMT2D,2022,4862
L3MBTL1_MBT385481_E1_2523.339,L3MBTL1,431,918
ZNF257_E4_936.14,ZNF257,1381,2807
LHX8_E8_96.5,LHX8,2621,7391
PHIP_5466.365,PHIP,2227,5388
E2F7_E4_115.1,E2F7,3540,8845
FBXO21_1887.131,FBXO21,649,1619
ASB16_1362.120,ASB16,358,665
KDM3A_e21_131.13,KDM3A,1707,4643
ZNF683_E4_51.0,ZNF683,1711,4030
L3MBTL3_MBT451543_E1_2343.99,L3MBTL3,1043,2168
ZBTB5_BTB14121_E1_2034.12,ZBTB5,821,1954
PHF7_Phd_E9_59.4,PHF7,2047,6047
PHF7_1146.101,PHF7,2047,6047
NFE2L3_E4_135.0,NFE2L3,2142,5613
ZNF138_E4_231.10,ZNF138,2001,4760
ZNF765_E4_744.27,ZNF765,2857,7395
FOXQ1_E1_237.5,FOXQ1,270,520
HM13_1281.58,HM13,1334,3525
RNF215_1134.123,RNF215,1491,4097
KCTD1_BTB40132_E1_798.84,KCTD1,3225,8994
PBRM1_BD2_e8_99.2,PBRM1,1089,2066
BHLHE23_E1_171.0,BHLHE23,801,1967
OTUD7B_2532.78,OTUD7B,1299,2651
MARCH5_837.5,MARCH5,835,2567
BRWD3_BD_e31_121.1,BRWD3,2578,5957
MBD4_E2_77.1,MBD4,2260,5605
MBD4_MBD_E2_77.1,MBD4,2260,5605
MID1_2004.241,MID1,861,2314
PHF2_e7_163.13,PHF2,1699,4234
SOX18_E2_107.8,SOX18,908,1942
RLIM_1875.100,RLIM,1936,5337
RXRB_E4_180.7,RXRB,1399,3499
UBTF_E10_142.10,UBTF,1789,3389
HIC1_BTB37152_E1_2202.472,HIC1,1114,2942
CEBPG_E2_162.1,CEBPG,2225,5086
BAZ2A_Phd_E26_141.0,BAZ2A,1879,3899
ZNF486_E4_663.12,ZNF486,1351,3490
AGA_1041.35,AGA,1134,2862
ASB3_1557.120,ASB3,944,2212
CGRRF1_999.34,CGRRF1,1628,3787
ZNF502_E5_1161.46,ZNF502,2152,6046
PRDM1_E7_180.8,PRDM1,1757,4086
ZNF90_E4_912.20,ZNF90,1868,4423
RNFT1_1308.60,RNFT1,2257,5716
ZNF625_E4_396.20,ZNF625,924,2674
RNFT1_1308.37,RNFT1,1919,5305
TRIM14_1329.14,TRIM14,446,1139
PHIP_5466.210,PHIP,1969,4308
ZNF43_E7_1908.121,ZNF43,829,1860
JAK2_PKc2_E23_118.2,JAK2,359,799
ASB18_1401.112,ASB18,545,1355
SOCS1_636.56,SOCS1,563,1311
ZNRF4_1290.140,ZNRF4,1071,2933
CXXC4_CXXC301341_E1_1104.128,CXXC4,1140,2500
RHOBTB3_BTB413518_E1_1836.119,RHOBTB3,481,1011
BAZ1A_BD_e25_118.0,BAZ1A,2936,8223
YY1_E5_126.4,YY1,1775,3849
PRSS36_2568.356,PRSS36,1481,3687
ZNF785_E3_495.75,ZNF785,2224,5870
UBE2NL_462.13,UBE2NL,2149,5438
EAF2_E3_137.2,EAF2,3077,8736
RNF24_510.46,RNF24,2537,6121
PCAF_e11_118.9,PCAF,2510,5876
SPPL2A_1563.76,SPPL2A,1809,4653
USP26_2742.98,USP26,1561,4008
KCNC1_BTB10104_E1_1758.13,KCNC1,728,2270
ZKSCAN8_E7_744.30,ZKSCAN8,1454,4023
MTA1_Bah3188_E1_2148.47,MTA1,897,2035
FXR1_Agenet59115_E1_1866.17,FXR1,1884,4795
HUWE1_13125.878,HUWE1,2651,5329
CAMTA2_E5_136.9,CAMTA2,845,2298
SMARCAD1_H_e22_183.0,SMARCAD1,4149,9019
ZNF662_E4_486.45,ZNF662,900,2092
PCNA_e3.1,PCNA,2749,6613
CDYL_Chromo_E2_150.5,CDYL,1268,2956
USP14_1485.65,USP14,2042,4287
SP8_E2_162.15,SP8,1716,4291
TEAD1_E7_47.0,TEAD1,1504,3277
DCAF12L1_1392.197,DCAF12L1,519,1156
ZBTB33_E3_657.36,ZBTB33,1262,3217
ANAPC15_378.2,ANAPC15,1309,3107
ASH1L_e13_109.0,ASH1L,1430,3187
CHD9_Chromo_E8_118.0,CHD9,1063,2806
CSNK1G2_PKc_E3_41,CSNK1G2,670,1545
ZNF544_E7_1068.27,ZNF544,1150,3019
TULP4_4632.115,TULP4,1095,2784
ZNF480_E5_1050.22,ZNF480,1884,5595
ASB14_1764.35,ASB14,1745,4570
RHOBTB2_BTB443492_E1_2250.121,RHOBTB2,1167,2528
RHOXF2B_E2_71.0,RHOXF2B,1400,3030
TRIM51_1359.29,TRIM51,1365,3371
ARID2_E13_135.1,ARID2,1230,3360
OMA1_1575.101,OMA1,1574,3666
KDM2B_CXXC615651_E1_4011.57,KDM2B,1603,3452
KDM2B_4011.570,KDM2B,1603,3452
PRMT5_e12_106.4,PRMT5,3184,6249
NR1I3_E2_77.6,NR1I3,1242,3044
CBFB_E2_87.9,CBFB,724,2079
TRIM7_1536.44,TRIM7,1062,2754
AXL_PKc_E18_160.14,AXL,950,2354
ATG4B_1182.145,ATG4B,675,1683
TBX1_E3_86.5,TBX1,2653,5628
ZNF10_E5_666.53,ZNF10,1464,3312
KDM5A_Phd2_E23_159.11,KDM5A,1174,3371
TIE1_PKc_E16_111.15,TIE1,447,1410
TOX_E5_147.2,TOX,4495,10346
FBXO46_1812.244,FBXO46,359,817
STAT3_E17_136.7,STAT3,2666,6574
ZNF41_E5_1269.60,ZNF41,1135,3112
CHD4_Chromo_E12_206.11,CHD4,526,851
CUL2_2295.68,CUL2,1506,3063
CUX2_E21_155.8,CUX2,1265,2927
USP31_93.0,USP31,995,2540
ZNF296_E2_87.1,ZNF296,2262,5140
XPNPEP1_90.11,XPNPEP1,1723,3946
MAST1_PKc_E13_139.1,MAST1,463,892
SATB1_E12_174.16,SATB1,481,1121
RNF123_3945.322,RNF123,1743,4324
TRIM55_1647.198,TRIM55,662,1821
KCNS1_BTB52151_E1_1581.32,KCNS1,908,2246
ZNF581_E2_246.47,ZNF581,498,971
ZNF343_E7_915.77,ZNF343,1666,3914
RNF123_3945.652,RNF123,598,1472
DNAJC2_E13_71.0,DNAJC2,2328,5909
DNAJC2_SANT_E13_74.0,DNAJC2,2328,5909
UBE2L3_639.67,UBE2L3,1072,1245
NR4A3_E5_130.4,NR4A3,1946,5267
MTA3_Bah3170_E1_1548.14,MTA3,1320,2781
TSC22D4_E5_162.27,TSC22D4,1097,2770
ZFHX3_E9_2580.93,ZFHX3,1771,4296
CHD6_Chromo_E9_87.0,CHD6,1368,3628
POU2F3_E9_63.4,POU2F3,1073,2702
POU3F2_E1_174.9,POU3F2,681,1625
BRD1_Phd_E2_162.8,BRD1,470,1280
CDH1_2649.225,CDH1,1861,4948
KEAP1_BTB67179_E1_1875.44,KEAP1,2182,4399
TUB_E11_99.8,TUB,1849,4491
ZNF585A_E5_1755.136,ZNF585A,1973,4776
OTP_E2_132.13,OTP,1017,1974
SOCS4_1323.52,SOCS4,1507,3277
ZNF391_E3_807.43,ZNF391,2935,7290
NR2E1_E2_146.3,NR2E1,795,2311
PSMB9_660.63,PSMB9,1975,4519
RIPK4_PKc_E2_292.16,RIPK4,1310,2892
KLF17_E2_79.2,KLF17,742,1889
ZSCAN21_E4_570.66,ZSCAN21,1394,3144
ADAM23_2499.242,ADAM23,912,2575
USP17L2_1593.61,USP17L2,2155,5051
ZSCAN29_E5_489.12,ZSCAN29,4334,10427
ZKSCAN3_E7_573.32,ZKSCAN3,1103,2669
HERC2_14505.192,HERC2,1011,2397
PRKCD_PKc_E14_92.12,PRKCD,512,1189
ZFP82_E5_1152.75,ZFP82,1910,4364
LTA4H_1836.38,LTA4H,1320,3376
SETD5_e10_118.5,SETD5,1803,3790
ZNF440_E4_750.58,ZNF440,1150,2949
EPHA5_PKc_E13_62.2,EPHA5,2388,5786
USP17L24_885.85,USP17L24,6959,17330
USP17L25_885.85,USP17L25,6959,17330
USP17L26_885.85,USP17L26,6959,17330
USP17L5_885.85,USP17L5,6959,17330
TNNI3K_PKc_E16_195.12,TNNI3K,331,855
KMT2D_ePhd1_E5_110.5,KMT2D,1746,4239
FBXO7_1569.62,FBXO7,1757,4209
ZBTB1_E2_522.22,ZBTB1,2092,3594
KDM2A_CXXC576609_E1_3489.397,KDM2A,3920,7164
KDM2A_3489.397,KDM2A,3920,7164
RING1_1221.262,RING1,2697,6604
ZFP41_E2_237.1,ZFP41,1700,3897
HES6_E2_87.8,HES6,649,1885
RNF112_1896.21,RNF112,1794,5016
HES2_E3_69.5,HES2,1388,3852
SRCAP_D_e15_170.7,SRCAP,910,1438
BIRC8_711.35,BIRC8,3090,8419
CREM_E8_130.2,CREM,1178,2935
RNF183_579.114,RNF183,1180,2575
CHD1L_H_e13_115.2,CHD1L,1293,3041
TP53_E5_184.4,TP53,906,2197
ZNF33A_E5_1407.103,ZNF33A,3213,8194
TWIST1_E1_168.2,TWIST1,982,2134
FBXW11_2,FBXW11,1003,2119
KLK10_831.11,KLK10,1293,3793
USP39_1698.94,USP39,1573,2834
ECE1_2313.175,ECE1,544,1403
CAPN6_1926.39,CAPN6,3116,9983
DDIT3_E4_192.11,DDIT3,1092,2864
RHOXF2B_E2_71.3,RHOXF2B,2526,6700
DTX3L_2223.133,DTX3L,2189,6198
ZNF25_E6_930.55,ZNF25,1359,3793
UNKL_2052.192,UNKL,556,1910
OTUD3_1197.4,OTUD3,2538,5776
MBD2_E1_92.4,MBD2,1354,2540
MBD2_MBD_E1_92.4,MBD2,1354,2540
NHLH2_E3_162.16,NHLH2,436,1140
ZSCAN12_E4_1068.50,ZSCAN12,1408,3145
SETDB2_E7_183.8,SETDB2,1186,2594
KLHL8_BTB57163_E1_1863.12,KLHL8,628,1608
RNF32_1089.97,RNF32,1251,3325
PRKACG_PKc_E1_948.157,PRKACG,364,932
PHKG2_PKc_E2_59.2,PHKG2,468,912
TRERF1_E7_69.4,TRERF1,1703,4170
XIAP_1494.63,XIAP,1769,4769
HOXD8_E2_177.12,HOXD8,2386,5512
UBE2D1_444.11,UBE2D1,1386,3515
TPSB2_828.1,TPSB2,809,2828
ZBTB14_E4_387.25,ZBTB14,2573,6204
ZNF680_E4_1086.61,ZNF680,1115,2637
L3MBTL4_MBT57149_E1_1872.207,L3MBTL4,937,2263
GCN5_e12_59.0,GCN5,1976,5498
VPS11_2825.207,VPS11,1434,3691
RFPL4B_792.90,RFPL4B,1719,4388
FBXL7_1476.123,FBXL7,1817,4903
PLK3_PKc_E6_96.1,PLK3,1492,3656
CHD1_Chromo_E9_134.4,CHD1,680,1574
NACC2_BTB20120_E1_1764.365,NACC2,803,2226
ST14_2568.253,ST14,907,3471
EIF2AK2_PKc_E15_102.3,EIF2AK2,796,1824
FBXO18_3285.403,FBXO18,882,2088
SMARCA4_BD_e32_109.8,SMARCA4,881,1682
PLAT_1689.95,PLAT,1008,2758
TERF2_E10_144.14,TERF2,1137,2004
TRAIP_1410.198,TRAIP,861,1507
MNX1_E2_129.8,MNX1,586,1711
ZSCAN31_E4_492.23,ZSCAN31,2351,6822
UBR7_Phd_E5_54.3,UBR7,843,2268
ZKSCAN8_E7_744.88,ZKSCAN8,1309,3373
ZFP2_E5_1059.0,ZFP2,1836,4434
REN_1221.81,REN,1722,4833
KCTD9_BTB91181_E1_1170.32,KCTD9,509,1524
PIAS2_E9_129.7,PIAS2,2042,5262
PIAS2_1866.122,PIAS2,2042,5262
FBXO33_1668.48,FBXO33,670,1780
MZF1_E6_1122.177,MZF1,660,1610
KLHL13_BTB85191_E1_1977.28,KLHL13,322,655
FBXL18_2157.285,FBXL18,601,1801
ZNF461_E6_666.56,ZNF461,2430,5894
STAT4_E17_136.3,STAT4,2031,5389
TRIM52_894.6,TRIM52,1745,4779
TCF20_ePhd_E2_94.4,TCF20,1900,4081
ZNF716_E4_825.60,ZNF716,1951,6162
ZPR1_E2_162.12,ZPR1,1136,2090
ELF4_E7_188.19,ELF4,1450,3208
RNF113B_969.110,RNF113B,1376,3899
HECTD1_7833.366,HECTD1,1214,2649
ACR_1266.74,ACR,1019,2511
CSNK1D_PKc_E5_171.15,CSNK1D,1100,2438
NFKB2_E5_99.0,NFKB2,1846,3819
XIAP_1494.102,XIAP,446,1299
ZFP82_E5_1152.87,ZFP82,1685,4629
MTA2_E10_84.1,MTA2,1924,4289
NAALADL2_2388.154,NAALADL2,805,1725
MSL2_1734.45,MSL2,1526,4538
DCST1_2121.225,DCST1,1460,3355
KMT2A_Phd2_E11_39.0,KMT2A,1410,2800
KLF13_E2_131.2,KLF13,167,333
ZNF772_E5_582.46,ZNF772,1449,3797
SENP6_3339.12,SENP6,4094,9127
ZBTB7C_BTB24127_E1_1860.17,ZBTB7C,853,2567
NFE2_E4_297.42,NFE2,594,1497
UBE2W_576.22,UBE2W,1444,2815
TRIM23_1725.132,TRIM23,1135,2985
RNF19B_1764.186,RNF19B,2110,4909
ST14_2568.29,ST14,1445,3628
CTSL2_1005.4,CTSL2,1746,5212
MMP2_1983.74,MMP2,1329,3402
ZNF114_E6_321.10,ZNF114,2781,5725
HES3_E3_81.2,HES3,1810,4220
UBR2_5268.339,UBR2,1822,3987
E2F8_E4_110.0,E2F8,3802,9914
PTK7_PKc_E15_40.2,PTK7,379,994
ZFP90_E5_1260.6,ZFP90,2994,7719
PHF7_1146.108,PHF7,1411,3403
USP1_2358.68,USP1,1298,2695
RFPL1_954.7,RFPL1,2726,7125
ZNF23_E6_1326.100,ZNF23,1924,4669
STAMBP_1275.75,STAMBP,1480,3894
neg53,neg53,3779,10654
FBXL17_2106.107,FBXL17,1532,3851
USP15_145.1,USP15,940,2230
BRD8_BD_e17_77.2,BRD8,2899,5717
DCAF11_1641.89,DCAF11,2511,6860
USP33_2829.194,USP33,1757,4844
KDM4A_tudor9601004_E1_3195.198,KDM4A,1616,4929
LHX4_E4_135.11,LHX4,1026,2857
KBTBD2_BTB21128_E1_1872.149,KBTBD2,1267,3074
RFFL_1092.85,RFFL,1977,5060
ASB9_885.74,ASB9,1893,4059
FBXL2_1272.146,FBXL2,2096,5429
TRIB3_PKc_E3_293.33,TRIB3,424,938
ZMIZ2_E13_75.4,ZMIZ2,1202,2688
ADCK4_PKc_E9_82.4,ADCK4,528,1362
TTC3_6078.484,TTC3,1570,3993
KLHL4_BTB172279_E1_2163.178,KLHL4,2676,6548
ARID4A_E14_98.1,ARID4A,1729,4235
DNAJC1_E12_33.0,DNAJC1,2201,5711
DNAJC1_SANT2_E12_36.0,DNAJC1,2201,5711
RCOR3_SANT2_E9_78.1,RCOR3,897,1824
UBR2_1320.25,UBR2,2800,6789
RNF38_1548.59,RNF38,1256,2905
RNF212B_903.0,RNF212B,1126,2708
ZNF407_E1_4129.238,ZNF407,853,2165
ASB1_1008.96,ASB1,1221,2988
CHD2_Chromo_E10_101.3,CHD2,995,2278
ZFP1_E4_723.8,ZFP1,1020,2376
RNF170_777.4,RNF170,484,1370
NR4A1_E3_84.1,NR4A1,2715,6924
TRIM3_2235.377,TRIM3,1206,2795
CTSH_1008.124,CTSH,959,2494
KAT2B_BD_e17_85.0,KAT2B,1994,5529
PHF7_1146.14,PHF7,1520,3570
SPPL2A_1563.53,SPPL2A,1903,4743
TULP1_E13_99.11,TULP1,928,2008
ZNF343_E7_915.34,ZNF343,866,2170
ZNF429_E4_1188.90,ZNF429,3373,8353
ANKIB1_3270.51,ANKIB1,1979,4872
SENP8_639.13,SENP8,808,2042
BARX2_E3_85.1,BARX2,2308,5674
KLK5_882.26,KLK5,1907,5211
FBXO15_2,FBXO15,1119,3043
BTBD11_BTB9151022_E1_3315.26,BTBD11,1512,3518
VAX2_E2_129.4,VAX2,1452,3642
ZSWIM2_1902.49,ZSWIM2,1050,2521
AZU1_756.142,AZU1,890,1997
FBXW4_1239.70,FBXW4,826,1901
BARX1_E2_89.4,BARX1,131,321
FBXL3_1287.76,FBXL3,2344,6230
ZNF415_E4_831.65,ZNF415,2209,5246
ZNF577_E7_657.32,ZNF577,1499,3836
UBE2C_540.49,UBE2C,1296,2531
TMPRSS11B_1251.61,TMPRSS11B,1230,2906
DLX1_E2_129.8,DLX1,732,2213
RNF8_1458.90,RNF8,1013,1794
ABL2_PKc_E7_178.9,ABL2,505,1285
DDB1_3423.84,DDB1,903,2038
DNMT3A_PWWP_E8_159.1,DNMT3A,443,1130
ZFP36_E2_195.2,ZFP36,1494,3582
ASB4_1281.135,ASB4,922,2246
ZNF587_E3_567.8,ZNF587,2934,7802
BTBD8_BTB207300_E1_1137.64,BTBD8,1212,3283
TRIM71_2607.106,TRIM71,583,1593
STAT5B_E9_176.6,STAT5B,1142,3175
OVOL1_E4_47.1,OVOL1,1491,3064
ZBTB18_E2_69.6,ZBTB18,2147,5901
ZSCAN32_E7_555.45,ZSCAN32,1009,2653
IRF6_E3_156.17,IRF6,1129,2820
ADAM32_2364.156,ADAM32,1377,3420
ZNF248_E6_1053.84,ZNF248,1047,2776
ZNF726_E4_1281.76,ZNF726,2123,5226
PhIP_BD2_e35_80.3,PhIP,1529,3455
ZBTB26_E2_300.20,ZBTB26,919,1809
RPS6KA6_PKc_E7_107,RPS6KA6,393,913
FBXO8_960.65,FBXO8,655,1231
DPYSL3_2055.316,DPYSL3,1500,3482
ZBTB11_E8_118.7,ZBTB11,484,889
FOXJ2_E2_138.8,FOXJ2,657,1529
SLX4_BTB699788_E1_5505.187,SLX4,946,1737
HOXC11_E2_171.13,HOXC11,948,2228
BARD1_2277.137,BARD1,1073,1736
MTA3_E14_128.11,MTA3,1791,4627
EHF_E8_188.12,EHF,2369,4941
PADI4_e15_129.1,PADI4,619,1471
OMA1_1575.44,OMA1,2125,4762
DPYSL5_1695.64,DPYSL5,1666,4149
HECTD1_7833.485,HECTD1,1625,3940
KLF2_E2_75.1,KLF2,2627,6226
TPSD1_729.63,TPSD1,2261,5755
KDM2B_2,KDM2B,574,1345
TBR1_E4_159.11,TBR1,2755,7598
PBRM1_BD1_e3_98.6,PBRM1,2688,5397
BTBD7_BTB268397_E1_3399.48,BTBD7,1269,3108
TRIM16_1695.31,TRIM16,716,1519
ADAMTS5_2793.98,ADAMTS5,2149,4911
neg20,neg20,4839,13097
ZNF189_E3_1161.75,ZNF189,2825,7421
ZNF557_E8_666.16,ZNF557,856,2234
neg22,neg22,4825,14175
MUSK_PKc_E15_647.2,MUSK,2057,5394
MMP16_1824.217,MMP16,1039,2623
USP2_1818.137,USP2,1123,3121
BIRC6_14574.704,BIRC6,1560,3763
PHF19_Phd2_E6_26.0,PHF19,949,3181
USP45_2445.78,USP45,1806,4239
RNF125_699.13,RNF125,911,2108
neg75,neg75,4433,12272
FOXJ3_E4_75.4,FOXJ3,3285,8885
GRK5_PKc_E7_51,GRK5,1780,5003
ZNF615_E7_1578.33,ZNF615,1206,3287
PARP14_Macro10141155_E1_5406.179,PARP14,1935,4944
PRKRIR_E1_80.1,PRKRIR,1447,2215
PRMT8_e5_143.11,PRMT8,1360,3243
INPP5E_1935.25,INPP5E,1694,4663
C9orf3_2460.311,C9orf3,1424,4030
RNF39_1263.219,RNF39,189,667
KMT2C_Phd1_E8_138.3,KMT2C,1230,2694
TRIM38_1398.149,TRIM38,1696,4649
TSHZ1_E2_221.33,TSHZ1,970,2764
CAPN8_2112.65,CAPN8,1650,4002
ZNF157_E4_1023.89,ZNF157,1704,4560
HSF2_E3_128.0,HSF2,2380,5481
PIAS2_1866.187,PIAS2,1600,3231
ZNF510_E6_1272.20,ZNF510,1210,2214
EZH2_SANT2_E11_170.3,EZH2,1259,2499
USP46_1101.86,USP46,1711,4888
AZU1_756.104,AZU1,1593,3685
ZNF582_E5_663.32,ZNF582,1760,3923
MXD4_E4_115.7,MXD4,997,2406
BHLHE40_E3_108.7,BHLHE40,1398,3395
ALX3_E3_42.3,ALX3,500,1367
ZBTB18_BTB23119_E1_1596.1,ZBTB18,1668,4490
TDRD6_tudor15711609_E1_6291.287,TDRD6,1434,3146
CHD3_D_e15_201.10,CHD3,965,2376
TAL2_E1_168.3,TAL2,851,2177
INO80_D_e16_143.11,INO80,1712,3600
ZNRF3_2811.80,ZNRF3,1280,3404
FBXL4_1866.100,FBXL4,1225,2594
TFAP2B_E7_217.25,TFAP2B,493,1370
HAT1_e5_180.4,HAT1,3088,7295
FBXO11_2784.136,FBXO11,803,2464
ARGFX_E4_132.2,ARGFX,1526,3962
