sgRNA,Gene,A2780_Ts18_D0,A2780_Ts18_D10
AAK1_PKc_E2_40.1,AAK1,1343,1424
AAK1_PKc_E3_119.6,AAK1,623,204
AAK1_PKc_E4_109.3,AAK1,671,841
AAK1_PKc_E5_143.1,AAK1,890,523
AAK1_PKc_E6_122,AAK1,924,2431
AAK1_PKc_E7_82.6,AAK1,917,1302
AATK_PKc_E4_36,AATK,409,173
AATK_PKc_E5_119.11,AATK,1085,1750
AATK_PKc_E6_88.9,AATK,1563,1033
AATK_PKc_E7_134.11,AATK,862,167
AATK_PKc_E8_85.7,AATK,1577,403
AATK_PKc_E9_122.1,AATK,1267,675
ABL1_PKc_E4_120.11,ABL1,1029,377
ABL1_PKc_E5_85,ABL1,2689,3323
ABL1_PKc_E6_178.11,ABL1,1453,861
ABL1_PKc_E7_185.15,ABL1,1538,643
ABL1_PKc_E8_153.18,ABL1,2527,653
ABL1_PKc_E9_68,ABL1,2397,505
ABL2_PKc_E10_68.4,ABL2,836,1843
ABL2_PKc_E5_120.8,ABL2,323,56
ABL2_PKc_E6_85.1,ABL2,1038,479
ABL2_PKc_E7_178.9,ABL2,951,412
ABL2_PKc_E8_185,ABL2,645,542
ABL2_PKc_E9_153.7,ABL2,2611,1162
ACVR1_PKc_E10_131,ACVR1,1402,368
ACVR1_PKc_E11_102.2,ACVR1,1610,2398
ACVR1_PKc_E6_40,ACVR1,1379,620
ACVR1_PKc_E7_147.15,ACVR1,1454,242
ACVR1_PKc_E8_276.19,ACVR1,331,315
ACVR1_PKc_E9_198.4,ACVR1,817,2046
ACVR1B_PKc_E10_102.5,ACVR1B,800,387
ACVR1B_PKc_E4_193.4,ACVR1B,1195,1661
ACVR1B_PKc_E5_123.4,ACVR1B,1601,676
ACVR1B_PKc_E6_168.13,ACVR1B,2068,1185
ACVR1B_PKc_E7_157.5,ACVR1B,1233,1367
ACVR1B_PKc_E9_131.14,ACVR1B,896,161
ACVR1C_PKc_E4_193.16,ACVR1C,1157,1359
ACVR1C_PKc_E5_168.6,ACVR1C,911,648
ACVR1C_PKc_E6_157.1,ACVR1C,1173,1396
ACVR1C_PKc_E7_125.7,ACVR1C,630,1917
ACVR1C_PKc_E8_131.1,ACVR1C,1814,1535
ACVR1C_PKc_E9_102.6,ACVR1C,2467,3044
ACVR2A_PKc_E10_131.1,ACVR2A,2395,2774
ACVR2A_PKc_E5_87.3,ACVR2A,763,906
ACVR2A_PKc_E6_144,ACVR2A,359,325
ACVR2A_PKc_E7_146.12,ACVR2A,925,620
ACVR2A_PKc_E8_115.6,ACVR2A,2137,2502
ACVR2A_PKc_E9_139.9,ACVR2A,1561,792
ACVRL1_PKc_E6_147.3,ACVRL1,930,2009
ACVRL1_PKc_E6_147.8,ACVRL1,1529,2368
ACVRL1_PKc_E8_198.28,ACVRL1,431,106
ACVRL1_PKc_E8_198.4,ACVRL1,1617,1741
ACVRL1_PKc_E9_131,ACVRL1,536,747
ACVRL1_PKc_E9_131.6,ACVRL1,1192,885
ADCK1_PKc_E5_159.11,ADCK1,953,837
ADCK1_PKc_E5_159.31,ADCK1,951,302
ADCK1_PKc_E6_159.6,ADCK1,993,601
ADCK1_PKc_E7_117.13,ADCK1,953,579
ADCK1_PKc_E8_150.18,ADCK1,1246,2673
ADCK1_PKc_E9_99.4,ADCK1,1915,1447
ADCK2_PKc_E1_534.7,ADCK2,717,307
ADCK2_PKc_E3_129.17,ADCK2,1333,1154
ADCK2_PKc_E4_96.5,ADCK2,1045,82
ADCK2_PKc_E6_129.2,ADCK2,525,437
ADCK2_PKc_E7_54,ADCK2,1897,1090
ADCK2_PKc_E8_114.6,ADCK2,1055,1493
ADCK3_PKc_E10_94.9,ADCK3,1139,759
ADCK3_PKc_E11_142.6,ADCK3,1084,1091
ADCK3_PKc_E12_108.8,ADCK3,1405,891
ADCK3_PKc_E13_66.1,ADCK3,1243,1524
ADCK3_PKc_E8_141.23,ADCK3,1216,1357
ADCK3_PKc_E9_82.2,ADCK3,2292,2524
ADCK4_PKc_E10_94.6,ADCK4,420,114
ADCK4_PKc_E12_108.1,ADCK4,470,103
ADCK4_PKc_E13_66.2,ADCK4,1763,1676
ADCK4_PKc_E14_87.6,ADCK4,1615,949
ADCK4_PKc_E8_141.12,ADCK4,1104,842
ADCK4_PKc_E9_82.4,ADCK4,1115,378
ADCK5_PKc_E10_82.1,ADCK5,1361,2510
ADCK5_PKc_E11_79.1,ADCK5,1549,764
ADCK5_PKc_E12_52.5,ADCK5,557,445
ADCK5_PKc_E7_114.17,ADCK5,1428,1117
ADCK5_PKc_E8_132.7,ADCK5,1395,423
ADCK5_PKc_E9_84.2,ADCK5,1102,550
ADRBK1_PKc_E10_79.2,ADRBK1,1379,2607
ADRBK1_PKc_E11_131.9,ADRBK1,1105,403
ADRBK1_PKc_E12_95.3,ADRBK1,818,948
ADRBK1_PKc_E13_108.17,ADRBK1,2361,3059
ADRBK1_PKc_E8_80.4,ADRBK1,464,105
ADRBK1_PKc_E9_100.8,ADRBK1,1771,882
ADRBK2_PKc_E10_79.5,ADRBK2,324,34
ADRBK2_PKc_E11_131.8,ADRBK2,1603,2477
ADRBK2_PKc_E12_95.1,ADRBK2,1900,1144
ADRBK2_PKc_E13_108.5,ADRBK2,1272,589
ADRBK2_PKc_E8_92.2,ADRBK2,821,522
ADRBK2_PKc_E9_100.2,ADRBK2,2162,2854
AK1_PKc_E3_28,AK1,1378,599
AK1_PKc_E3_28.1,AK1,640,1045
AK1_PKc_E4_164.19,AK1,1818,371
AK1_PKc_E4_164.27,AK1,2818,352
AK1_PKc_E5_117.13,AK1,1022,2869
AK1_PKc_E5_117.2,AK1,1067,191
AK2_PKc_E6_159,AK2,1534,1970
AK2_PKc_E6_159.16,AK2,1374,545
AK2_PKc_E6_159.17,AK2,807,632
AK2_PKc_E6_159.19,AK2,1429,2710
AK2_PKc_E6_159.21,AK2,903,10
AK2_PKc_E6_159.6,AK2,14,21
AK3_PKc_E1_127.14,AK3,1480,1429
AK3_PKc_E1_127.18,AK3,935,597
AK3_PKc_E2_120.3,AK3,1976,2175
AK3_PKc_E3_173.2,AK3,1340,1537
AK3_PKc_E4_119.7,AK3,1053,1070
AK3_PKc_E5_40,AK3,423,9
AKT1_PKc_E10_129.13,AKT1,1408,1492
AKT1_PKc_E5_66.5,AKT1,864,319
AKT1_PKc_E6_132.15,AKT1,953,63
AKT1_PKc_E7_66.3,AKT1,811,393
AKT1_PKc_E8_69.2,AKT1,1463,550
AKT1_PKc_E9_126.3,AKT1,880,471
AKT2_PKc_E10_129.1,AKT2,758,941
AKT2_PKc_E11_215.3,AKT2,395,30
AKT2_PKc_E6_120.14,AKT2,1045,1286
AKT2_PKc_E7_66.3,AKT2,568,333
AKT2_PKc_E8_69.8,AKT2,2648,2086
AKT2_PKc_E9_123.8,AKT2,1333,456
AKT3_PKc_E10_215.1,AKT3,412,127
AKT3_PKc_E4_36,AKT3,1211,498
AKT3_PKc_E5_132.2,AKT3,1764,912
AKT3_PKc_E7_69.7,AKT3,3105,4684
AKT3_PKc_E8_123.3,AKT3,1795,390
AKT3_PKc_E9_129.5,AKT3,1331,294
ALK_PKc_E20_35,ALK,2281,2603
ALK_PKc_E21_91.12,ALK,532,677
ALK_PKc_E22_65.1,ALK,720,224
ALK_PKc_E23_130,ALK,3119,2940
ALK_PKc_E24_98.8,ALK,1799,2346
ALK_PKc_E25_93.7,ALK,2024,950
AMHR2_PKc_E10_137.5,AMHR2,2060,1437
AMHR2_PKc_E11_108.5,AMHR2,1480,1365
AMHR2_PKc_E6_231.14,AMHR2,583,131
AMHR2_PKc_E7_115.1,AMHR2,1533,1961
AMHR2_PKc_E8_173.31,AMHR2,2537,702
AMHR2_PKc_E9_148.14,AMHR2,516,198
ANKK1_PKc_E1_113.15,ANKK1,1099,597
ANKK1_PKc_E1_113.4,ANKK1,2724,1974
ANKK1_PKc_E2_295.2,ANKK1,1365,598
ANKK1_PKc_E3_152.22,ANKK1,1146,969
ANKK1_PKc_E5_156.2,ANKK1,721,447
ANKK1_PKc_E6_41,ANKK1,1413,3543
ARAF_PKc_E10_152.4,ARAF,1811,3869
ARAF_PKc_E10_152.5,ARAF,1031,2011
ARAF_PKc_E11_177.1,ARAF,526,207
ARAF_PKc_E11_177.9,ARAF,640,238
ARAF_PKc_E12_47,ARAF,1054,615
ARAF_PKc_E14_132.7,ARAF,2400,1181
ATM_PKc_E60_115.5,ATM,1310,763
ATM_PKc_E60_115.6,ATM,628,267
ATM_PKc_E61_64,ATM,594,43
ATM_PKc_E61_64.1,ATM,990,286
ATM_PKc_E62_36,ATM,1383,508
ATM_PKc_E62_36.1,ATM,822,307
ATR_PKc_E41_144.3,ATR,926,4
ATR_PKc_E42_151.4,ATR,2282,12
ATR_PKc_E43_157.9,ATR,1787,221
ATR_PKc_E44_154.6,ATR,778,1
ATR_PKc_E45_152,ATR,1115,4
ATR_PKc_E46_46.1,ATR,1482,218
AURKA_PKc_E10_175.19,AURKA,1286,2028
AURKA_PKc_E7_188.1,AURKA,706,1
AURKA_PKc_E7_188.1,AURKA,568,507
AURKA_PKc_E8_139,AURKA,981,249
AURKA_PKc_E8_139.6,AURKA,912,6
AURKA_PKc_E9_149.6,AURKA,1032,681
AURKB_PKc_E5_191.1,AURKB,1629,98
AURKB_PKc_E5_191.2,AURKB,503,1
AURKB_PKc_E6_139.5,AURKB,864,65
AURKB_PKc_E7_149.8,AURKB,1807,1183
AURKB_PKc_E8_175.4,AURKB,671,1
AURKB_PKc_E9_156.14,AURKB,1007,3
AURKC_PKc_E3_191.2,AURKC,1026,1083
AURKC_PKc_E3_191.21,AURKC,442,269
AURKC_PKc_E4_139.1,AURKC,1363,538
AURKC_PKc_E5_149.13,AURKC,258,1110
AURKC_PKc_E6_175.14,AURKC,1058,531
AURKC_PKc_E7_156.13,AURKC,1057,1309
AXL_PKc_E13_31,AXL,351,39
AXL_PKc_E14_78.7,AXL,893,457
AXL_PKc_E15_93.5,AXL,1363,1254
AXL_PKc_E16_122.7,AXL,850,1223
AXL_PKc_E17_110.5,AXL,368,240
AXL_PKc_E18_160.14,AXL,1950,971
BCR_PKc_E1_1278.13,BCR,420,276
BCR_PKc_E1_1278.203,BCR,494,904
BCR_PKc_E1_1278.242,BCR,1140,730
BCR_PKc_E1_1278.57,BCR,1,1
BCR_PKc_E1_1278.9,BCR,504,39
BCR_PKc_E1_1278.96,BCR,1800,635
BLK_PKc_E10_77.4,BLK,1988,2109
BLK_PKc_E11_151.13,BLK,586,64
BLK_PKc_E12_132.4,BLK,1274,1299
BLK_PKc_E13_176.19,BLK,1077,593
BLK_PKc_E8_76.7,BLK,701,719
BLK_PKc_E9_180.11,BLK,1280,1969
BMP2K_PKc_E1_40.1,BMP2K,1568,1266
BMP2K_PKc_E2_119.7,BMP2K,869,145
BMP2K_PKc_E3_106.5,BMP2K,722,660
BMP2K_PKc_E4_143.5,BMP2K,1598,1513
BMP2K_PKc_E5_122.2,BMP2K,1817,1998
BMP2K_PKc_E6_82.7,BMP2K,706,440
BMPR1A_PKc_E10_298,BMPR1A,404,28
BMPR1A_PKc_E10_298.1,BMPR1A,2059,329
BMPR1A_PKc_E11_176.18,BMPR1A,995,204
BMPR1A_PKc_E11_176.4,BMPR1A,1759,2818
BMPR1A_PKc_E13_99.2,BMPR1A,496,535
BMPR1A_PKc_E13_99.3,BMPR1A,829,845
BMPR1B_PKc_E10_131.6,BMPR1B,2531,1929
BMPR1B_PKc_E11_123.7,BMPR1B,1881,4645
BMPR1B_PKc_E7_187.11,BMPR1B,1055,315
BMPR1B_PKc_E7_187.4,BMPR1B,994,306
BMPR1B_PKc_E8_298.19,BMPR1B,2517,1911
BMPR1B_PKc_E9_176,BMPR1B,2395,791
BMPR2_PKc_E10_137.6,BMPR2,1451,2534
BMPR2_PKc_E11_99.2,BMPR2,1194,2336
BMPR2_PKc_E6_231,BMPR2,1105,265
BMPR2_PKc_E6_231.14,BMPR2,174,68
BMPR2_PKc_E7_115.4,BMPR2,1892,750
BMPR2_PKc_E7_115.6,BMPR2,1247,873
BRAF_PKc_E12_85.2,BRAF,1139,382
BRAF_PKc_E13_177.6,BRAF,1038,133
BRAF_PKc_E14_47.1,BRAF,2253,807
BRAF_PKc_E15_119.2,BRAF,1819,151
BRAF_PKc_E16_132.5,BRAF,1067,856
BRAF_PKc_E17_135,BRAF,431,92
BRSK1_PKc_E1_43.4,BRSK1,1117,3006
BRSK1_PKc_E2_95.4,BRSK1,1228,520
BRSK1_PKc_E3_86,BRSK1,916,429
BRSK1_PKc_E4_141.5,BRSK1,760,1012
BRSK1_PKc_E5_117.2,BRSK1,770,1008
BRSK1_PKc_E6_34,BRSK1,822,787
BRSK2_PKc_E1_43.7,BRSK2,505,207
BRSK2_PKc_E2_95.4,BRSK2,1089,559
BRSK2_PKc_E3_86.2,BRSK2,821,1441
BRSK2_PKc_E4_141.11,BRSK2,309,3
BRSK2_PKc_E5_117.9,BRSK2,925,380
BRSK2_PKc_E6_34.3,BRSK2,1655,1035
BTK_PKc_E14_161.16,BTK,1894,972
BTK_PKc_E15_217.14,BTK,1734,830
BTK_PKc_E16_65,BTK,1345,714
BTK_PKc_E17_119.1,BTK,1457,668
BTK_PKc_E18_158.4,BTK,2603,3226
BTK_PKc_E19_48,BTK,252,49
BUB1_PKc_E20_108.7,BUB1,864,748
BUB1_PKc_E21_162.7,BUB1,556,99
BUB1_PKc_E22_158.8,BUB1,2833,1735
BUB1_PKc_E23_172.2,BUB1,1566,381
BUB1_PKc_E24_107,BUB1,1501,1126
BUB1_PKc_E25_157.4,BUB1,1911,22
BUB1B_PKc_E17_37,BUB1B,1796,1095
BUB1B_PKc_E18_101.2,BUB1B,541,232
BUB1B_PKc_E19_150.8,BUB1B,1004,245
BUB1B_PKc_E20_143.5,BUB1B,1411,632
BUB1B_PKc_E21_172.12,BUB1B,1629,120
BUB1B_PKc_E22_107.9,BUB1B,1754,1085
CAMK1_PKc_E2_38,CAMK1,1101,724
CAMK1_PKc_E3_132.17,CAMK1,551,105
CAMK1_PKc_E4_75.9,CAMK1,2638,1355
CAMK1_PKc_E5_139,CAMK1,934,1464
CAMK1_PKc_E6_127.1,CAMK1,2752,1269
CAMK1_PKc_E7_76.4,CAMK1,1646,1034
CAMK1D_PKc_E1_59,CAMK1D,1516,695
CAMK1D_PKc_E2_132.3,CAMK1D,322,347
CAMK1D_PKc_E3_75.1,CAMK1D,2435,1484
CAMK1D_PKc_E4_139.1,CAMK1D,693,711
CAMK1D_PKc_E5_127.8,CAMK1D,2305,694
CAMK1D_PKc_E6_76.2,CAMK1D,1687,5330
CAMK1G_PKc_E10_82,CAMK1G,2680,451
CAMK1G_PKc_E10_82.8,CAMK1G,557,8
CAMK1G_PKc_E2_38,CAMK1G,1154,1395
CAMK1G_PKc_E2_38.1,CAMK1G,793,4626
CAMK1G_PKc_E3_129.2,CAMK1G,1339,777
CAMK1G_PKc_E3_129.8,CAMK1G,387,21
CAMK2A_PKc_E2_95,CAMK2A,691,1818
CAMK2A_PKc_E3_60,CAMK2A,1467,850
CAMK2A_PKc_E4_55.3,CAMK2A,3759,2546
CAMK2A_PKc_E5_66.6,CAMK2A,973,1180
CAMK2A_PKc_E6_73.3,CAMK2A,2735,1278
CAMK2A_PKc_E7_103.16,CAMK2A,2057,1717
CAMK2B_PKc_E1_32,CAMK2B,1488,2939
CAMK2B_PKc_E2_95.3,CAMK2B,1295,766
CAMK2B_PKc_E3_60.2,CAMK2B,1564,2077
CAMK2B_PKc_E4_55,CAMK2B,1893,402
CAMK2B_PKc_E5_66.1,CAMK2B,791,1302
CAMK2B_PKc_E6_73.6,CAMK2B,2143,527
CAMK2D_PKc_E1_32,CAMK2D,1375,284
CAMK2D_PKc_E2_95.4,CAMK2D,1826,2181
CAMK2D_PKc_E3_60,CAMK2D,515,220
CAMK2D_PKc_E4_55.2,CAMK2D,1784,2021
CAMK2D_PKc_E5_66,CAMK2D,436,49
CAMK2D_PKc_E6_73.1,CAMK2D,905,946
CAMK2G_PKc_E1_32.1,CAMK2G,856,640
CAMK2G_PKc_E2_95.4,CAMK2G,924,1931
CAMK2G_PKc_E3_60.2,CAMK2G,297,232
CAMK2G_PKc_E4_55.3,CAMK2G,2129,124
CAMK2G_PKc_E5_66.2,CAMK2G,606,135
CAMK2G_PKc_E6_73.1,CAMK2G,1471,870
CAMK4_PKc_E1_38.2,CAMK4,1246,1106
CAMK4_PKc_E2_79.4,CAMK4,503,510
CAMK4_PKc_E3_63,CAMK4,1171,1833
CAMK4_PKc_E4_83.1,CAMK4,1772,1405
CAMK4_PKc_E5_73.1,CAMK4,1385,1445
CAMK4_PKc_E6_91.4,CAMK4,1569,1222
CAMKK1_PKc_E3_30,CAMKK1,1476,776
CAMKK1_PKc_E4_54.2,CAMKK1,1434,464
CAMKK1_PKc_E5_52,CAMKK1,908,488
CAMKK1_PKc_E6_134.7,CAMKK1,904,282
CAMKK1_PKc_E7_37,CAMKK1,1410,1397
CAMKK1_PKc_E9_89.4,CAMKK1,3036,731
CAMKK2_PKc_E3_36,CAMKK2,2759,1591
CAMKK2_PKc_E4_54,CAMKK2,2360,1352
CAMKK2_PKc_E5_52.1,CAMKK2,616,1707
CAMKK2_PKc_E6_134.7,CAMKK2,414,7
CAMKK2_PKc_E7_37.3,CAMKK2,1,1
CAMKK2_PKc_E9_89.6,CAMKK2,935,53
CAMKV_PKc_E3_132.12,CAMKV,1496,744
CAMKV_PKc_E3_132.8,CAMKV,938,521
CAMKV_PKc_E4_75.2,CAMKV,881,164
CAMKV_PKc_E4_75.5,CAMKV,1407,928
CAMKV_PKc_E5_139.14,CAMKV,1758,467
CAMKV_PKc_E6_121.12,CAMKV,1941,1259
CASK_PKc_E3_106,CASK,1789,3600
CASK_PKc_E3_106.2,CASK,1491,633
CASK_PKc_E5_73,CASK,2397,2322
CASK_PKc_E5_73.1,CASK,558,43
CASK_PKc_E6_103.2,CASK,1036,1680
CASK_PKc_E8_123.4,CASK,1553,560
CDC42BPA_PKc_E1_169.4,CDC42BPA,1895,834
CDC42BPA_PKc_E2_92.2,CDC42BPA,820,2339
CDC42BPA_PKc_E3_84,CDC42BPA,496,2355
CDC42BPA_PKc_E4_96,CDC42BPA,983,2785
CDC42BPA_PKc_E5_149.8,CDC42BPA,1495,952
CDC42BPA_PKc_E6_94.3,CDC42BPA,1958,1139
CDC42BPB_PKc_E1_169.12,CDC42BPB,1547,973
CDC42BPB_PKc_E2_92.2,CDC42BPB,1980,465
CDC42BPB_PKc_E3_84.2,CDC42BPB,1581,1819
CDC42BPB_PKc_E4_96.3,CDC42BPB,809,776
CDC42BPB_PKc_E5_149.5,CDC42BPB,258,44
CDC42BPB_PKc_E6_94.2,CDC42BPB,731,302
CDC42BPG_PKc_E2_48.1,CDC42BPG,986,273
CDC42BPG_PKc_E3_84.3,CDC42BPG,2146,525
CDC42BPG_PKc_E4_96.3,CDC42BPG,587,5
CDC42BPG_PKc_E5_149.5,CDC42BPG,564,41
CDC42BPG_PKc_E6_94.3,CDC42BPG,1374,3024
CDC42BPG_PKc_E7_201.27,CDC42BPG,271,222
CDC7_PKc_E3_34,CDC7,762,447
CDC7_PKc_E4_136.1,CDC7,1122,255
CDC7_PKc_E5_94.1,CDC7,1288,381
CDC7_PKc_E6_143.7,CDC7,392,1
CDC7_PKc_E7_250.6,CDC7,1256,647
CDC7_PKc_E8_96.2,CDC7,609,224
CDK1_PKc_E2_37.1,CDK1,1938,2464
CDK1_PKc_E4_124.1,CDK1,1670,250
CDK1_PKc_E6_164,CDK1,777,155
CDK10_PKc_E2_70.1,CDK10,716,138
CDK10_PKc_E3_72.5,CDK10,584,659
CDK10_PKc_E4_103.11,CDK10,2053,2676
CDK10_PKc_E5_82.4,CDK10,867,516
CDK10_PKc_E6_68.2,CDK10,209,338
CDK10_PKc_E7_53.1,CDK10,1380,453
CDK11A_PKc_E13_122.13,CDK11A,1543,1905
CDK11A_PKc_E13_122.15,CDK11A,1045,835
CDK11A_PKc_E14_106.1,CDK11A,606,270
CDK11A_PKc_E15_122.4,CDK11A,1078,2391
CDK11A_PKc_E16_108.16,CDK11A,975,1
CDK11A_PKc_E18_149.14,CDK11A,2252,5848
CDK11B_PKc_E13_122.7,CDK11B,407,197
CDK11B_PKc_E14_106.1,CDK11B,1033,1
CDK11B_PKc_E15_122.1,CDK11B,963,31
CDK11B_PKc_E16_108.16,CDK11B,308,1
CDK11B_PKc_E17_117.11,CDK11B,1969,3613
CDK11B_PKc_E18_149.2,CDK11B,1111,1236
CDK12_PKc_E4_94.7,CDK12,1535,7
CDK12_PKc_E5_171.8,CDK12,911,219
CDK12_PKc_E6_190.11,CDK12,801,876
CDK12_PKc_E7_57,CDK12,2432,3499
CDK12_PKc_E8_102.1,CDK12,1204,1
CDK12_PKc_E9_78.1,CDK12,1165,1051
CDK13_PKc_E4_94.2,CDK13,1610,1235
CDK13_PKc_E5_171,CDK13,533,1400
CDK13_PKc_E6_190.2,CDK13,1892,1499
CDK13_PKc_E7_57,CDK13,1554,679
CDK13_PKc_E8_102.1,CDK13,2233,1355
CDK13_PKc_E9_78.2,CDK13,1149,439
CDK14_PKc_E4_80.5,CDK14,1780,1483
CDK14_PKc_E5_80.5,CDK14,1515,1111
CDK14_PKc_E6_95.1,CDK14,2274,1227
CDK14_PKc_E7_63.2,CDK14,3225,3667
CDK14_PKc_E8_124.5,CDK14,454,71
CDK14_PKc_E9_121.7,CDK14,1213,1619
CDK15_PKc_E3_65.5,CDK15,1454,4080
CDK15_PKc_E4_80.2,CDK15,3177,5399
CDK15_PKc_E5_95.2,CDK15,668,794
CDK15_PKc_E6_63.4,CDK15,1048,1436
CDK15_PKc_E7_124.3,CDK15,764,1015
CDK15_PKc_E8_121,CDK15,1465,2229
CDK16_PKc_E10_121.7,CDK16,834,157
CDK16_PKc_E5_36,CDK16,1870,1114
CDK16_PKc_E6_115.13,CDK16,995,1041
CDK16_PKc_E7_95.4,CDK16,2402,1470
CDK16_PKc_E8_63.4,CDK16,1254,796
CDK16_PKc_E9_124.3,CDK16,1822,2294
CDK17_PKc_E10_124.1,CDK17,2187,3406
CDK17_PKc_E11_121.4,CDK17,2260,2748
CDK17_PKc_E6_48.2,CDK17,1908,4358
CDK17_PKc_E7_115.3,CDK17,957,715
CDK17_PKc_E8_95.2,CDK17,897,311
CDK17_PKc_E9_63.2,CDK17,1187,2081
CDK18_PKc_E10_121.12,CDK18,1189,1858
CDK18_PKc_E5_45,CDK18,463,291
CDK18_PKc_E6_115.5,CDK18,133,8
CDK18_PKc_E7_95.9,CDK18,1479,1470
CDK18_PKc_E8_63.3,CDK18,1165,123
CDK18_PKc_E9_124.19,CDK18,1715,2911
CDK2_PKc_E1_116.9,CDK2,135,20
CDK2_PKc_E2_78.3,CDK2,1071,5
CDK2_PKc_E3_121.2,CDK2,728,127
CDK2_PKc_E4_171.1,CDK2,1669,247
CDK2_PKc_E5_102.12,CDK2,1013,65
CDK2_PKc_E6_204.3,CDK2,958,796
CDK20_PKc_E1_75.1,CDK20,510,280
CDK20_PKc_E2_114.2,CDK20,773,971
CDK20_PKc_E3_189.5,CDK20,692,1373
CDK20_PKc_E4_122.2,CDK20,1640,1686
CDK20_PKc_E5_63.6,CDK20,1558,1839
CDK20_PKc_E6_124.5,CDK20,1551,462
CDK3_PKc_E2_116.4,CDK3,1629,446
CDK3_PKc_E3_78.3,CDK3,1464,672
CDK3_PKc_E4_121,CDK3,1517,911
CDK3_PKc_E5_171.11,CDK3,1373,225
CDK3_PKc_E6_102,CDK3,1198,309
CDK3_PKc_E7_204.1,CDK3,1887,1854
CDK4_PKc_E2_206.14,CDK4,990,33
CDK4_PKc_E3_136.21,CDK4,637,3
CDK4_PKc_E4_168.12,CDK4,2287,144
CDK4_PKc_E5_110.4,CDK4,893,3
CDK4_PKc_E6_51,CDK4,602,35
CDK4_PKc_E7_136.28,CDK4,295,53
CDK5_PKc_E1_37.2,CDK5,1144,1651
CDK5_PKc_E2_89.3,CDK5,1140,386
CDK5_PKc_E3_68,CDK5,236,48
CDK5_PKc_E5_57.1,CDK5,2027,1632
CDK5_PKc_E6_96.4,CDK5,1176,1871
CDK5_PKc_E7_75.5,CDK5,883,121
CDK6_PKc_E2_203.31,CDK6,1108,1394
CDK6_PKc_E3_136.2,CDK6,699,490
CDK6_PKc_E4_168.11,CDK6,3542,5347
CDK6_PKc_E5_110.8,CDK6,452,271
CDK6_PKc_E6_51.2,CDK6,1338,694
CDK6_PKc_E7_136.3,CDK6,1707,1385
CDK7_PKc_E1_48,CDK7,1526,381
CDK7_PKc_E2_60.3,CDK7,1423,2
CDK7_PKc_E4_68.3,CDK7,1188,875
CDK7_PKc_E5_69.2,CDK7,689,1110
CDK7_PKc_E6_111.3,CDK7,1145,1
CDK7_PKc_E7_119.11,CDK7,831,399
CDK9_PKc_E1_77.1,CDK9,1793,603
CDK9_PKc_E1_77.4,CDK9,1620,980
CDK9_PKc_E4_167.13,CDK9,2726,2059
CDK9_PKc_E6_149.13,CDK9,1361,429
CDK9_PKc_E7_192.9,CDK9,1266,1858
CDKL1_PKc_E1_165.12,CDKL1,1175,1279
CDKL1_PKc_E2_122,CDKL1,1108,3486
CDKL1_PKc_E3_73.1,CDKL1,1084,501
CDKL1_PKc_E4_91.3,CDKL1,1871,1131
CDKL1_PKc_E5_201.9,CDKL1,1858,2282
CDKL1_PKc_E6_83.1,CDKL1,1094,1625
CDKL2_PKc_E2_165.1,CDKL2,1575,1040
CDKL2_PKc_E3_195.7,CDKL2,1301,898
CDKL2_PKc_E4_179.16,CDKL2,984,170
CDKL2_PKc_E5_113.6,CDKL2,734,721
CDKL2_PKc_E6_140,CDKL2,1039,1536
CDKL2_PKc_E7_66.4,CDKL2,970,177
CDKL3_PKc_E2_162.7,CDKL3,1600,1786
CDKL3_PKc_E3_195.2,CDKL3,1560,919
CDKL3_PKc_E4_179.6,CDKL3,942,197
CDKL3_PKc_E5_113.2,CDKL3,669,527
CDKL3_PKc_E6_140.5,CDKL3,1325,1365
CDKL3_PKc_E7_66.1,CDKL3,1137,372
CDKL4_PKc_E1_165.9,CDKL4,1860,2403
CDKL4_PKc_E2_122,CDKL4,1429,574
CDKL4_PKc_E3_73,CDKL4,1800,947
CDKL4_PKc_E4_91.2,CDKL4,856,554
CDKL4_PKc_E5_198.19,CDKL4,1476,187
CDKL4_PKc_E6_83.2,CDKL4,777,453
CDKL5_PKc_E2_34,CDKL5,2760,5999
CDKL5_PKc_E3_35,CDKL5,3394,3581
CDKL5_PKc_E4_46,CDKL5,1141,401
CDKL5_PKc_E5_137.5,CDKL5,1769,2083
CDKL5_PKc_E6_121.2,CDKL5,2399,1457
CDKL5_PKc_E7_60,CDKL5,2360,5233
CHEK1_PKc_E2_65.4,CHEK1,1175,82
CHEK1_PKc_E3_224.1,CHEK1,1855,344
CHEK1_PKc_E4_65.6,CHEK1,1059,2
CHEK1_PKc_E5_70.1,CHEK1,608,2
CHEK1_PKc_E6_189.6,CHEK1,1336,354
CHEK1_PKc_E7_105.1,CHEK1,2311,1
CHEK2_PKc_E10_87.3,CHEK2,1117,486
CHEK2_PKc_E5_47.1,CHEK2,1388,1244
CHEK2_PKc_E6_109.1,CHEK2,805,612
CHEK2_PKc_E7_54.1,CHEK2,706,259
CHEK2_PKc_E8_62.1,CHEK2,1149,739
CHEK2_PKc_E9_100.2,CHEK2,586,1500
CHUK_PKc_E1_63.6,CHUK,1611,1378
CHUK_PKc_E2_95.2,CHUK,1963,1945
CHUK_PKc_E3_115,CHUK,722,1127
CHUK_PKc_E4_70.2,CHUK,613,385
CHUK_PKc_E5_89,CHUK,806,704
CHUK_PKc_E6_90.5,CHUK,897,472
