Gene	sgRNA	Ts10|beta	Ts10|z	Ts10|p-value	Ts10|fdr	Ts10|wald-p-value	Ts10|wald-fdr
AAK1	6	-0.53614	-1.2418	0.32708	0.84	0.2143	0.66759
AATK	6	-1.2977	-2.872	0.019625	0.29583	0.0040786	0.086911
ABL1	6	0.3503	1.0099	0.44397	0.88292	0.31253	0.66954
ABL2	6	0.39178	1.2585	0.3851	0.86361	0.20822	0.66759
ACVR1	6	1.0189	1.0096	0.024175	0.31136	0.31268	0.66954
ACVR1B	6	-0.12866	-0.34425	0.85154	0.98845	0.73066	0.88169
ACVR1C	6	0.22928	0.58441	0.60865	0.93089	0.55894	0.80119
ACVR2A	6	0.20438	0.40814	0.64249	0.94254	0.68317	0.85664
ACVRL1	6	-0.5464	-1.7746	0.31968	0.83826	0.075963	0.52267
ADCK1	6	-0.5797	-1.413	0.29437	0.82809	0.15767	0.66759
ADCK2	6	0.36751	0.74665	0.41809	0.87403	0.45527	0.73927
ADCK3	6	-0.72859	-1.4486	0.18714	0.7163	0.14745	0.66759
ADCK4	6	-0.10231	-0.22698	0.8905	0.98867	0.82044	0.92629
ADCK5	6	-0.14788	-0.30926	0.82167	0.98327	0.75713	0.89331
ADRBK1	6	-0.32489	-0.71584	0.55973	0.91577	0.47409	0.74895
ADRBK2	6	1.0442	1.1668	0.0219	0.30435	0.24327	0.66759
AK1	6	-0.55507	-1.4	0.31342	0.83044	0.16152	0.66759
AK2	6	0.092476	0.19927	0.80688	0.97832	0.84205	0.93603
AK3	6	-0.19659	-0.7224	0.74545	0.96113	0.47005	0.74715
AKT1	6	-0.63059	-1.4847	0.25341	0.79045	0.13762	0.66759
AKT2	6	-0.16476	-0.77229	0.79693	0.97602	0.43994	0.73068
AKT3	6	0.73912	1.3149	0.10836	0.61415	0.18853	0.66759
ALK	6	-0.38961	-1.0919	0.47497	0.89162	0.27487	0.66759
AMHR2	6	-1.1437	-2.5805	0.040102	0.40517	0.0098644	0.1508
ANKK1	6	0.42795	0.91761	0.34784	0.8527	0.35882	0.68554
ARAF	6	0.13839	0.276	0.73493	0.96113	0.78255	0.90597
ATM	6	-0.12139	-0.37485	0.86121	0.98867	0.70777	0.86963
ATR	6	-0.50504	-1.1116	0.35239	0.85316	0.2663	0.66759
AURKA	6	-0.86866	-1.6885	0.11633	0.62538	0.091313	0.57026
AURKB	6	-1.4522	-2.7499	0.011377	0.22727	0.0059613	0.11208
AURKC	6	0.063268	0.12775	0.85011	0.98845	0.89834	0.96181
AXL	6	-0.65106	-1.7116	0.23493	0.76695	0.086966	0.55594
BCR	6	0.73924	1.0521	0.10836	0.61415	0.29275	0.6695
BLK	6	-0.1105	-0.24894	0.87656	0.98867	0.80341	0.91803
BMP2K	6	-0.66035	-1.5698	0.22924	0.75539	0.11645	0.6489
BMPR1A	6	-0.91909	-2.1727	0.098692	0.58883	0.029801	0.31325
BMPR1B	6	0.23454	0.78746	0.59926	0.93089	0.43101	0.72322
BMPR2	6	0.18425	0.45594	0.66268	0.94386	0.64844	0.84222
BRAF	6	0.14084	0.3127	0.73237	0.96113	0.75451	0.89232
BRSK1	6	0.85016	1.2943	0.0657	0.5	0.19556	0.66759
BRSK2	6	-1.2284	-3.0116	0.028726	0.34589	0.0025988	0.063455
BTK	6	-0.73891	-1.6164	0.17947	0.70661	0.10601	0.6179
BUB1	6	-1.1081	-2.4729	0.045791	0.42744	0.013403	0.18239
BUB1B	6	-1.086	-3.1199	0.050626	0.45524	0.0018092	0.04931
CAMK1	6	-0.3541	-0.77483	0.51706	0.906	0.43844	0.72921
CAMK1D	6	0.45936	1.0258	0.31115	0.83005	0.305	0.6695
CAMK1G	6	-0.3234	-0.77021	0.56229	0.91825	0.44117	0.73163
CAMK2A	6	0.02611	0.071255	0.90927	0.98867	0.9432	0.9826
CAMK2B	6	-0.20328	-0.43848	0.73862	0.96113	0.66104	0.84992
CAMK2D	6	-0.49268	-1.4004	0.36291	0.85695	0.16138	0.66759
CAMK2G	6	-0.57609	-1.3487	0.29636	0.82809	0.17745	0.66759
CAMK4	6	0.09107	0.20295	0.80859	0.97832	0.83917	0.93485
CAMKK1	6	0.89063	1.1032	0.052901	0.46384	0.26995	0.66759
CAMKK2	6	-0.28597	-0.72166	0.61547	0.93196	0.4705	0.7472
CAMKV	6	-1.2192	-2.7302	0.029579	0.35135	0.0063294	0.11412
CASK	6	1.2333	0.95101	0.0062571	0.16418	0.3416	0.6849
CDC42BPA	6	-0.18681	-0.50382	0.76507	0.9694	0.61439	0.82079
CDC42BPB	6	0.26038	0.62317	0.55916	0.91577	0.53317	0.787
CDC42BPG	6	0.23715	0.54221	0.59528	0.93089	0.58768	0.81299
CDC7	6	-0.72628	-1.4029	0.188	0.71692	0.16064	0.66759
CDK1	8	-1.1745	-3.0201	0.016496	0.28365	0.0025272	0.06302
CDK10	6	0.58217	0.89389	0.19795	0.73053	0.37138	0.68879
CDK11A	6	-0.48758	-1.243	0.36689	0.85695	0.21388	0.66759
CDK11B	6	-1.4969	-2.6815	0.0091013	0.2	0.007329	0.1263
CDK12	6	-1.2507	-2.7251	0.025313	0.31786	0.0064286	0.11474
CDK13	6	0.035774	0.11854	0.8942	0.98867	0.90564	0.96537
CDK14	6	-0.1032	-0.22527	0.88908	0.98867	0.82177	0.92629
CDK15	6	-0.38532	-0.95472	0.48151	0.89357	0.33972	0.6849
CDK16	6	-0.35522	-1.581	0.51564	0.906	0.11388	0.64166
CDK17	6	0.41375	0.76564	0.3632	0.85695	0.44389	0.73197
CDK18	6	-1.2057	-2.8893	0.03157	0.36513	0.0038612	0.08485
CDK2	6	-1.1784	-2.5428	0.034699	0.37538	0.010997	0.16246
CDK20	6	0.12298	0.31012	0.76308	0.96898	0.75647	0.89313
CDK3	6	0.069316	0.17201	0.84243	0.98668	0.86343	0.94866
CDK4	6	-2.5945	-4.7091	0.00085324	0.042857	2.4886e-06	0.00023026
CDK5	6	0.42533	0.8699	0.35125	0.8529	0.38436	0.6958
CDK6	6	-0.7595	-2.0261	0.16695	0.69385	0.042755	0.38641
CDK7	6	-1.4449	-3.1124	0.011661	0.22778	0.0018556	0.049921
CDK9	11	-1.6514	-4.902	0.00056883	0.04	9.4863e-07	0.00010381
CDKL1	6	0.13699	0.4252	0.73805	0.96113	0.67069	0.85312
CDKL2	6	-0.22073	-0.62969	0.71416	0.96096	0.52889	0.78299
CDKL3	6	0.19442	0.52521	0.65301	0.94386	0.59943	0.81753
CDKL4	6	-0.38362	-1.2905	0.48237	0.89357	0.19687	0.66759
CDKL5	6	-0.068715	-0.3409	0.938	0.98867	0.73318	0.88169
CHEK1	6	-2.5098	-4.028	0.00085324	0.042857	5.6255e-05	0.0029969
CHEK2	6	0.32705	0.73936	0.47042	0.88937	0.45969	0.74107
CHUK	6	0.29618	0.7908	0.50967	0.90323	0.42906	0.72233
CIT	6	-0.82017	-1.6838	0.13623	0.65847	0.092222	0.57287
CLK1	6	-1.0327	-2.6007	0.059727	0.48499	0.0093028	0.14409
CLK2	6	0.29165	0.63675	0.51735	0.906	0.52429	0.78139
CLK3	6	-0.53429	-1.242	0.32793	0.84	0.21424	0.66759
CLK4	6	0.35152	0.83412	0.4417	0.88152	0.40421	0.70322
CSF1R	6	0.023486	0.069702	0.91496	0.98867	0.94443	0.98325
CSK	6	0.88101	1.1655	0.055745	0.47343	0.24383	0.66759
CSNK1A1	6	0.4096	0.66026	0.36746	0.85695	0.50909	0.77308
CSNK1D	6	-0.57067	-1.8387	0.30091	0.82809	0.065955	0.4875
CSNK1E	6	-0.5956	-1.1382	0.28328	0.82699	0.25505	0.66759
CSNK1G1	6	0.022983	0.068715	0.91553	0.98867	0.94522	0.98325
CSNK1G2	6	-0.48034	-1.0092	0.37656	0.85806	0.31287	0.66954
CSNK1G3	6	-0.028248	-0.069155	0.99858	0.99915	0.94487	0.98325
CSNK2A1	5	-0.50589	-1.2418	0.4178	0.87403	0.21429	0.66759
CSNK2A2	6	-1.4217	-3.5532	0.013083	0.24211	0.00038057	0.014704
DAPK1	6	0.096956	0.24134	0.80063	0.97709	0.80929	0.92026
DAPK2	6	0.6111	1.1621	0.17776	0.70661	0.24518	0.66759
DAPK3	6	-0.25152	-0.88876	0.66837	0.9442	0.37413	0.6899
DCLK1	6	-0.059202	-0.1362	0.95478	0.99086	0.89166	0.9586
DCLK2	6	0.83067	0.98626	0.071672	0.51745	0.32401	0.67942
DCLK3	6	0.32372	0.81426	0.4744	0.8915	0.4155	0.71281
DDR1	6	1.0317	1.1168	0.023891	0.31111	0.2641	0.66759
DDR2	6	0.31009	0.74789	0.49175	0.89877	0.45453	0.73919
DMPK	6	1.0366	1.1049	0.023038	0.31111	0.26922	0.66759
DSTYK	6	-1.0573	-2.4021	0.054892	0.46845	0.016302	0.20918
DYRK1A	6	0.67121	0.90084	0.13709	0.65847	0.36767	0.68717
DYRK1B	6	-0.021404	-0.067413	0.98692	0.99713	0.94625	0.98375
DYRK2	6	-0.13736	-0.32929	0.83504	0.98327	0.74194	0.88489
DYRK3	6	-0.16395	-0.47379	0.79863	0.97602	0.63565	0.83487
DYRK4	6	0.19021	0.71731	0.65813	0.94386	0.47318	0.74866
EEF2K	6	-0.26615	-0.73438	0.64619	0.94254	0.46272	0.74288
EGFR	6	-0.58802	-2.1624	0.28868	0.82809	0.030586	0.31484
EIF2AK1	6	1.1969	1.0319	0.0093857	0.2	0.3021	0.6695
EIF2AK2	6	-0.46347	-1.224	0.39534	0.86522	0.22096	0.66759
EIF2AK3	6	0.80558	1.2829	0.07992	0.54651	0.19952	0.66759
EIF2AK4	12	-0.71466	-2.3744	0.071672	0.51745	0.017577	0.21916
EPHA1	6	0.55512	0.94345	0.21729	0.74537	0.34545	0.6849
EPHA10	6	-0.8192	-1.7991	0.13652	0.65847	0.072004	0.50939
EPHA2	6	-1.1216	-2.6703	0.0438	0.41962	0.0075791	0.1263
EPHA3	6	0.41221	0.93184	0.36462	0.85695	0.35142	0.6849
EPHA4	6	0.48739	0.92617	0.28498	0.82756	0.35436	0.6849
EPHA5	6	0.43708	1.0091	0.33618	0.8461	0.31293	0.66954
EPHA6	6	0.55023	0.90582	0.22213	0.7488	0.36503	0.68684
EPHA7	6	-0.28892	-0.65985	0.61206	0.93089	0.50935	0.77308
EPHA8	6	-0.25749	-0.81548	0.65956	0.94386	0.4148	0.71281
EPHB1	6	0.94185	1.2545	0.040102	0.40517	0.20968	0.66759
EPHB2	6	0.5771	0.79904	0.20193	0.73053	0.42427	0.71994
EPHB3	6	0.23542	0.63167	0.59755	0.93089	0.5276	0.78187
EPHB4	6	-0.48788	-1.2506	0.36689	0.85695	0.21108	0.66759
EPHB6	6	0.0021547	0.0058334	0.94767	0.98874	0.99535	1
ERBB2	6	0.08521	0.22815	0.81712	0.98289	0.81953	0.92629
ERBB3	6	-0.75969	-2.1918	0.16695	0.69385	0.028397	0.30348
ERBB4	6	-1.3271	-3.1801	0.018203	0.29148	0.0014721	0.043131
ERN1	6	0.010819	0.031362	0.938	0.98867	0.97498	0.99301
FASTK	6	-0.44307	-1.196	0.41581	0.87187	0.23169	0.66759
FER	6	-0.43259	-1.1778	0.42747	0.87573	0.23889	0.66759
FES	6	-0.043902	-0.13099	0.98038	0.99655	0.89578	0.96067
FGFR1	6	0.80423	1.1949	0.080205	0.54651	0.23213	0.66759
FGFR2	6	-0.50029	-1.2624	0.35666	0.85316	0.2068	0.66759
FGFR3	6	-1.2649	-2.7784	0.023322	0.31111	0.0054636	0.10621
FGFR4	6	0.60934	0.84126	0.1789	0.70661	0.4002	0.70111
FGR	6	-0.42369	-0.93132	0.43828	0.88152	0.35169	0.6849
FLT1	6	0.062588	0.17102	0.85125	0.98845	0.86421	0.94866
FLT3	6	0.12739	0.33315	0.7537	0.96434	0.73902	0.88377
FLT4	6	-0.32031	-1.0197	0.56627	0.92187	0.30789	0.6695
FRK	6	-1.133	-2.8124	0.042378	0.41504	0.0049172	0.099399
FYN	6	0.68037	0.95222	0.13311	0.65455	0.34099	0.6849
GAK	6	-0.94772	-2.5191	0.088168	0.56318	0.011766	0.16816
GCK	6	0.136	0.51076	0.73976	0.96113	0.60952	0.82079
GRK4	6	-0.88286	-2.0678	0.11206	0.61659	0.038659	0.36079
GRK5	6	0.083134	0.21674	0.81911	0.98327	0.82841	0.92849
GRK6	6	-0.27792	-0.74242	0.6277	0.9384	0.45783	0.73999
GSG2	6	-0.16594	-0.33857	0.79494	0.97602	0.73494	0.88169
GSK3A	6	0.27025	0.77652	0.5475	0.9114	0.43744	0.72873
GSK3B	6	0.18111	0.63543	0.66752	0.9442	0.52515	0.78139
GUCY2D	6	0.57098	1.1429	0.20705	0.73759	0.25308	0.66759
GUCY2F	6	-0.23672	-0.58631	0.6917	0.9526	0.55767	0.80064
HCK	6	-0.46824	-1.1183	0.39078	0.86522	0.26342	0.66759
HIPK1	6	-0.008082	-0.022348	0.96672	0.99387	0.98217	0.9942
HIPK2	6	0.35508	0.63618	0.43487	0.87924	0.52466	0.78139
HIPK3	6	0.24811	0.69627	0.58077	0.92987	0.48626	0.75828
HIPK4	6	0.030602	0.077139	0.90188	0.98867	0.93851	0.98033
HUNK	6	-0.6025	-1.3413	0.27787	0.82239	0.17982	0.66759
ICK	6	0.40349	0.79655	0.37344	0.85798	0.42572	0.72066
IGF1R	6	-0.093637	-0.29569	0.90387	0.98867	0.76746	0.89821
IKBKB	6	-0.41093	-1.0613	0.45222	0.88827	0.28856	0.6695
IKBKE	6	-1.0584	-1.7525	0.054323	0.46814	0.079694	0.5362
ILK	6	-0.35099	-0.90056	0.52218	0.906	0.36782	0.68717
INSR	6	0.48417	0.88926	0.28925	0.82809	0.37387	0.6899
INSRR	6	-1.3299	-2.6543	0.018203	0.29148	0.0079479	0.12998
IRAK1	6	-0.26904	-0.80581	0.64221	0.94254	0.42035	0.71641
IRAK2	6	0.090407	0.4916	0.81001	0.97836	0.623	0.82411
IRAK3	6	0.46635	0.89459	0.30518	0.82809	0.37101	0.68879
IRAK4	6	-0.35951	-1.0088	0.5091	0.90313	0.31306	0.66954
ITK	6	0.024148	0.047724	0.91382	0.98867	0.96194	0.99007
JAK1	12	0.51291	1.3947	0.11007	0.61599	0.1631	0.66759
JAK2	12	-0.18803	-0.66245	0.6368	0.94076	0.50768	0.77247
JAK3	12	-0.094669	-0.34307	0.83476	0.98327	0.73155	0.88169
KALRN	5	-0.62936	-1.7113	0.30688	0.82809	0.087025	0.55594
KDR	6	0.31211	0.69744	0.48948	0.89682	0.48553	0.7577
KIAA1804	6	-0.2561	-0.92527	0.66041	0.94386	0.35483	0.6849
KIT	6	0.1733	0.54892	0.67747	0.94863	0.58306	0.81173
KSR1	6	-0.19875	-0.49393	0.74431	0.96113	0.62136	0.82361
KSR2	6	-0.091983	-0.26072	0.90671	0.98867	0.79431	0.91208
LATS1	6	0.72355	1.0635	0.11234	0.61719	0.28756	0.6695
LATS2	6	-0.33863	-0.92451	0.54096	0.90918	0.35522	0.6849
LCK	6	0.33535	0.84032	0.46104	0.88871	0.40073	0.70142
LIMK1	6	-0.20756	-0.83831	0.7318	0.96113	0.40186	0.70149
LIMK2	6	-0.50064	-1.2873	0.35637	0.85316	0.198	0.66759
LMTK2	6	-0.36083	-1.2035	0.50825	0.90313	0.22879	0.66759
LMTK3	6	-0.26882	-0.79062	0.64278	0.94254	0.42917	0.72233
LRRK1	6	0.0777	0.17189	0.8285	0.98327	0.86352	0.94866
LRRK2	6	0.25617	0.54681	0.56883	0.92254	0.58451	0.81231
LTK	6	0.076309	0.20385	0.83134	0.98327	0.83847	0.93441
LYN	6	1.009	1.1834	0.026166	0.32624	0.23665	0.66759
MAK	6	0.78244	1.0084	0.08959	0.56351	0.31326	0.66955
MAP2K1	6	0.50985	1.1881	0.26109	0.79481	0.2348	0.66759
MAP2K2	6	-0.96573	-2.0765	0.08248	0.55449	0.037844	0.35769
MAP2K3	6	-0.2359	-0.85496	0.69226	0.9526	0.39258	0.69806
MAP2K4	6	0.048537	0.094327	0.87628	0.98867	0.92485	0.973
MAP2K5	6	0.18126	0.42384	0.66667	0.9442	0.67168	0.85312
MAP2K6	6	0.5059	0.89692	0.26394	0.79692	0.36976	0.6886
MAP2K7	6	0.73594	1.0173	0.1095	0.61599	0.30903	0.6695
MAP3K1	17	0.20356	1.0214	0.43003	0.87703	0.30706	0.6695
MAP3K10	6	-0.51597	-1.7213	0.34073	0.84686	0.085192	0.55145
MAP3K11	6	-0.10747	-0.64873	0.87998	0.98867	0.51651	0.77676
MAP3K12	6	-1.3099	-2.767	0.019056	0.29515	0.0056568	0.10809
MAP3K13	6	0.63463	1.1361	0.16325	0.6924	0.25592	0.66759
MAP3K14	6	-0.55202	-1.744	0.31513	0.83308	0.081168	0.53658
MAP3K2	6	-0.078191	-0.22282	0.92491	0.98867	0.82368	0.92629
MAP3K3	6	-0.10016	-0.22574	0.8942	0.98867	0.8214	0.92629
MAP3K4	6	0.33497	0.7576	0.46104	0.88871	0.44869	0.73596
MAP3K5	6	-0.20166	-0.62171	0.74061	0.96113	0.53414	0.7871
MAP3K6	6	-0.86304	-1.9032	0.1186	0.63142	0.057009	0.45145
MAP3K7	6	0.15599	0.31305	0.70648	0.95686	0.75424	0.8923
MAP3K8	6	-1.0167	-2.738	0.064846	0.5	0.0061816	0.1132
MAP3K9	6	0.10436	0.20499	0.79209	0.97602	0.83758	0.93431
MAP4K1	6	-0.64481	-1.555	0.24005	0.7731	0.11994	0.65053
MAP4K3	6	0.92041	1.2411	0.042662	0.41551	0.21458	0.66759
MAP4K4	6	-0.46341	-1.0608	0.39534	0.86522	0.2888	0.6695
MAP4K5	6	-0.47577	-0.91913	0.38254	0.86262	0.35803	0.68554
MAPK1	6	0.79036	1.1209	0.086462	0.56296	0.26233	0.66759
MAPK10	6	0.026599	0.055075	0.9087	0.98867	0.95608	0.9887
MAPK11	6	0.35386	0.60744	0.43828	0.88152	0.54356	0.794
MAPK12	6	-0.051652	-0.10513	0.96843	0.99445	0.91628	0.97095
MAPK13	6	0.27136	0.77275	0.54522	0.9114	0.43967	0.73056
MAPK14	6	-0.15909	-0.37638	0.80603	0.97832	0.70664	0.86942
MAPK15	6	0.85697	1.1215	0.062856	0.49775	0.26207	0.66759
MAPK3	6	0.10863	0.27327	0.78441	0.97432	0.78464	0.90749
MAPK6	6	0.56746	1.041	0.20876	0.73944	0.29787	0.6695
MAPK7	6	0.18767	0.51686	0.66041	0.94386	0.60526	0.8207
MAPK8	6	-1.2205	-2.4812	0.029295	0.34915	0.013095	0.18237
MAPK9	6	-0.049998	-0.11887	0.96985	0.99504	0.90538	0.96537
MAPKAPK2	6	-0.10837	-0.34236	0.87827	0.98867	0.73208	0.88169
MAPKAPK3	6	0.46324	0.98576	0.30688	0.82809	0.32425	0.67942
MAPKAPK5	6	1.056	1.1548	0.020193	0.29583	0.24819	0.66759
MARK1	6	0.2728	0.60005	0.54266	0.91117	0.54847	0.79707
MARK2	6	-0.45146	-1.9913	0.407	0.87052	0.046451	0.40129
MARK3	6	-0.328	-0.81785	0.55432	0.91245	0.41344	0.71118
MARK4	6	0.2014	0.43131	0.64562	0.94254	0.66624	0.85213
MAST1	6	-0.35081	-1.0646	0.52218	0.906	0.28704	0.6695
MAST2	6	-0.7631	-1.9645	0.16468	0.69341	0.049472	0.41814
MAST3	6	-0.51799	-2.1221	0.33902	0.8461	0.033833	0.33835
MAST4	6	-0.4625	-1.405	0.39619	0.86522	0.16002	0.66759
MASTL	12	-0.85214	-2.4789	0.031854	0.36688	0.01318	0.18237
MATK	6	-0.20524	-0.51891	0.73635	0.96113	0.60382	0.8202
MELK	6	0.25477	0.57271	0.57053	0.92315	0.56684	0.80441
MERTK	6	0.6594	1.078	0.14562	0.67104	0.28103	0.66901
MET	6	-0.47354	-0.9453	0.38311	0.86262	0.34451	0.6849
MINK1	6	-1.0991	-2.61	0.046644	0.43045	0.0090553	0.14214
MKNK1	6	-0.1534	-0.28996	0.81342	0.98113	0.77185	0.90025
MKNK2	6	0.24503	0.54005	0.58447	0.93029	0.58916	0.81299
MLKL	6	0.048751	0.14176	0.87628	0.98867	0.88727	0.95718
MOK	6	-0.041712	-0.099255	0.98407	0.99655	0.92094	0.97238
MOS	6	0.3814	0.74641	0.39903	0.86766	0.45542	0.73927
MST1R	6	-0.20116	-0.64481	0.74118	0.96113	0.51905	0.77776
MTOR	6	-0.80234	-1.5646	0.14477	0.67104	0.11767	0.6495
MUSK	6	0.13197	0.31347	0.74772	0.96195	0.75392	0.8923
MYLK2	6	-0.38039	-0.88115	0.48692	0.8954	0.37824	0.69176
MYLK3	6	0.16735	0.403	0.6897	0.9526	0.68695	0.85958
MYLK4	6	-0.26763	-1.293	0.64448	0.94254	0.19602	0.66759
MYO3A	6	0.13187	0.879	0.74801	0.96196	0.3794	0.69273
MYO3B	6	0.082762	0.21874	0.81997	0.98327	0.82686	0.92806
NEK1	6	-0.038755	-0.122	0.98891	0.998	0.9029	0.96375
NEK10	6	0.22098	0.55104	0.61803	0.93302	0.58161	0.81051
NEK11	6	0.93435	1.0394	0.042093	0.41504	0.29863	0.6695
NEK2	6	0.097082	0.31589	0.80006	0.97674	0.75209	0.89196
NEK3	6	0.0031564	0.0076803	0.94738	0.98874	0.99387	1
NEK4	6	0.34971	1.2308	0.44511	0.88338	0.2184	0.66759
NEK5	6	0.7904	1.3345	0.086462	0.56296	0.18204	0.66759
NEK6	6	-0.6758	-1.5535	0.22071	0.7488	0.12031	0.65053
NEK7	6	-0.080791	-0.24584	0.92321	0.98867	0.80581	0.91868
NEK8	6	0.24959	0.57271	0.57821	0.92831	0.56684	0.80441
NEK9	6	0.69221	0.92435	0.126	0.64203	0.35531	0.6849
NIM1K	6	-0.17061	-0.63699	0.78783	0.97432	0.52413	0.78139
NLK	6	0.2004	0.54036	0.64619	0.94254	0.58895	0.81299
NPR1	6	-1.1061	-2.574	0.046075	0.42744	0.010053	0.15236
NPR2	6	-0.22906	-0.46521	0.70137	0.95397	0.64178	0.83795
NRBP1	6	-0.21377	-0.63305	0.72298	0.96113	0.5267	0.78187
NRBP2	6	-0.067185	-0.15229	0.94056	0.98867	0.87896	0.95306
NRK	6	-0.57392	-1.4365	0.29778	0.82809	0.15085	0.66759
NTRK1	6	-0.33921	-0.95316	0.53953	0.90896	0.34051	0.6849
NTRK2	6	0.099269	0.23277	0.79608	0.97602	0.81594	0.92454
NTRK3	6	-0.27622	-0.94898	0.62969	0.9384	0.34263	0.6849
NUAK1	6	-0.52873	-1.8206	0.33305	0.8461	0.06867	0.49476
NUAK2	6	-1.1902	-2.3676	0.033276	0.36957	0.017903	0.22009
OBSCN	12	-0.56052	-1.8385	0.15813	0.68557	0.065994	0.4875
OXSR1	6	0.59463	1.2093	0.188	0.71692	0.22655	0.66759
PAK1	6	-0.40307	-0.93535	0.45819	0.88871	0.34961	0.6849
PAK2	6	0.22788	0.51386	0.61035	0.93089	0.60735	0.82079
PAK3	6	0.44877	0.86823	0.32452	0.83897	0.38527	0.6958
PAK4	6	-0.85423	-2.4127	0.12173	0.64072	0.015833	0.20542
PAK6	6	-1.1888	-2.3113	0.033845	0.36957	0.020815	0.24233
PAK7	6	-0.4603	-1.0794	0.39818	0.86749	0.2804	0.66839
PASK	6	-0.048029	-0.09975	0.97298	0.99506	0.92054	0.97225
PBK	6	0.19818	0.45426	0.64846	0.94254	0.64964	0.84348
PDGFRA	6	-0.087991	-0.24729	0.91411	0.98867	0.80468	0.91868
PDGFRB	6	-0.57124	-1.419	0.30091	0.82809	0.15589	0.66759
PDIK1L	6	-0.48121	-1.1692	0.37514	0.85806	0.24231	0.66759
PDK1	5	-0.071732	-0.20164	0.93259	0.98867	0.8402	0.93518
PDK2	6	-0.075805	-0.17485	0.9289	0.98867	0.8612	0.94802
PDK3	6	0.23733	0.53612	0.59499	0.93089	0.59188	0.81418
PDK4	6	0.62163	1.0738	0.17235	0.70302	0.28292	0.6694
PDPK1	5	-3.5071	-6.1631	0.00056883	0.04	7.1333e-10	2.5081e-07
PHKG1	6	-0.27171	-0.83796	0.63766	0.94123	0.40205	0.70149
PHKG2	6	0.28802	0.55362	0.52275	0.906	0.57984	0.80989
PIK3R4	6	-1.3973	-3.0071	0.01479	0.26531	0.0026374	0.063951
PIM1	6	0.19706	0.36385	0.64932	0.9427	0.71597	0.87317
PIM2	6	-0.40455	-1.1074	0.45677	0.88871	0.2681	0.66759
PIM3	6	-0.50114	-1.3951	0.35552	0.85316	0.16297	0.66759
PINK1	6	0.1407	0.37964	0.73237	0.96113	0.70421	0.86786
PKMYT1	6	-1.5548	-3.2413	0.0071104	0.17007	0.0011897	0.037017
PKN1	6	0.014605	0.034235	0.93203	0.98867	0.97269	0.99288
PKN2	6	1.094	1.1398	0.017349	0.28837	0.25436	0.66759
PKN3	6	-1.0635	-1.6652	0.054039	0.46814	0.095864	0.58097
PLK1	6	-1.6819	-3.0595	0.0051195	0.15126	0.0022172	0.056083
PLK2	6	0.33739	0.80992	0.45904	0.88871	0.41798	0.71518
PLK3	6	-0.35138	-0.91889	0.52162	0.906	0.35815	0.68554
PLK4	6	-1.9771	-1.8903	0.0014221	0.059524	0.058713	0.45874
PNCK	6	-0.34489	-1.047	0.53271	0.90791	0.2951	0.6695
POMK	4	-0.14286	-0.38005	0.85296	0.98849	0.7039	0.86786
PRKAA1	6	0.67136	1.3503	0.13709	0.65847	0.17693	0.66759
PRKAA2	6	-0.15236	-0.34862	0.81485	0.98184	0.72737	0.88169
PRKACA	6	0.092094	0.20555	0.80774	0.97832	0.83714	0.93431
PRKACB	6	0.84337	0.99252	0.067406	0.50426	0.32095	0.67734
PRKACG	6	-1.3379	-2.689	0.017634	0.28837	0.0071666	0.12577
PRKCA	6	0.0065445	0.014069	0.94283	0.98867	0.98877	0.99786
PRKCB	6	0.77947	1.0886	0.090444	0.56684	0.27632	0.66759
PRKCD	6	0.10919	0.26759	0.78356	0.97432	0.78901	0.90962
PRKCE	6	-0.014811	-0.032714	0.97753	0.99655	0.9739	0.99301
PRKCG	6	-0.18065	-0.41782	0.77617	0.97256	0.67608	0.85446
PRKCH	6	-0.34725	-0.85321	0.52929	0.90791	0.39354	0.69806
PRKCI	6	0.035327	0.097701	0.89505	0.98867	0.92217	0.97288
PRKCQ	6	0.87074	1.1273	0.059158	0.48485	0.25963	0.66759
PRKCZ	6	-0.31349	-0.76647	0.57679	0.9273	0.4434	0.73197
PRKD1	6	0.63121	0.9034	0.16581	0.69385	0.36631	0.68684
PRKD2	6	-1.1844	-2.6072	0.033845	0.36957	0.0091289	0.14225
PRKD3	6	0.32504	0.72185	0.47213	0.8896	0.47039	0.7472
PRKDC	6	-0.020398	-0.066798	0.98521	0.99655	0.94674	0.98396
PRKG1	6	0.58099	1.0205	0.19881	0.73053	0.30749	0.6695
PRKG2	6	0.62371	0.86154	0.17093	0.70081	0.38894	0.69709
PRKX	6	-0.49953	-1.1234	0.35694	0.85316	0.26125	0.66759
PRKY	5	0.36375	0.72288	0.46331	0.88907	0.46975	0.74703
PRPF4B	6	-1.3512	-2.4001	0.01678	0.28365	0.016391	0.20956
PSKH1	6	-0.35545	-1.0268	0.51536	0.906	0.30453	0.6695
PSKH2	6	-0.8068	-1.5342	0.14334	0.66932	0.12499	0.6569
PTK2	6	-0.23407	-0.86003	0.69397	0.9526	0.38977	0.69709
PTK2B	6	-0.16475	-0.4169	0.79693	0.97602	0.67675	0.85469
PTK6	6	-0.049978	-0.10748	0.96985	0.99504	0.91441	0.97013
PTK7	6	0.069263	0.15209	0.84243	0.98668	0.87911	0.95306
RAF1	6	0.84782	1.2815	0.065984	0.5	0.2	0.66759
RET	6	-0.60563	-1.7386	0.27531	0.81895	0.0821	0.54007
