sgRNA,Gene,DLD1_Ctrl_3_D0,DLD1_Ctrl_3_D10
SP5_E2_162.3,SP5,889,994
SP5_E2_162.6,SP5,1057,1140
SP5_E2_69.0,SP5,2138,1931
SP5_E2_69.1,SP5,1016,792
SP5_E2_69.4,SP5,1275,1414
SP6_E2_162.11,SP6,386,286
SP6_E2_162.12,SP6,551,386
SP6_E2_162.18,SP6,1768,1437
SP6_E2_162.19,SP6,522,408
SP6_E2_162.2,SP6,991,981
SP6_E2_162.6,SP6,1301,898
SP7_E3_168.0,SP7,532,444
SP7_E3_168.17,SP7,1632,1852
SP7_E3_168.18,SP7,1059,955
SP7_E3_168.3,SP7,1122,883
SP7_E3_168.6,SP7,298,344
SP7_E3_168.7,SP7,590,297
SP8_E2_162.10,SP8,1360,1423
SP8_E2_162.15,SP8,1784,1592
SP8_E2_162.18,SP8,2130,2292
SP8_E2_162.6,SP8,945,877
SP8_E2_69.3,SP8,2486,2472
SP9_E2_162.10,SP9,2311,2188
SP9_E2_162.8,SP9,781,482
SP9_E2_162.9,SP9,1005,652
SP9_E2_69.2,SP9,1369,1380
SP9_E2_69.3,SP9,1572,1478
SPDEF_E5_88.2,SPDEF,2803,2640
SPDEF_E6_173.10,SPDEF,571,451
SPDEF_E6_173.11,SPDEF,896,776
SPDEF_E6_173.18,SPDEF,1603,1439
SPDEF_E6_173.21,SPDEF,876,887
SPDEF_E6_173.9,SPDEF,891,882
SPI1_E5_261.19,SPI1,703,563
SPI1_E5_261.2,SPI1,823,755
SPI1_E5_261.21,SPI1,1341,1271
SPI1_E5_261.22,SPI1,347,305
SPI1_E5_261.25,SPI1,429,357
SPI1_E5_261.26,SPI1,293,322
SPIB_E6_261.15,SPIB,286,459
SPIB_E6_261.21,SPIB,1518,1941
SPIB_E6_261.24,SPIB,1168,1139
SPIB_E6_261.26,SPIB,869,1042
SPIB_E6_261.27,SPIB,387,260
SPIB_E6_261.28,SPIB,119,147
SPIC_E5_252.0,SPIC,1911,1517
SPIC_E5_252.1,SPIC,739,455
SPIC_E5_252.19,SPIC,746,345
SPIC_E5_252.28,SPIC,1211,1201
SPIC_E5_252.29,SPIC,2493,2337
SPIC_E5_252.30,SPIC,1070,521
SPZ1_E1_66.0,SPZ1,1184,1180
SPZ1_E1_66.1,SPZ1,3247,2903
SPZ1_E1_66.2,SPZ1,1499,1417
SREBF1_E6_108.10,SREBF1,914,393
SREBF1_E6_108.11,SREBF1,1628,852
SREBF1_E6_108.3,SREBF1,1934,825
SREBF1_E6_108.9,SREBF1,1491,556
SREBF1_E7_66.0,SREBF1,1689,979
SREBF1_E7_66.1,SREBF1,1120,532
SREBF2_E5_103.0,SREBF2,1215,333
SREBF2_E5_103.1,SREBF2,461,265
SREBF2_E5_103.2,SREBF2,1655,541
SREBF2_E5_103.3,SREBF2,1334,352
SREBF2_E5_103.7,SREBF2,2163,2520
SREBF2_E5_103.8,SREBF2,2268,2178
SRF_E1_90.0,SRF,1651,464
SRF_E2_156.0,SRF,1293,411
SRF_E2_156.11,SRF,1690,428
SRF_E2_156.19,SRF,2278,641
SRF_E2_156.7,SRF,735,176
SRF_E2_156.9,SRF,1755,1021
SRY_E1_234.1,SRY,1130,1517
SRY_E1_234.10,SRY,791,884
SRY_E1_234.11,SRY,2175,2941
SRY_E1_234.12,SRY,1518,1766
SRY_E1_234.19,SRY,1099,1362
SRY_E1_234.2,SRY,726,796
SSRP1_E14_144.12,SSRP1,1172,447
SSRP1_E14_144.15,SSRP1,1064,398
SSRP1_E14_144.3,SSRP1,1829,750
SSRP1_E14_144.4,SSRP1,967,337
SSRP1_E14_144.5,SSRP1,774,334
SSRP1_E14_144.9,SSRP1,1064,515
ST18_E11_112.0,ST18,1173,1357
ST18_E11_112.4,ST18,268,319
ST18_E12_91.9,ST18,399,264
ST18_E14_194.6,ST18,674,758
ST18_E15_212.0,ST18,1516,1290
ST18_E15_212.25,ST18,1435,1458
ST18_E20_63.3,ST18,397,463
ST18_E21_81.0,ST18,640,662
STAT1_E11_89.2,STAT1,732,822
STAT1_E11_89.9,STAT1,640,531
STAT1_E14_94.9,STAT1,2122,1995
STAT1_E17_99.2,STAT1,435,286
STAT1_E18_136.1,STAT1,2266,1975
STAT1_E19_50.0,STAT1,867,877
STAT1_E19_50.1,STAT1,1080,1001
STAT2_E10_89.6,STAT2,1195,1080
STAT2_E13_94.0,STAT2,794,529
STAT2_E14_48.0,STAT2,1577,1651
STAT2_E15_84.1,STAT2,2232,2026
STAT2_E17_136.6,STAT2,1712,1643
STAT2_E19_69.0,STAT2,825,720
STAT3_E10_89.2,STAT3,2136,1842
STAT3_E10_89.4,STAT3,876,761
STAT3_E10_89.5,STAT3,443,427
STAT3_E15_84.4,STAT3,2892,2762
STAT3_E16_99.5,STAT3,637,727
STAT3_E17_136.7,STAT3,1716,1480
STAT3_E17_136.9,STAT3,900,867
STAT4_E10_89.5,STAT4,1965,1749
STAT4_E10_89.6,STAT4,2255,1995
STAT4_E15_84.1,STAT4,659,691
STAT4_E15_84.3,STAT4,1407,1171
STAT4_E17_136.3,STAT4,1667,1377
STAT4_E17_136.4,STAT4,974,1070
STAT4_E18_50.3,STAT4,3233,3196
STAT5A_E11_123.1,STAT5A,914,723
STAT5A_E11_123.2,STAT5A,121,82
STAT5A_E11_123.3,STAT5A,782,406
STAT5A_E12_93.9,STAT5A,1973,1505
STAT5A_E14_69.4,STAT5A,967,605
STAT5A_E9_176.20,STAT5A,678,543
STAT5A_E9_176.6,STAT5A,1073,728
STAT5B_E11_123.0,STAT5B,704,491
STAT5B_E11_123.1,STAT5B,1595,942
STAT5B_E11_123.2,STAT5B,2270,1786
STAT5B_E12_93.0,STAT5B,780,955
STAT5B_E14_69.0,STAT5B,1054,858
STAT5B_E14_69.3,STAT5B,877,660
STAT5B_E9_176.6,STAT5B,1494,1052
STAT6_E11_123.1,STAT6,1091,1090
STAT6_E11_123.2,STAT6,802,642
STAT6_E12_93.0,STAT6,670,631
STAT6_E12_93.8,STAT6,2455,2590
STAT6_E13_207.12,STAT6,1240,967
STAT6_E9_185.13,STAT6,2248,1813
STAT6_E9_185.26,STAT6,863,624
SUB1_E4_109.0,SUB1,1438,1602
SUB1_E4_109.1,SUB1,1550,1752
SUB1_E4_109.2,SUB1,1294,1092
SUB1_E4_109.3,SUB1,1,1
SUB1_E4_109.4,SUB1,1056,612
SUB1_E4_109.5,SUB1,1220,710
SUB1_E5_47.1,SUB1,682,476
SUB1_E5_47.2,SUB1,884,456
T_E3_265.10,T,1240,1225
T_E3_265.40,T,1066,1042
T_E3_265.48,T,1999,1648
T_E3_265.9,T,735,619
T_E4_135.14,T,1400,1130
T_E4_135.15,T,1921,1957
T_E4_135.6,T,1794,1763
TADA2A_E5_92.10,TADA2A,1484,1002
TADA2A_E6_158.0,TADA2A,4220,2954
TADA2A_E6_158.10,TADA2A,1641,1149
TADA2A_E6_158.4,TADA2A,2366,1974
TADA2A_E6_158.5,TADA2A,2061,1085
TADA2B_E2_73.0,TADA2B,1106,222
TADA2B_E2_73.10,TADA2B,1658,463
TADA2B_E2_73.9,TADA2B,1335,280
TAL1_E6_177.0,TAL1,1041,738
TAL1_E6_177.16,TAL1,894,844
TAL1_E6_177.17,TAL1,1601,1105
TAL1_E6_177.2,TAL1,883,897
TAL1_E6_177.22,TAL1,678,518
TAL1_E6_177.23,TAL1,1450,905
TAL2_E1_168.10,TAL2,1934,2212
TAL2_E1_168.3,TAL2,919,792
TAL2_E1_168.6,TAL2,922,1173
TAL2_E1_168.7,TAL2,2334,2558
TAL2_E1_168.8,TAL2,2000,1978
TAL2_E1_168.9,TAL2,2282,2331
TBR1_E1_86.6,TBR1,2632,3028
TBR1_E1_86.7,TBR1,772,643
TBR1_E4_159.11,TBR1,2141,2168
TBX1_E3_86.5,TBX1,1832,1087
TBX1_E4_102.6,TBX1,1459,1036
TBX1_E5_172.21,TBX1,688,527
TBX1_E7_57.0,TBX1,531,385
TBX10_E2_83.5,TBX10,2031,1223
TBX10_E3_102.12,TBX10,1030,826
TBX10_E3_102.13,TBX10,937,689
TBX10_E4_172.16,TBX10,3027,2678
TBX10_E4_172.21,TBX10,1296,949
TBX10_E5_156.1,TBX10,852,1006
TBX10_E5_156.11,TBX10,1229,977
TBX15_E2_83.2,TBX15,1515,1499
TBX15_E2_83.5,TBX15,1503,1501
TBX15_E3_102.4,TBX15,2006,2114
TBX15_E4_172.0,TBX15,2094,2245
TBX15_E5_168.7,TBX15,1616,1583
TBX15_E6_63.0,TBX15,3572,4278
TBX18_E2_83.1,TBX18,1798,1763
TBX18_E3_102.2,TBX18,1526,1556
TBX18_E3_102.5,TBX18,1809,1816
TBX18_E4_172.20,TBX18,2211,2317
TBX18_E5_168.16,TBX18,2372,2184
TBX18_E5_168.17,TBX18,804,776
TBX18_E6_63.2,TBX18,711,795
TBX18_E6_63.3,TBX18,1011,1142
TBX19_E2_265.41,TBX19,1615,1495
TBX19_E2_265.6,TBX19,1155,930
TBX19_E2_265.7,TBX19,1455,1338
TBX19_E2_265.8,TBX19,792,760
TBX19_E3_135.10,TBX19,1986,1928
TBX19_E3_135.12,TBX19,1478,1314
TBX19_E3_135.2,TBX19,2466,2092
TBX2_E2_268.36,TBX2,1344,1301
TBX2_E2_268.5,TBX2,652,636
TBX2_E3_147.13,TBX2,490,467
TBX2_E5_139.0,TBX2,514,349
TBX2_E5_139.26,TBX2,722,761
TBX2_E6_95.0,TBX2,1763,1462
TBX2_E6_95.1,TBX2,674,636
TBX20_E2_86.5,TBX20,758,695
TBX20_E3_165.10,TBX20,1991,2129
TBX20_E3_165.11,TBX20,791,767
TBX20_E3_165.21,TBX20,1271,1196
TBX20_E3_165.4,TBX20,1441,1421
TBX20_E4_109.7,TBX20,2617,2881
TBX20_E6_60.4,TBX20,738,556
TBX21_E1_86.5,TBX21,1195,965
TBX21_E2_155.13,TBX21,651,470
TBX21_E3_122.0,TBX21,1698,1387
TBX21_E3_122.18,TBX21,627,389
TBX21_E4_159.13,TBX21,1165,1021
TBX21_E4_159.2,TBX21,1231,1062
TBX21_E4_159.9,TBX21,844,711
TBX22_E4_102.10,TBX22,587,751
TBX22_E4_102.12,TBX22,1054,957
TBX22_E5_175.12,TBX22,1876,2283
TBX22_E6_165.0,TBX22,828,837
TBX22_E6_165.13,TBX22,2102,2127
TBX22_E6_165.3,TBX22,1802,1819
TBX3_E1_80.5,TBX3,975,580
TBX3_E2_268.13,TBX3,1542,1633
TBX3_E3_60.0,TBX3,1491,1832
TBX3_E3_60.1,TBX3,1649,1721
TBX3_E3_60.5,TBX3,1947,2077
TBX3_E6_133.6,TBX3,1742,1264
TBX3_E7_134.15,TBX3,206,181
TBX4_E2_86.8,TBX4,1255,1122
TBX4_E3_120.3,TBX4,1746,1759
TBX4_E3_120.4,TBX4,1206,1243
TBX4_E3_120.5,TBX4,1254,1117
TBX4_E5_153.1,TBX4,1559,1595
TBX4_E5_153.12,TBX4,832,918
TBX4_E6_63.4,TBX4,915,952
TBX5_E3_86.6,TBX5,2572,2917
TBX5_E4_120.5,TBX5,628,589
TBX5_E5_148.13,TBX5,927,857
TBX5_E5_148.14,TBX5,719,886
TBX5_E5_148.16,TBX5,664,786
TBX5_E6_153.3,TBX5,447,487
TBX5_E7_60.3,TBX5,915,899
TBX6_E3_86.9,TBX6,951,688
TBX6_E4_268.10,TBX6,617,538
TBX6_E4_268.9,TBX6,293,167
TBX6_E5_147.0,TBX6,2662,1648
TBX6_E5_147.22,TBX6,413,317
TBX6_E5_147.23,TBX6,883,898
TBX6_E6_63.4,TBX6,1101,772
TCF12_E19_183.0,TCF12,786,822
TCF12_E19_183.1,TCF12,944,1220
TCF12_E19_183.11,TCF12,538,481
TCF12_E19_183.3,TCF12,2397,2668
TCF12_E19_183.4,TCF12,2397,2961
TCF12_E19_183.6,TCF12,2009,2558
TCF15_E1_168.1,TCF15,235,372
TCF15_E1_168.15,TCF15,692,626
TCF15_E1_168.16,TCF15,495,501
TCF15_E1_168.17,TCF15,1245,1355
TCF15_E1_168.21,TCF15,196,129
TCF15_E1_168.9,TCF15,1110,1220
TCF21_E1_180.0,TCF21,857,849
TCF21_E1_180.1,TCF21,515,511
TCF21_E1_180.11,TCF21,1673,2371
TCF21_E1_180.28,TCF21,942,976
TCF21_E1_180.29,TCF21,460,456
TCF21_E1_180.30,TCF21,447,556
TCF23_E2_150.1,TCF23,869,856
TCF23_E2_150.13,TCF23,470,494
TCF23_E2_150.14,TCF23,1195,1211
TCF23_E2_150.5,TCF23,969,829
TCF23_E2_150.6,TCF23,1122,1017
TCF23_E2_150.8,TCF23,1271,1305
TCF3_E18_183.0,TCF3,660,1007
TCF3_E18_183.1,TCF3,393,279
TCF3_E18_183.2,TCF3,993,716
TCF3_E18_183.26,TCF3,1277,1509
TCF3_E18_183.27,TCF3,1125,1321
TCF3_E18_183.3,TCF3,815,760
TCF4_Ex_220.2,TCF4,1020,909
TCF4_Ex_220.27,TCF4,734,610
TCF4_Ex_220.28,TCF4,1687,1552
TCF4_Ex_220.29,TCF4,589,566
TCF4_Ex_220.3,TCF4,1491,1438
TCF4_Ex_220.6,TCF4,1031,1190
TCF7_E7_114.5,TCF7,1669,1392
TCF7_E7_114.6,TCF7,499,405
TCF7_E8_99.0,TCF7,355,263
TCF7_E8_99.1,TCF7,1153,771
