sgRNA,Gene,HCT116-Ts13.initial,HCT116-Ts13.final
ATF6B_E10_162.15,ATF6B,82,522
RORC_E4_142.12,RORC,145,1524
HKR1_E6_1070.140,HKR1,1042,8512
CSNK1G3_PKc_E7_86.3,CSNK1G3,139,1355
ASB4_1281.68,ASB4,150,1215
SPIN4_Spinlin4189_E1_750.15,SPIN4,408,4107
DCAF6_2856.148,DCAF6,105,843
ZBTB10_BTB354461_E1_2616.143,ZBTB10,407,2884
ZNF594_E2_2052.199,ZNF594,491,2922
KLK2_786.42,KLK2,338,2130
USP46_1101.36,USP46,124,1022
ZBTB48_E9_165.14,ZBTB48,546,3087
SMAD4_E2_210.1,SMAD4,563,2315
NR1I3_E3_131.4,NR1I3,419,2344
MYT1_E14_155.7,MYT1,394,2793
ZNF84_E5_1578.121,ZNF84,393,3155
ASH1L_e12_147.13,ASH1L,826,4203
SALL2_E2_852.128,SALL2,237,1506
ZNF14_E4_1155.76,ZNF14,350,2869
ABHD12_1215.72,ABHD12,487,3833
PPP1R11_381.9,PPP1R11,187,245
FGR_PKc_E11_154.11,FGR,239,2478
ZNF467_E5_1212.71,ZNF467,125,883
TSSK2_PKc_E1_789.95,TSSK2,97,969
ZNF569_E6_1494.43,ZNF569,580,5663
KDM7A_e6_187.15,KDM7A,281,2927
KCTD1_BTB40132_E1_798.8,KCTD1,574,4446
HERC4_2385.99,HERC4,148,1704
FBXO41_2628.456,FBXO41,226,1533
FBXL5_2076.116,FBXL5,533,2816
TMPRSS2_1590.165,TMPRSS2,339,1895
ZNF223_E5_498.14,ZNF223,281,1712
UBE2G1_513.35,UBE2G1,606,2769
KLF2_E3_78.3,KLF2,755,2894
SPSB3_1068.144,SPSB3,458,2762
TWIST2_Ex_176.14,TWIST2,148,1953
RARG_E5_142.9,RARG,216,2074
EHF_E8_188.3,EHF,328,3583
SCPEP1_1359.138,SCPEP1,396,2567
TRIM45_1689.234,TRIM45,135,741
UTY_e25_115.6,UTY,306,3096
ZMYND11_PWWP272353_E1_1809.57,ZMYND11,156,1088
RFPL3_954.111,RFPL3,90,965
TRIM38_1398.154,TRIM38,854,6900
CHD7_D_e17_196.1,CHD7,672,3946
PRMT9_e4_168.7,PRMT9,678,5667
SMARCAL1_D_e8_135.4,SMARCAL1,509,4296
TET1_e8_90.1,TET1,434,5187
MMP21_1710.92,MMP21,164,1661
TRIM22_1497.5,TRIM22,513,4489
CHD7_D_e16_118.9,CHD7,489,2413
TRIM59_1212.71,TRIM59,318,2450
KAT6B_Phd2_E6_82.0,KAT6B,587,5600
CAPN9_2073.231,CAPN9,343,1878
NFX1_3366.360,NFX1,377,1976
DCAF11_1641.166,DCAF11,363,2497
MAPK15_PKc_E6_164.17,MAPK15,200,1281
MMP10_1431.136,MMP10,448,4037
USP17L4_1593.42,USP17L4,430,717
BRD3_BD1_e4_66.0,BRD3,579,3813
PRRX2_E2_123.8,PRRX2,114,942
CPA2_1260.46,CPA2,508,2856
RPS6KA6_PKc2_E19_77,RPS6KA6,208,1408
PHF14_ePhd_E6_112.2,PHF14,337,2727
SHKBP1_BTB21107_E1_2124.14,SHKBP1,340,2317
PPAT_1554.138,PPAT,308,1397
ZSCAN25_E8_564.55,ZSCAN25,363,2620
EP300_BD_e17_111.6,EP300,402,2537
ZNF383_E5_969.44,ZNF383,557,4220
DMPK_PKc_E5_94.11,DMPK,227,790
ZNF189_E3_1161.42,ZNF189,653,5303
KCNA4_BTB178269_E1_1962.258,KCNA4,180,1390
CDK4_PKc_E5_110.4,CDK4,195,706
JARID2_E17_108.3,JARID2,416,1958
PRMT3_e10_100.1,PRMT3,835,5588
SOCS3_678.118,SOCS3,83,818
TRIM56_2268.50,TRIM56,160,663
HERC4_2385.93,HERC4,553,3434
PLAG1_E4_110.0,PLAG1,689,4177
GCN5_e11_127.5,GCN5,458,1062
EPHB6_PKc_E11_43.3,EPHB6,273,2011
JARID2_e14_158.16,JARID2,247,1668
NSD1_PWWP319429_E1_8091.928,NSD1,373,3652
ZNF845_E4_1674.97,ZNF845,837,7422
RNF216_2772.213,RNF216,285,1433
FBXO2_891.76,FBXO2,329,2185
INSR_PKc_E19_160.7,INSR,128,458
IBTK_BTB761871_E1_4062.123,IBTK,584,3298
CUL3_2325.39,CUL3,452,2972
HDGF_PWWP40108_E1_771.21,HDGF,239,1918
ASB3_1557.88,ASB3,345,2831
HLX_E4_48.4,HLX,178,500
IBTK_BTB554639_E1_4062.278,IBTK,266,1845
DPEP1_1236.3,DPEP1,241,1374
TSHZ3_E2_207.20,TSHZ3,249,2617
SETDB1_e21_89.8,SETDB1,473,667
ZNF649_E5_663.62,ZNF649,265,1358
RNF128_1287.74,RNF128,229,2075
PRSS38_981.54,PRSS38,497,3811
GTF3A_E5_74.1,GTF3A,363,1298
ZNF709_E4_1422.9,ZNF709,673,5083
WHSC1_PWWP218337_E1_4098.33,WHSC1,358,1590
NAT10_e18_75.1,NAT10,193,1910
ASPRV1_1032.83,ASPRV1,404,2641
BIRC7_897.94,BIRC7,258,2712
PLAGL1_E7_67.3,PLAGL1,358,3407
USP45_2445.145,USP45,456,4603
EPHA6_PKc_E16_150.9,EPHA6,279,1947
PHF19_tudor4387_E1_624.99,PHF19,577,3751
ZNF221_E6_1233.121,ZNF221,376,2374
MTA1_Bah3188_E1_2148.18,MTA1,216,1532
ZNF680_E4_1086.51,ZNF680,183,1590
USPL1_3279.4,USPL1,192,1814
EMX1_E2_129.2,EMX1,525,3271
RNF144B_912.28,RNF144B,308,1932
NEUROG2_E2_180.21,NEUROG2,77,823
ZNF148_E7_84.0,ZNF148,417,3123
ZNF571_E5_1221.25,ZNF571,516,5201
CTSK_990.79,CTSK,367,2306
FOXN2_E3_204.4,FOXN2,418,1783
GZF1_E3_168.6,GZF1,277,1361
ZNF408_E5_753.106,ZNF408,271,1814
KDR_PKc_E17_34.1,KDR,363,3682
SUV39H1_e5_130.11,SUV39H1,312,2213
LEUTX_E3_36.0,LEUTX,652,6353
ARID5B_E6_94.3,ARID5B,326,3356
MLLT6_ePhd_E3_55.5,MLLT6,96,1687
MAZ_E2_78.6,MAZ,445,3002
ADAM19_2757.69,ADAM19,257,1953
NEK4_PKc_E4_108.2,NEK4,99,987
TTF1_E6_130.11,TTF1,176,273
DYRK4_PKc_E7_139.3,DYRK4,163,1220
MAP3K1_4539.114,MAP3K1,324,2115
ABHD12_1215.145,ABHD12,283,2107
TAOK2_PKc_E8_92.7,TAOK2,145,1136
FOXP4_E14_81.0,FOXP4,93,954
ZNF439_E3_834.28,ZNF439,207,972
DCAF17_1362.60,DCAF17,216,1555
MARCH2_741.80,43526,366,1747
HESX1_E3_102.0,HESX1,564,4041
ZNF607_E5_1227.24,ZNF607,517,3658
DZIP3_3627.133,DZIP3,239,2145
MBD5_PWWP13831460_E1_4485.212,MBD5,204,1525
ADAMDEC1_1413.89,ADAMDEC1,456,3362
RORB_E2_86.5,RORB,427,2926
ZBTB44_BTB21128_E1_1362.2,ZBTB44,281,2127
PSMB1_726.9,PSMB1,358,1883
USF1_E10_63.2,USF1,159,1249
RAI1_ePhd_E3_507.67,RAI1,141,1646
DMTF1_E12_110.2,DMTF1,671,3741
HPN_1254.124,HPN,239,1812
HECW2_4719.296,HECW2,164,1754
SP9_E2_69.3,SP9,333,2191
DPP9_2679.28,DPP9,468,3531
CDK13_PKc_E4_94.2,CDK13,262,1601
MLLT10_Phd_E2_91.6,MLLT10,95,470
DNMT3B_PWWP223309_E1_2562.83,DNMT3B,208,1532
KDM3A_e22_95.1,KDM3A,169,633
ONECUT2_E2_165.1,ONECUT2,323,1880
ZEB1_E6_69.0,ZEB1,367,4649
PRSS23_1395.72,PRSS23,431,3517
USP48_3108.238,USP48,387,3176
ARID5A_E5_98.0,ARID5A,260,862
FBXO8_960.15,FBXO8,251,2025
CCNF_2361.234,CCNF,277,2006
MMP7_804.35,MMP7,455,4695
LMLN_2079.42,LMLN,193,1939
PHF6_ePhd_E7_108.2,PHF6,193,1080
CDRT1_1,CDRT1,258,1379
TRERF1_E17_212.27,TRERF1,568,2589
EPHA4_PKc_E12_186.13,EPHA4,520,2426
SMARCA4_BD_e31_52.1,SMARCA4,430,1551
DLX2_E2_129.12,DLX2,147,1776
PRMT3_e10_100.2,PRMT3,590,4536
CSNK1G1_PKc_E5_152.1,CSNK1G1,206,1762
PRSS38_981.29,PRSS38,340,2178
SETD6_e4_118.10,SETD6,128,540
RNF148_918.97,RNF148,305,1764
SMURF1_2187.113,SMURF1,366,1955
FAP_2283.92,FAP,493,3441
LIMK2_PKc_E12_175.19,LIMK2,229,2395
SATB1_E12_174.4,SATB1,511,3278
SUV420H2_e7_105.9,SUV420H2,347,1938
ITCH_2712.171,ITCH,208,1960
OTUB1_816.33,OTUB1,347,1563
ACAT1_e7_151.4,ACAT1,303,2389
DNMT3A_PWWP_E9_108.3,DNMT3A,347,3047
RAB40C_846.119,RAB40C,441,2854
ZNF816_E5_1071.46,ZNF816,373,2494
HUWE1_13125.837,HUWE1,455,1383
UBR3_5667.511,UBR3,263,2382
ESRRG_E4_117.0,ESRRG,294,2683
CUX1_E23_155.6,CUX1,360,3764
G2E3_1983.53,G2E3,407,2615
SMURF2_2247.89,SMURF2,226,1054
CDK3_PKc_E6_102,CDK3,107,756
FBXL6_1620.44,FBXL6,145,870
CBL_2721.59,CBL,93,613
ZBTB17_E10_88.1,ZBTB17,648,1519
TDRD1_tudor545592_E1_3570.209,TDRD1,325,2788
ZBTB6_E2_75.4,ZBTB6,650,3994
SUV39H2_Chromo_E3_102.5,SUV39H2,119,1703
RFX4_E5_62.4,RFX4,271,2516
ZNF813_E4_1236.57,ZNF813,555,3326
ZBTB38_BTB23122_E1_3588.13,ZBTB38,228,2587
ZFY_E8_588.28,ZFY,1194,10900
BARHL2_E2_155.1,BARHL2,421,3348
KAT2B_BD_e17_85.8,KAT2B,377,2867
RNF6_2058.115,RNF6,200,2436
FBXO48_468.7,FBXO48,291,1463
NKX2_2_E2_171.21,NKX2,152,1446
PSMB1_726.57,PSMB1,580,1257
JADE1_ePhd_E7_93.11,JADE1,209,2230
EBF2_E2_157.2,EBF2,305,1731
DCUN1D3_915.41,DCUN1D3,348,3653
REPIN1_E4_1524.219,REPIN1,81,871
PBRM1_BD2_e7_69.2,PBRM1,738,4479
SYVN1_1854.350,SYVN1,434,1838
KLK15_771.14,KLK15,267,2525
BRWD3_BD_e32_126.5,BRWD3,408,4538
RNF224_471.89,RNF224,138,1253
NKX1_2_E2_177.16,NKX1,243,1594
PRMT3_e10_100.0,PRMT3,622,4144
PROX2_E3_195.14,PROX2,498,3452
FBXO45_861.103,FBXO45,566,3691
ZBTB16_BTB25125_E1_2022.333,ZBTB16,209,1573
ZFP90_E5_1260.7,ZFP90,927,4009
PRSS37_708.58,PRSS37,445,3191
NSD3_e21_142.11,NSD3,439,3441
ZNF587_E3_567.56,ZNF587,227,2136
ZNF177_E6_498.42,ZNF177,220,1917
FBXO46_1812.235,FBXO46,336,2389
ZBTB16_E6_168.18,ZBTB16,683,5321
ZNF229_E6_1239.33,ZNF229,654,5618
PRSS57_852.174,PRSS57,170,1404
IKZF1_E5_168.9,IKZF1,224,1612
ASB4_1281.107,ASB4,161,1456
ZNF606_E7_1176.92,ZNF606,266,1279
TMPRSS9_3180.391,TMPRSS9,174,1678
RPA3_e1.1,RPA3,865,432
MAP3K11_PKc_E1_403.77,MAP3K11,200,756
MYCN_E3_180.17,MYCN,352,3283
TET1_e10_86.1,TET1,312,2050
HMBOX1_E9_86.6,HMBOX1,266,2355
MAFB_E1_210.16,MAFB,119,695
EPHA3_PKc_E15_150.1,EPHA3,436,4421
ARIH1_1674.153,ARIH1,563,4563
BRSK1_PKc_E5_117.2,BRSK1,105,797
KCTD1_BTB40132_E1_798.84,KCTD1,863,6778
ASB14_1764.121,ASB14,220,1415
STAT2_E19_69.0,STAT2,218,1672
RBCK1_1533.191,RBCK1,312,3294
ZNF423_E4_1206.170,ZNF423,249,1515
BARHL2_E2_155.3,BARHL2,401,3250
EIF2AK3_PKc_E13_201.3,EIF2AK3,164,1285
ZNF24_E4_234.12,ZNF24,522,4924
DAPK1_PKc_E6_49.3,DAPK1,167,1106
KBTBD2_BTB21128_E1_1872.152,KBTBD2,313,2841
MERTK_PKc_E16_110.2,MERTK,198,1427
PHF14_ePhd_E8_39.0,PHF14,385,2323
TRIM15_1398.30,TRIM15,133,978
PLG_141.3,PLG,246,2057
SHOX2_E3_135.10,SHOX2,164,948
SATB2_E11_177.25,SATB2,409,3876
HTRA4_1431.9,HTRA4,197,1200
USP13_2592.129,USP13,262,1919
DCAF5_2829.80,DCAF5,217,2346
KMT2A_CXXC11471194_E1_11919.232,KMT2A,155,2362
SP140L_E11_88.0,SP140L,458,2496
ZNF383_E5_969.6,ZNF383,425,2366
MYO3B_PKc_E7_146.16,MYO3B,329,1890
ATF6_E8_162.7,ATF6,518,4485
ABL2_PKc_E6_85.1,ABL2,104,555
SETDB2_e14_89.5,SETDB2,619,3116
ZNF35_E4_834.16,ZNF35,257,2813
MTF1_E3_215.12,MTF1,354,3047
ASCL3_E2_162.5,ASCL3,454,3375
L3MBTL4_E14_65.2,L3MBTL4,495,4227
IMMP1L_501.18,IMMP1L,599,3882
MYBL1_SANT_E3_72.0,MYBL1,312,2616
ZNF551_E3_1038.81,ZNF551,284,1500
neg28,neg28,572,4116
KDM2B_10,KDM2B,286,2941
MLL1_e36_237.6,MLL1,304,1132
KDM1B_CW137192_E1_1773.27,KDM1B,326,3352
E2F5_E1_87.6,E2F5,382,1463
RNF19A_2517.20,RNF19A,666,4494
SHOX_E3_135.8,SHOX,495,5125
ZNF846_E6_1053.49,ZNF846,772,4893
MIER1_SANT_E12_81.4,MIER1,202,1335
F2_1869.239,F2,185,1034
ZNF705A_E5_483.10,ZNF705A,730,5825
HHEX_E2_129.0,HHEX,148,585
HDAC1_e2_113.6,HDAC1,759,3768
ZNF566_E5_570.39,ZNF566,453,3885
ZNF780B_E5_1908.110,ZNF780B,284,2844
KSR1_PKc_E19_132.13,KSR1,73,416
SMARCAD1_H_e22_183.0,SMARCAD1,936,6342
ABHD13_1014.48,ABHD13,601,4398
TSSK4_PKc_E3_394.12,TSSK4,206,1625
ZFHX3_E9_2580.169,ZFHX3,515,3543
FBXO30_2,FBXO30,206,1522
RNF114_687.59,RNF114,318,1514
MEX3C_1980.233,MEX3C,407,3161
CECR2_BD_e14_59.0,CECR2,825,5563
TRIM2_2316.276,TRIM2,455,2030
ROCK2_PKc_E5_261.9,ROCK2,873,4279
EZH2_SANT_E6_125.5,EZH2,178,946
FOSB_E3_63.5,FOSB,142,1144
GTF3A_E1_78.8,GTF3A,916,874
RCHY1_720.29,RCHY1,687,2790
ZNF461_E6_666.53,ZNF461,225,1547
TRAF6_1569.156,TRAF6,365,2304
NCOA2_e19_235.10,NCOA2,325,2412
SPPL2B_1779.135,SPPL2B,386,2495
ZNF496_E9_339.49,ZNF496,66,340
MTA3_Bah3170_E1_1548.13,MTA3,232,1287
ZNF574_E2_1602.200,ZNF574,302,1467
CHEK2_PKc_E6_109.1,CHEK2,76,1117
ADAMDEC1_1413.96,ADAMDEC1,442,4078
BCL11B_E4_1173.21,BCL11B,80,584
CFLAR_708.55,CFLAR,315,2218
E2F2_E3_194.12,E2F2,677,5868
FBXO28_540.46,FBXO28,226,1263
CCDC79_SANT_E19_144.4,CCDC79,505,6060
STK38_PKc_E5_84.1,STK38,275,2015
RNF152_612.100,RNF152,113,914
PAPPA2_5376.183,PAPPA2,487,3240
UBE2D2_444.15,UBE2D2,368,2204
ZNF639_E7_747.1,ZNF639,520,3420
ZNF14_E4_1155.86,ZNF14,768,4906
CASP3_834.4,CASP3,421,4907
PHF21A_Phd_E15_129.0,PHF21A,390,3260
WWP1_2769.93,WWP1,390,1487
USP9Y_174.13,USP9Y,257,2809
BRDT_BD2_e6_150.7,BRDT,168,1278
ZNF846_E6_1053.48,ZNF846,368,2529
RNF225_990.236,RNF225,123,1076
CXXC4_CXXC301341_E1_1104.111,CXXC4,377,2416
RREB1_E11_165.12,RREB1,405,3571
REL_E3_149.1,REL,281,3538
ZNF629_E3_1128.51,ZNF629,187,1491
DCUN1D1_735.41,DCUN1D1,349,1382
KDM4A_ePhd_E17_109.4,KDM4A,304,2130
SALL2_E2_852.139,SALL2,265,2438
SEC11C_579.43,SEC11C,334,2923
ZNF773_E4_663.60,ZNF773,285,2246
FOXQ1_E1_237.2,FOXQ1,368,3136
PHF7_1146.108,PHF7,349,3100
ZNF674_E6_1125.63,ZNF674,749,4881
ZNF205_E7_582.28,ZNF205,70,464
L3MBTL2_MBT511604_E1_2118.244,L3MBTL2,207,2199
KDM4C_ePhd_E16_53.1,KDM4C,260,3596
ZKSCAN8_E7_744.30,ZKSCAN8,342,3209
MLL5_e13_110.3,MLL5,387,5810
PKNOX2_E10_72.1,PKNOX2,328,1877
AR_E3_117.9,AR,380,3772
CSNK1A1_PKc_E2_107.7,CSNK1A1,156,562
MTA2_SANT_E10_57.0,MTA2,301,3182
YBX1_E4_90.0,YBX1,326,581
CSNK1G3_PKc_E4_70.2,CSNK1G3,189,2442
GLI3_E12_165.7,GLI3,196,1912
MEIS1_E8_63.0,MEIS1,1021,6477
ADCK3_PKc_E12_108.8,ADCK3,129,1102
MAPK14_PKc_E3_59,MAPK14,363,2869
SP110_E13_88.3,SP110,810,6250
RNF19A_2517.35,RNF19A,329,2620
PNCK_PKc_E5_139,PNCK,299,2685
ROCK1_PKc_E1_90.5,ROCK1,245,1838
ZNF184_E6_1131.45,ZNF184,424,2861
UBE2L6_462.53,UBE2L6,76,543
SP140_E19_88.8,SP140,408,4640
ISX_E3_135.11,ISX,351,2663
PHF2_e7_163.9,PHF2,194,1261
TRIM14_1329.16,TRIM14,327,2998
HSFY2_E2_126.3,HSFY2,904,9339
MNT_E4_112.10,MNT,295,1836
EBF3_E12_51.1,EBF3,61,537
FBXW4_1239.27,FBXW4,93,1182
ZFP36L1_E2_189.13,ZFP36L1,148,527
ZFP28_E8_1170.8,ZFP28,1009,5852
ZNF268_E6_1749.115,ZNF268,383,3053
HDAC1_e4_75.0,HDAC1,242,1803
STK17A_PKc_E3_145,STK17A,247,2849
ZNF233_E5_648.58,ZNF233,302,2502
ZNF81_E5_1236.37,ZNF81,543,5172
USP31_52.0,USP31,682,3179
ZNF619_E6_732.63,ZNF619,382,3764
LGMN_1302.16,LGMN,865,6104
LEF1_E9_99.6,LEF1,251,1825
ANKIB1_3270.277,ANKIB1,329,2256
KLHL36_BTB36141_E1_1851.7,KLHL36,273,1236
ZNF443_E4_1152.53,ZNF443,908,5769
MAZ_E2_78.3,MAZ,550,4426
RPS6KA1_PKc_E7_107,RPS6KA1,148,1823
WSB2_1266.115,WSB2,458,2287
PCSK1_2262.104,PCSK1,274,1523
MYO3A_PKc_E7_77.9,MYO3A,47,715
ZNF792_E4_750.54,ZNF792,150,1298
RXRG_E3_34.0,RXRG,963,6470
TGIF1_E2_138.4,TGIF1,89,491
PPIL2_1563.180,PPIL2,209,1910
MARCH7_2001.91,43531,439,3284
LHX2_E4_135.3,LHX2,336,2031
NFXL1_E14_160.6,NFXL1,253,1598
E2F7_E7_113.2,E2F7,129,651
ZNF146_E4_819.58,ZNF146,237,2621
ZBTB7C_E3_196.10,ZBTB7C,520,4394
MAP3K10_PKc_E1_391.2,MAP3K10,318,2074
COMMD3_588.34,COMMD3,302,2500
ZNF532_E6_177.12,ZNF532,181,1562
KDM2B_2,KDM2B,154,682
MECP2_MBD_E3_98.3,MECP2,127,1024
COMMD3_588.19,COMMD3,114,1565
USP33_2829.194,USP33,424,3780
RNF128_1287.6,RNF128,100,629
ASCL3_E2_162.7,ASCL3,235,2002
RERE_E16_140.6,RERE,245,1270
SALL1_E2_2190.195,SALL1,235,2219
MMP27_1542.15,MMP27,334,2650
CPZ_1959.59,CPZ,143,1378
IKZF5_E5_187.0,IKZF5,416,2511
MAP3K1_4539.427,MAP3K1,325,2523
STAT5A_E11_123.1,STAT5A,273,1499
UBE4B_3909.239,UBE4B,303,4420
EZH2_SANT_E5_150.1,EZH2,445,6042
ASB8_867.53,ASB8,371,2448
SPIN4_Spinlin119167_E1_750.64,SPIN4,430,3014
ZNF813_E4_1236.86,ZNF813,521,2998
EHMT1_e25_79.0,EHMT1,390,3264
FBXL18_2157.195,FBXL18,213,1865
ZNF101_E4_495.4,ZNF101,200,1926
TMPRSS7_2154.159,TMPRSS7,263,1421
ASB6_1266.118,ASB6,292,1694
ZNF786_E4_1077.95,ZNF786,288,2364
ASB9_885.71,ASB9,441,3194
ZNF100_E5_1155.49,ZNF100,695,4578
FBXW10_3,FBXW10,238,1628
RHBDF1_2568.72,RHBDF1,128,769
PHRF1_Phd_E7_70.7,PHRF1,194,942
ZNF880_E4_1221.46,ZNF880,355,2181
ADAM9_2460.47,ADAM9,376,2372
ADAM22_2721.57,ADAM22,209,1728
FBXO5_1344.83,FBXO5,648,3211
RNF10_2436.25,RNF10,238,3179
MYSM1_2487.141,MYSM1,195,1231
SOX2_E1_216.12,SOX2,327,3680
CAPN12_2160.55,CAPN12,421,2079
TRIM52_894.63,TRIM52,227,1685
TMPRSS11A_1266.27,TMPRSS11A,382,3926
MARK2_PKc_E2_81.9,MARK2,290,3241
TPSAB1_828.16,TPSAB1,480,4015
KLF4_E5_78.3,KLF4,273,2168
POLR2A_e28.1,POLR2A,977,2681
EPHA4_PKc_E13_62.3,EPHA4,102,991
RNF17_tudor9671013_E1_4872.107,RNF17,290,2409
ZNF177_E6_498.31,ZNF177,809,4592
UBR3_5667.66,UBR3,509,3287
HDAC6_a1_e13_60.3,HDAC6,365,2576
F9_1386.84,F9,545,6099
IPP_BTB28134_E1_1755.14,IPP,70,596
SOX15_E1_216.17,SOX15,126,1056
SOX1_E1_216.15,SOX1,648,5516
XIAP_1494.4,XIAP,137,866
SP5_E2_69.1,SP5,253,1869
RING1_1221.7,RING1,321,2616
PHF2_Phd_E1_80.5,PHF2,113,752
ZNF506_E4_579.21,ZNF506,278,1945
ZNF217_E3_47.0,ZNF217,625,5800
FBXL19_2085.312,FBXL19,374,1290
EAF2_E3_137.2,EAF2,887,4741
ACVR1_PKc_E10_131,ACVR1,196,1931
TBL1X_8,TBL1X,155,974
OBSCN_PKc_E90_27.0,OBSCN,297,1161
USP41_852.22,USP41,516,3045
STK17A_PKc_E4_127,STK17A,459,3335
TRIM73_2,TRIM73,566,2923
CAMK1_PKc_E2_38,CAMK1,114,1378
LONRF2_2265.190,LONRF2,203,1652
FBXW8_3,FBXW8,179,1281
ZNF649_E5_663.60,ZNF649,351,1728
ZNF256_E3_1128.66,ZNF256,575,5404
DCUN1D3_915.54,DCUN1D3,430,3834
LHX4_E4_135.21,LHX4,311,2447
RHOBTB2_BTB523615_E1_2250.149,RHOBTB2,122,1425
BRWD3_BD2_e37_153.10,BRWD3,585,3791
DCAF17_1362.41,DCAF17,542,4658
USP36_83.0,USP36,120,1038
CTSG_768.118,CTSG,171,818
RNPEPL1_2178.429,RNPEPL1,192,1924
ZNF705A_E5_483.0,ZNF705A,467,4310
RNF182_744.83,RNF182,401,3653
FBXO16_843.67,FBXO16,613,3060
MMP11_1467.45,MMP11,242,2444
MEF2B_E2_51.0,MEF2B,454,2417
PARP14_Macro10141155_E1_5406.187,PARP14,211,1366
HGFAC_1968.266,HGFAC,560,2126
USP3_1563.23,USP3,256,2606
HTRA3_1362.131,HTRA3,165,1360
ZNF19_E6_648.6,ZNF19,865,8302
PRSS41_957.152,PRSS41,152,926
KDM5D_e15_118.5,KDM5D,379,2971
WSB1_1266.89,WSB1,403,1655
MIPEP_2142.109,MIPEP,313,1763
PTK2_PKc_E18_101.4,PTK2,333,1261
CAPN14_2055.68,CAPN14,537,4391
DMTF1_SANT3_E14_152.2,DMTF1,448,2752
RNF133_1131.86,RNF133,657,2924
APEH_2199.156,APEH,310,2330
UBB_690.76,UBB,260,2536
KDM7A_e6_187.9,KDM7A,239,1319
ELF2_E7_188.12,ELF2,510,2290
ZNF670_E4_498.23,ZNF670,196,2630
DTX1_1863.113,DTX1,128,1182
TINAG_1431.75,TINAG,246,1691
ZNF649_E5_663.61,ZNF649,265,1495
SENP8_639.22,SENP8,485,4390
ZNF443_E4_1152.61,ZNF443,319,3244
LNX2_2073.200,LNX2,152,1481
IRF2_E2_75.8,IRF2,177,1328
DMRT2_E2_141.16,DMRT2,361,3446
PRKG2_PKc_E11_75.4,PRKG2,172,1821
TRIM28_BD_e17_79.2,TRIM28,234,1238
ONECUT1_E2_165.6,ONECUT1,496,3420
ZNF606_E7_1176.6,ZNF606,627,6216
FBXO21_1887.129,FBXO21,468,2626
UBR1_5250.458,UBR1,242,1764
ZBTB48_E7_155.13,ZBTB48,93,1000
TDRD3_tudor652700_E1_2235.96,TDRD3,492,4821
PEPD_1482.96,PEPD,221,1156
SOX14_E1_216.27,SOX14,101,688
RNF149_1203.127,RNF149,486,2468
EHMT2_e25_176.5,EHMT2,270,1848
IRF2BPL_2391.246,IRF2BPL,189,2338
DCAF8_1794.75,DCAF8,422,3910
SYK_PKc_E11_190.1,SYK,341,1876
ZNF789_E5_78.0,ZNF789,695,7321
E2F5_E1_87.0,E2F5,177,953
ZNF230_E5_810.34,ZNF230,481,4324
SGK1_PKc_E10_156.8,SGK1,123,1294
SP110_Phd_E15_101.6,SP110,336,2708
ROR1_PKc_E9_849.29,ROR1,267,2550
ADCK4_PKc_E8_141.12,ADCK4,140,1304
ZNF19_E6_648.22,ZNF19,617,4592
ANAPC1_7,ANAPC1,300,3795
ADCK1_PKc_E5_159.11,ADCK1,59,895
RNF20_2928.232,RNF20,225,648
CEBPG_E2_162.6,CEBPG,341,3107
SP4_E5_121.1,SP4,430,3327
ARID3A_E5_184.7,ARID3A,155,1780
STRADA_PKc_E8_124.12,STRADA,179,1278
ABTB2_BTB837947_E1_3078.302,ABTB2,358,1913
RNF130_1260.98,RNF130,244,2184
CEBPZ_E3_232.2,CEBPZ,382,1128
TRIM62_1428.0,TRIM62,321,1916
IKZF2_E5_168.5,IKZF2,450,3616
neg41,neg41,946,7858
SOCS4_1323.41,SOCS4,335,2677
ADAM7_2265.29,ADAM7,187,1576
BRWD1_6963.515,BRWD1,503,3307
WWP2_2613.14,WWP2,132,1004
UBR2_1320.45,UBR2,150,1538
HOXA13_E2_171.14,HOXA13,131,740
LTN1_5439.220,LTN1,332,2849
ZBTB1_E2_522.22,ZBTB1,489,3707
ECE1_2313.173,ECE1,227,2879
RHOBTB2_BTB289326_E1_2250.328,RHOBTB2,239,1530
IVNS1ABP_BTB22126_E1_1929.1,IVNS1ABP,296,1557
ZBTB20_E5_215.14,ZBTB20,244,1282
KDM6B_e19_188.26,KDM6B,201,947
RNF31_2766.156,RNF31,552,2361
ID4_E1_126.4,ID4,465,1973
ADAMTS2_3636.132,ADAMTS2,212,2000
PARK2_1398.149,PARK2,313,2518
CUL2_2295.92,CUL2,192,392
ASH1L_e13_109.0,ASH1L,345,2441
IRX6_E4_180.0,IRX6,577,3596
ZNF781_E4_303.16,ZNF781,922,6174
USP54_93.4,USP54,455,2464
TFEC_E6_76.1,TFEC,225,1336
ELF4_E7_188.17,ELF4,478,3971
NAALADL2_2388.15,NAALADL2,443,3254
ZFP82_E5_1152.79,ZFP82,947,8424
ZNF160_E7_1665.22,ZNF160,202,2000
TAL2_E1_168.9,TAL2,696,7596
ERF_E2_182.12,ERF,370,2317
MYNN_E7_83.0,MYNN,332,2699
ZNF436_E4_918.68,ZNF436,710,5075
neg1,neg1,863,7869
CBFB_E2_87.9,CBFB,157,1257
TRIM31_1278.3,TRIM31,424,2411
PRDM13_E4_69.2,PRDM13,516,4448
YY2_E1_230.3,YY2,267,2108
