MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2443443	Bud13	BUD13 homolog	9		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2443443	Bud13	BUD13 homolog	9		mRNA splicing, via spliceosome			IBA	PTN000781455 Q9BRD0 SPCC1620.10 	J:161428 	
MGI:2443443	Bud13	BUD13 homolog	9		mRNA splicing, via spliceosome			IEA	ENSP00000260210 Q9BRD0 	J:342605 	
MGI:2443443	Bud13	BUD13 homolog	9		mRNA splicing, via spliceosome			ISO	Q9BRD0 	J:164563 	
MGI:2443443	Bud13	BUD13 homolog	9		mRNA splicing, via spliceosome			ISS	Q9BRD0 	J:342587 	
MGI:2443443	Bud13	BUD13 homolog	9		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	5		positive regulation of rRNA processing			IEA	ENSP00000265758 O43709 	J:342605 	
MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	5		positive regulation of rRNA processing			ISO	O43709 	J:164563 	
MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	5		positive regulation of rRNA processing			ISS	O43709 	J:342587 	
MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	5		rRNA (guanine-N7)-methylation			IBA	O43709 PTN000296553 S000000643 	J:161428 	
MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	5		rRNA (guanine-N7)-methylation			IEA	IPR022238 IPR039769 	J:72247 	
MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	5		rRNA (guanine-N7)-methylation			IEA	ENSP00000265758 O43709 	J:342605 	
MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	5		rRNA (guanine-N7)-methylation			ISO	O43709 	J:164563 	
MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	5		rRNA (guanine-N7)-methylation			ISS	O43709 	J:342587 	
MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	5		rRNA processing			IEA	ARBA00028153 	J:342609 	
MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	5		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:2141291	Bud31	BUD31 homolog	5		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2141291	Bud31	BUD31 homolog	5		mRNA splicing, via spliceosome			IBA	P41223 PTN000454176 S000000659 SPBC24C6.11 	J:161428 	
MGI:2141291	Bud31	BUD31 homolog	5		mRNA splicing, via spliceosome			IEA	ENSP00000222969 P41223 	J:342605 	
MGI:2141291	Bud31	BUD31 homolog	5		mRNA splicing, via spliceosome			ISO	P41223 	J:164563 	
MGI:2141291	Bud31	BUD31 homolog	5		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1858419	Bysl	bystin-like	17		maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IMP		J:118938 	
MGI:1858419	Bysl	bystin-like	17		rRNA processing			IBA	MGI:1858419 PTN000302374 S000000451 	J:161428 	
MGI:1927354	C1d	C1D nuclear receptor co-repressor	11		maturation of 5.8S rRNA			IBA	PTN000393928 Q13901 S000001123 	J:161428 	
MGI:1927354	C1d	C1D nuclear receptor co-repressor	11		maturation of 5.8S rRNA			IEA	ENSP00000386468 Q13901 	J:342605 	
MGI:1927354	C1d	C1D nuclear receptor co-repressor	11		maturation of 5.8S rRNA			ISO	Q13901 	J:164563 	
MGI:1927354	C1d	C1D nuclear receptor co-repressor	11		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		negative regulation of mRNA splicing, via spliceosome			IBA	PTN008506808 Q07021 	J:161428 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		negative regulation of mRNA splicing, via spliceosome			ISO	Q07021 	J:164563 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		negative regulation of mRNA splicing, via spliceosome			ISS	Q07021 	J:342587 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		mRNA cis splicing, via spliceosome			IBA	PTN000497525 SPBC2F12.12c 	J:161428 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		mRNA splicing, via spliceosome			IEA	ENSP00000415078 Q8WUQ7 	J:342605 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		mRNA splicing, via spliceosome			ISO	Q8WUQ7 	J:164563 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		mRNA splicing, via spliceosome			ISS	Q8WUQ7 	J:342587 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2179723	Casc3	exon junction complex subunit	11		mRNA processing			IEA	IPR018545 IPR028544 	J:72247 	
MGI:2179723	Casc3	exon junction complex subunit	11		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2179723	Casc3	exon junction complex subunit	11		mRNA splicing, via spliceosome			IEA	ENSP00000264645 O15234 	J:342605 	
MGI:2179723	Casc3	exon junction complex subunit	11		mRNA splicing, via spliceosome			ISO	O15234 	J:164563 	
MGI:2179723	Casc3	exon junction complex subunit	11		mRNA splicing, via spliceosome			ISS	O15234 	J:342587 	
MGI:2179723	Casc3	exon junction complex subunit	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2144842	Cbll1	Casitas B-lineage lymphoma-like 1	12		mRNA processing			IEA	ENSP00000401277 Q75N03 	J:342605 	
MGI:2444228	Ccar2	cell cycle activator and apoptosis regulator 2	14		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2444228	Ccar2	cell cycle activator and apoptosis regulator 2	14		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2444228	Ccar2	cell cycle activator and apoptosis regulator 2	14		RNA splicing			IEA	ENSP00000310670 Q8N163 	J:342605 	
MGI:2444228	Ccar2	cell cycle activator and apoptosis regulator 2	14		RNA splicing			ISO	Q8N163 	J:164563 	
MGI:2444228	Ccar2	cell cycle activator and apoptosis regulator 2	14		RNA splicing			ISS	Q8N163 	J:342587 	
MGI:88302	Ccnb1	cyclin B1	13		positive regulation of mRNA 3'-end processing			IEA	ENSRNOP00000082369 P30277 	J:342605 	
MGI:88302	Ccnb1	cyclin B1	13		positive regulation of mRNA 3'-end processing			ISO	RGD:2291 	J:155856 	
MGI:1922664	Ccnl1	cyclin L1	3		regulation of RNA splicing			IEA	ENSP00000295926 Q9UK58 	J:342605 	
MGI:1922664	Ccnl1	cyclin L1	3		regulation of RNA splicing			ISO	Q9UK58 	J:164563 	
MGI:1922664	Ccnl1	cyclin L1	3		regulation of RNA splicing			ISS	CPX-341 	J:342607 	
MGI:1927119	Ccnl2	cyclin L2	4		regulation of RNA splicing			IEA	ENSP00000383611 Q96S94 	J:342605 	
MGI:1927119	Ccnl2	cyclin L2	4		regulation of RNA splicing			ISO	Q96S94 	J:164563 	
MGI:1927119	Ccnl2	cyclin L2	4		regulation of RNA splicing			ISS	CPX-343 	J:342607 	
MGI:1917483	Cd2bp2	CD2 cytoplasmic tail binding protein 2	7		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1917483	Cd2bp2	CD2 cytoplasmic tail binding protein 2	7		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1918952	Cdc5l	cell division cycle 5-like	17		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1918952	Cdc5l	cell division cycle 5-like	17		mRNA splicing, via spliceosome			IBA	PTN000067719 Q57ZS5 Q99459 S000004826 SPAC644.12 	J:161428 	
MGI:1918952	Cdc5l	cell division cycle 5-like	17		mRNA splicing, via spliceosome			IEA	IPR047242 	J:72247 	
MGI:1918952	Cdc5l	cell division cycle 5-like	17		mRNA splicing, via spliceosome			ISO	Q99459 	J:164563 	
MGI:1918952	Cdc5l	cell division cycle 5-like	17		mRNA splicing, via spliceosome			ISS	Q99459 	J:342587 	
MGI:1918952	Cdc5l	cell division cycle 5-like	17		mRNA splicing, via spliceosome			ISS	Q9UMS4 	J:342587 	
MGI:1918952	Cdc5l	cell division cycle 5-like	17		mRNA splicing, via spliceosome			NAS		J:320339 	
MGI:1918952	Cdc5l	cell division cycle 5-like	17		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:5591876	Cdc5lrt1	cell division cycle 5 like, retrotransposed 1	10		mRNA splicing, via spliceosome			IBA	PTN000067719 Q57ZS5 Q99459 S000004826 SPAC644.12 	J:161428 	
MGI:5591876	Cdc5lrt1	cell division cycle 5 like, retrotransposed 1	10		mRNA splicing, via spliceosome			ISO	Q99459 	J:164563 	
MGI:5591961	Cdc5lrt4	cell division cycle 5 like, retrotransposed 4	10		mRNA splicing, via spliceosome			ISO	Q99459 	J:164563 	
MGI:3643524	Cdc5lrt5	cell division cycle 5 like, retrotransposed 5	10		mRNA splicing, via spliceosome			IBA	PTN000067719 Q57ZS5 Q99459 S000004826 SPAC644.12 	J:161428 	
MGI:3643524	Cdc5lrt5	cell division cycle 5 like, retrotransposed 5	10		mRNA splicing, via spliceosome			ISO	Q99459 	J:164563 	
MGI:3647148	Cdc5lrt6	cell division cycle 5 like, retrotransposed 6	10		mRNA splicing, via spliceosome			ISO	Q99459 	J:164563 	
MGI:3647146	Cdc5lrt7	cell division cycle 5 like, retrotransposed 7	10		mRNA splicing, via spliceosome			ISO	Q99459 	J:164563 	
MGI:3647143	Cdc5lrt8	cell division cycle 5 like, retrotransposed 8	10		mRNA splicing, via spliceosome			IBA	PTN000067719 Q57ZS5 Q99459 S000004826 SPAC644.12 	J:161428 	
MGI:3647143	Cdc5lrt8	cell division cycle 5 like, retrotransposed 8	10		mRNA splicing, via spliceosome			ISO	Q99459 	J:164563 	
MGI:3644213	Cdc5lrt9	cell division cycle 5 like, retrotransposed 9	10		mRNA splicing, via spliceosome			IBA	PTN000067719 Q57ZS5 Q99459 S000004826 SPAC644.12 	J:161428 	
MGI:3644213	Cdc5lrt9	cell division cycle 5 like, retrotransposed 9	10		mRNA splicing, via spliceosome			ISO	Q99459 	J:164563 	
MGI:3644216	Cdc5lrt10	cell division cycle 5 like, retrotransposed 10	10		mRNA splicing, via spliceosome			IBA	PTN000067719 Q57ZS5 Q99459 S000004826 SPAC644.12 	J:161428 	
MGI:3644216	Cdc5lrt10	cell division cycle 5 like, retrotransposed 10	10		mRNA splicing, via spliceosome			ISO	Q99459 	J:164563 	
MGI:1918963	Cdc40	cell division cycle 40	10		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1918963	Cdc40	cell division cycle 40	10		mRNA splicing, via spliceosome			IBA	O60508 PTN000457693 Q57ZB8 S000002772 SPBC6B1.10 	J:161428 	
MGI:1918963	Cdc40	cell division cycle 40	10		mRNA splicing, via spliceosome			IEA	ARBA00027704 	J:342609 	
MGI:1918963	Cdc40	cell division cycle 40	10		mRNA splicing, via spliceosome			IEA	IPR032847 	J:72247 	
MGI:1918963	Cdc40	cell division cycle 40	10		mRNA splicing, via spliceosome			IEA	ENSP00000304370 O60508 	J:342605 	
MGI:1918963	Cdc40	cell division cycle 40	10		mRNA splicing, via spliceosome			ISO	O60508 	J:164563 	
MGI:1918963	Cdc40	cell division cycle 40	10		mRNA splicing, via spliceosome			ISS	O60508 	J:342587 	
MGI:1918963	Cdc40	cell division cycle 40	10		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2384876	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component	1		mRNA 3'-end processing			IEA	ENSP00000356405 Q6P1J9 	J:342605 	
MGI:2384876	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component	1		mRNA 3'-end processing			ISO	Q6P1J9 	J:164563 	
MGI:2384876	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component	1		mRNA 3'-end processing			ISS	Q6P1J9 	J:342587 	
MGI:2384876	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component	1		positive regulation of mRNA 3'-end processing			IEA	ENSP00000356405 Q6P1J9 	J:342605 	
MGI:2384876	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component	1		positive regulation of mRNA 3'-end processing			ISO	Q6P1J9 	J:164563 	
MGI:2384876	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component	1		positive regulation of mRNA 3'-end processing			ISS	Q6P1J9 	J:342587 	
MGI:1914221	Cdk5rap1	CDK5 regulatory subunit associated protein 1	2		mitochondrial tRNA modification			IBA	MGI:1914221 PTN000228777 	J:161428 	
MGI:1914221	Cdk5rap1	CDK5 regulatory subunit associated protein 1	2		mitochondrial tRNA modification			IMP	MGI:5750452 	J:220703 	
MGI:1914221	Cdk5rap1	CDK5 regulatory subunit associated protein 1	2		tRNA methylthiolation			IEA	GO:0035597 	J:346132 	
MGI:1914221	Cdk5rap1	CDK5 regulatory subunit associated protein 1	2		tRNA modification			IEA	IPR005839 IPR006463 	J:72247 	
MGI:1914221	Cdk5rap1	CDK5 regulatory subunit associated protein 1	2		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1328368	Cdk9	cyclin dependent kinase 9	2		regulation of mRNA 3'-end processing			IEA	ENSP00000362361 P50750 	J:342605 	
MGI:1328368	Cdk9	cyclin dependent kinase 9	2		regulation of mRNA 3'-end processing			IMP		J:217992 	
MGI:1328368	Cdk9	cyclin dependent kinase 9	2		regulation of mRNA 3'-end processing			ISO	P50750 	J:164563 	
MGI:88353	Cdk11b	cyclin dependent kinase 11B	4		regulation of RNA splicing		PR:P24788-1	ISS	CPX-343 	J:342607 	
MGI:1098802	Cdk12	cyclin dependent kinase 12	11		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1098802	Cdk12	cyclin dependent kinase 12	11		regulation of RNA splicing			ISO	RGD:621111 	J:155856 	
MGI:1098802	Cdk12	cyclin dependent kinase 12	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1098802	Cdk12	cyclin dependent kinase 12	11		RNA splicing			ISO	RGD:621111 	J:155856 	
MGI:1098802	Cdk12	cyclin dependent kinase 12	11		RNA splicing			ISS	Q3MJK5 	J:342587 	
MGI:1916812	Cdk13	cyclin dependent kinase 13	13		alternative mRNA splicing, via spliceosome			IDA		J:118326 	
MGI:1916812	Cdk13	cyclin dependent kinase 13	13		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1916812	Cdk13	cyclin dependent kinase 13	13		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1921765	Cdkal1	CDK5 regulatory subunit associated protein 1-like 1	13		tRNA methylthiolation			IBA	MGI:1921765 P54462 PTN000228764 	J:161428 	
MGI:1921765	Cdkal1	CDK5 regulatory subunit associated protein 1-like 1	13		tRNA methylthiolation			IEA	IPR006466 	J:72247 	
MGI:1921765	Cdkal1	CDK5 regulatory subunit associated protein 1-like 1	13		tRNA methylthiolation	happens in type B pancreatic cell,happens in pancreas,happens in liver		IMP	MGI:5301443 	J:178248 	
MGI:1921765	Cdkal1	CDK5 regulatory subunit associated protein 1-like 1	13		tRNA modification			IEA	IPR005839 	J:72247 	
MGI:1921765	Cdkal1	CDK5 regulatory subunit associated protein 1-like 1	13		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:104738	Cdkn2a	cyclin dependent kinase inhibitor 2A	4		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		mRNA splice site recognition			IBA	MGI:1338822 MGI:1342295 MGI:1932407 O95319 PTN002769006 Q92879 	J:161428 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		mRNA splice site recognition			IDA		J:67386 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		mRNA splice site recognition			IEA	ARBA00086103 	J:342609 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		mRNA splice site recognition			ISO	Q92879 	J:164563 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		regulation of alternative mRNA splicing, via spliceosome			IBA	MGI:1342295 PTN002769006 Q5SZQ8 Q8N6W0 Q96J87 Q9BZC1 	J:161428 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		regulation of alternative mRNA splicing, via spliceosome	uses PR:Q8BP71-7		IDA		J:286588 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		regulation of alternative mRNA splicing, via spliceosome	uses PR:Q8BP71-7		IMP		J:286588 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		regulation of RNA splicing			ISO	Q92879 	J:164563 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		regulation of RNA splicing			ISS	Q92879 	J:342587 	
MGI:1342295	Celf1	CUGBP, Elav-like family member 1	2		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1338822	Celf2	CUGBP, Elav-like family member 2	2		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1338822	Celf2	CUGBP, Elav-like family member 2	2		mRNA splice site recognition			IBA	MGI:1338822 MGI:1342295 MGI:1932407 O95319 PTN002769006 Q92879 	J:161428 	
MGI:1338822	Celf2	CUGBP, Elav-like family member 2	2		mRNA splice site recognition			IDA		J:67386 	
MGI:1338822	Celf2	CUGBP, Elav-like family member 2	2		mRNA splice site recognition			IEA	ARBA00086103 	J:342609 	
MGI:1338822	Celf2	CUGBP, Elav-like family member 2	2		mRNA splice site recognition			ISO	O95319 	J:164563 	
MGI:1338822	Celf2	CUGBP, Elav-like family member 2	2		regulation of alternative mRNA splicing, via spliceosome			IBA	MGI:1342295 PTN002769006 Q5SZQ8 Q8N6W0 Q96J87 Q9BZC1 	J:161428 	
MGI:1926034	Celf3	CUGBP, Elav-like family member 3	3		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1926034	Celf3	CUGBP, Elav-like family member 3	3		mRNA splice site recognition			IBA	MGI:1338822 MGI:1342295 MGI:1932407 O95319 PTN002769006 Q92879 	J:161428 	
MGI:1926034	Celf3	CUGBP, Elav-like family member 3	3		positive regulation of mRNA splicing, via spliceosome			IEA	ENSP00000290583 Q5SZQ8 	J:342605 	
MGI:1926034	Celf3	CUGBP, Elav-like family member 3	3		positive regulation of mRNA splicing, via spliceosome			ISO	Q5SZQ8 	J:164563 	
MGI:1926034	Celf3	CUGBP, Elav-like family member 3	3		positive regulation of mRNA splicing, via spliceosome			ISS	Q5SZQ8 	J:342587 	
MGI:1926034	Celf3	CUGBP, Elav-like family member 3	3		regulation of alternative mRNA splicing, via spliceosome			IBA	MGI:1342295 PTN002769006 Q5SZQ8 Q8N6W0 Q96J87 Q9BZC1 	J:161428 	
MGI:1926034	Celf3	CUGBP, Elav-like family member 3	3		regulation of alternative mRNA splicing, via spliceosome			IEA	ENSP00000290583 Q5SZQ8 	J:342605 	
MGI:1926034	Celf3	CUGBP, Elav-like family member 3	3		regulation of alternative mRNA splicing, via spliceosome			ISO	Q5SZQ8 	J:164563 	
MGI:1926034	Celf3	CUGBP, Elav-like family member 3	3		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1926034	Celf3	CUGBP, Elav-like family member 3	3		RNA splicing			IEA	ENSP00000290583 Q5SZQ8 	J:342605 	
MGI:1926034	Celf3	CUGBP, Elav-like family member 3	3		RNA splicing			ISO	Q5SZQ8 	J:164563 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		alternative mRNA splicing, via spliceosome			IEA	ENSP00000410584 Q9BZC1 	J:342605 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		mRNA splice site recognition			IBA	MGI:1338822 MGI:1342295 MGI:1932407 O95319 PTN002769006 Q92879 	J:161428 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		mRNA splice site recognition			IDA		J:67386 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		mRNA splicing, via spliceosome			IEA	ARBA00027704 	J:342609 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		negative regulation of mRNA splicing, via spliceosome			IMP		J:204486 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		positive regulation of mRNA splicing, via spliceosome			IEA	ENSP00000410584 Q9BZC1 	J:342605 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		positive regulation of mRNA splicing, via spliceosome			ISO	Q9BZC1 	J:164563 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		positive regulation of mRNA splicing, via spliceosome			ISS	Q9BZC1 	J:342587 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		regulation of alternative mRNA splicing, via spliceosome			IBA	MGI:1342295 PTN002769006 Q5SZQ8 Q8N6W0 Q96J87 Q9BZC1 	J:161428 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		regulation of alternative mRNA splicing, via spliceosome			IEA	ENSP00000410584 Q9BZC1 	J:342605 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		regulation of alternative mRNA splicing, via spliceosome			ISO	Q9BZC1 	J:164563 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		regulation of alternative mRNA splicing, via spliceosome			ISO	Q9BZC1 	J:73065 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		regulation of mRNA splicing, via spliceosome			IEA	ARBA00028577 	J:342609 	
MGI:1932407	Celf4	CUGBP, Elav-like family member 4	18		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2442333	Celf5	CUGBP, Elav-like family member 5	10		mRNA splice site recognition			IBA	MGI:1338822 MGI:1342295 MGI:1932407 O95319 PTN002769006 Q92879 	J:161428 	
MGI:2442333	Celf5	CUGBP, Elav-like family member 5	10		regulation of alternative mRNA splicing, via spliceosome			IBA	MGI:1342295 PTN002769006 Q5SZQ8 Q8N6W0 Q96J87 Q9BZC1 	J:161428 	
MGI:2442333	Celf5	CUGBP, Elav-like family member 5	10		regulation of alternative mRNA splicing, via spliceosome			ISO	Q8N6W0 	J:164563 	
MGI:1923433	Celf6	CUGBP, Elav-like family member 6	9		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1923433	Celf6	CUGBP, Elav-like family member 6	9		mRNA splice site recognition			IBA	MGI:1338822 MGI:1342295 MGI:1932407 O95319 PTN002769006 Q92879 	J:161428 	
MGI:1923433	Celf6	CUGBP, Elav-like family member 6	9		regulation of alternative mRNA splicing, via spliceosome			IBA	MGI:1342295 PTN002769006 Q5SZQ8 Q8N6W0 Q96J87 Q9BZC1 	J:161428 	
MGI:1923433	Celf6	CUGBP, Elav-like family member 6	9		regulation of alternative mRNA splicing, via spliceosome			ISO	Q96J87 	J:164563 	
MGI:2685960	Cenatac	centrosomal AT-AC splicing factor	9		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2685960	Cenatac	centrosomal AT-AC splicing factor	9		mRNA splicing, via spliceosome			IEA	ENSP00000334767 Q86UT8 	J:342605 	
MGI:2685960	Cenatac	centrosomal AT-AC splicing factor	9		mRNA splicing, via spliceosome			ISO	Q86UT8 	J:164563 	
MGI:2685960	Cenatac	centrosomal AT-AC splicing factor	9		mRNA splicing, via spliceosome			ISS	Q86UT8 	J:342587 	
MGI:2685960	Cenatac	centrosomal AT-AC splicing factor	9		RNA splicing			IEA	KW-0508 	J:60000 	
